"","INTC","PFE","WMT","CSCO","HD","VZ","CVX","MRK","BA","UNH"
"1",-0.000222584159928374,-0.00247105024755001,-0.00754266092553735,0.00780783360823989,0.00279059051536024,0.00670093996450305,-0.00651047239080071,-0.010559743270278,0.00245969672687352,-0.00208993954584002
"2",0.00357683189213276,0.00153536908328533,0.00515162153169513,-0.00669798487797379,0.0193978231400251,0.00278284423984587,-0.00554267503321171,-0.00299468240700662,0.00121262378524989,-0.00525800418108702
"3",-0.00145474809687585,-0.00313995569013059,0.00514340260997415,0.00172050518449396,-0.00477131409570575,0.0138821518048644,0.00455700699239969,-0.00460916897282004,0.0113721359521151,0.00459111714735627
"4",-0.000821553869172931,0.000218785076867789,0.0022662237752229,0.00050657766405493,0.0158448610454798,0.00515960901975632,0.00220221653580666,0.00509853661060333,-0.00353796337731183,0.00165708526037633
"5",-0.000204638767172582,-0.000493341882247478,0.0010169796878472,0.000314030767185614,0.00676072482019663,0.00243140407837927,0.0027945211622864,-0.00173945596907288,0.0203453376889229,0.00263728364370763
"6",0.000690303626470268,-0.00142512354068458,-0.0039574820548296,0.000152226988575421,0.00322967115789652,0.000948420900385827,-0.00103481614496559,-0.000404032005462795,0.008689452894032,1.54831050167559e-05
"7",-0.00327498931437731,-0.0108693419024348,-0.00243925675749779,0.00615846877917647,-0.00383971212431788,0.00509433075785637,-0.00196259724907577,0.00448785722255707,0.0160584524273872,-0.00701784761622548
"8",-0.00254442449659109,-0.000552473764400929,0.00230217818170786,-0.00028905167710036,-0.00125230243429542,-0.00382335693575442,-0.00234450539574027,0.00309407175518572,0.0101079102605581,-0.00194662332069129
"9",-0.0014504415448755,9.5605464593973e-05,0.00359313236549497,0.00308736995793879,-0.00515794800594449,0.00161621626466513,-0.00259612826630473,0.00465987995266914,0.00168642413336784,-0.00636206427589059
"10",0.00501771876588464,0.00274339038878679,-1.11527133412892e-05,0.00171407591551542,-0.00214390526525676,0.00670765992254019,0.0007767173810862,-0.00482041807845235,-0.0056814351119101,-0.00369560136459768
"11",0.00208353670313954,-0.000921859114896506,-3.63104118150659e-05,-0.00202795094810426,0.00465586595237255,0.00216592056676745,0.00328300870023668,-0.000710136140696704,0.00692883552983403,0.000519791035912931
"12",0.000705620215740055,-0.00244287308305502,0.00226411316543818,0.00285611115396023,0.00309443054720759,0.00408658944070339,0.000491639017127454,-0.00423738453537226,-0.0110887745395303,0.00277916714549065
"13",0.0026897497009486,-0.00124220596626401,0.0019897953607142,-0.00279864645563066,-0.00252256193198264,0.00331974378786981,-0.00371995288878679,-0.00315320328809321,0.000597585632931441,-0.000431768945418298
"14",-0.00543595151975751,-0.00114305026363581,0.00475317565724254,0.00258595100603998,-0.00287725520320237,-0.00522879417985678,-0.00590049754828215,0.00543368654325604,0.00209602830000222,-0.000619418453425169
"15",0.0018775382777676,0.000831939338240772,0.00287118880078197,-9.01948733371682e-05,-0.00253495387732983,-0.0034100457560271,-0.00385853578336537,-0.00657966965809464,-0.000845769594889134,-0.00611258018761873
"16",0.00420460710301995,0.00124612892977893,0.00259218993596733,0.000941128004342318,0.000584366964176297,-0.00435316422954202,-0.00202462030574679,-0.00349894957616925,0.00652960082516074,-0.00436536548659205
"17",0.00119952717795968,-0.000942007347475737,0.00455636158585548,-0.0053241983987391,-0.00240698712877929,-0.00473360251635313,-0.00224857055582106,-0.00332516408525407,0.00351708196103573,7.52516689317417e-06
"18",-0.00139671179931611,-0.00523531436920166,0.00282662268728018,0.00424509169533849,-0.000511682825163007,-0.00494187138974667,0.00101742707192898,-0.00273907254450023,0.00350700225681067,0.00375437410548329
"19",-0.00206249998882413,-0.0039637922309339,0.00148783379700035,-0.000706401420757174,-0.00339192827232182,0.00418235827237368,-0.000402461329940706,-0.00129261938855052,0.00588487042114139,0.000944221974350512
"20",-0.00329252053052187,0.00278915534727275,0.00110482110176235,0.000157804286573082,0.000763596151955426,-0.00229895440861583,-0.00117014930583537,0.00163052603602409,0.0033187516964972,-0.00236805598251522
"21",0.0053171468898654,-0.000243724978645332,0.00298320315778255,0.00323036685585976,-0.00198708055540919,0.00584677932783961,0.00131847383454442,0.00331620196811855,-0.00288830930367112,-0.0041221771389246
