"","PFE","PG","HD","MRK","XOM","VZ","CVX","WMT","MCD","KO"
"1",0.00487395282834768,0.00546527653932571,0.000878993305377662,0.0180337969213724,-0.000121659737487789,0.00230897031724453,0.00489239208400249,-0.00201387074775994,0.00198104046285152,0.00354145769961178
"2",0.000116942785098217,-0.010366796515882,0.00263305194675922,-0.00797389820218086,-0.00119121139869094,0.00376679794862866,-0.0102332215756178,0.000268092815531418,0.0132468892261386,0.00539171416312456
"3",-0.0133378738537431,0.0121874492615461,-0.00350946770049632,0.000847785384394228,0.00109842407982796,-0.00126897299196571,-0.00730453571304679,0.000695653609000146,0.00340092717669904,-0.00596022512763739
"4",-0.00513056293129921,-0.000729499675799161,0.0058195237070322,0.0140711152926087,-0.00770606426522136,0.00159384636208415,-0.00291676563210785,7.56763547542505e-05,-0.0045426175929606,-0.00857567880302668
"5",0.000131064472952858,-0.00357779371552169,0.00280721834860742,0.00667773233726621,-0.000191835206351243,-0.00312552833929658,-0.00794953387230635,-0.007346177008003,0.00373440841212869,0.000625841144938022
"6",0.0026209382340312,0.00544566009193659,0.00390396313741803,0.000454289402114227,-0.00724418088793755,0.00325543433427811,-0.0093633821234107,0.00555234495550394,-0.00448752241209149,-0.00442304275929928
"7",-0.00424177013337612,-0.00195378507487476,0.00447360053658485,0.00243935314938426,-0.00560027081519365,-0.00649960758164525,-0.00206266320310533,-0.00598067231476307,0.00494902953505516,0.0130293387919664
"8",0.00227400287985802,-0.0021445129532367,-0.00187303766142577,0.00191288033965975,-0.00717201177030802,0.000569395895581692,5.84917979722377e-05,0.00735194329172373,0.00406783865764737,-0.00368969980627298
"9",-0.00856958050280809,0.000454548542620614,-0.00180917128454894,-0.00133544544223696,-0.00447677168995142,-0.00210329424589872,-0.010195123963058,-0.00962764769792557,-0.0153812570497394,-0.00142730842344463
"10",0.000281547341728583,0.00429988373070955,-0.00676032481715083,0.00929940026253462,-0.00401310669258237,-0.0106638306751847,-0.00267460057511926,0.00328340684063733,0.00335930846631527,0.00340170785784721
"11",0.00408256566151977,0.00280517945066094,0.00321215484291315,-0.00286077754572034,-0.00629964051768184,0.00449396390467882,-0.00392437679693103,-0.00118242425378412,0.00373591226525605,-0.00542732607573271
"12",-0.00507378997281194,0.00755029264837503,-0.00464144116267562,-0.00268808100372553,0.000722644501365721,0.00600986974313855,-0.000898808182682842,-0.00412270659580827,-0.00525889545679092,-0.00306355440989137
"13",-0.00424024881795049,-0.00330112013034523,-0.00122373481281102,0.000698284595273435,-0.000716158014256507,0.00631715124472976,-0.00481574703007936,0.000469114282168448,-0.00176218233536929,0.0023665598127991
"14",-0.00491927610710263,0.000954505987465382,0.00329717481508851,0.00170923233963549,-0.000236885549384169,-0.00507300160825253,-0.00603931630030274,-0.00456912349909544,0.00816878583282232,0.00292322435416281
"15",0.00537171913310885,0.000485881377244368,0.00484998617321253,0.00559444585815072,-0.00501080136746168,-0.00441437866538763,0.00363469612784684,0.00833284202963114,0.000212781014852226,0.00307733588851988
"16",0.00214953208342195,0.00111594900954515,-0.00205218559131026,-0.00026222676387988,0.00128756940830499,-0.00123610498849303,-0.0142946215346456,-0.00492312060669065,-0.00304415239952505,-0.00162274518515915
"17",0.00351655692793429,0.0039028855971992,-0.00362792937085032,-0.0015277152415365,0.000252370431553572,0.000866360438521951,-0.0129059674218297,0.00995222385972738,0.00196538469754159,0.00244923844002187
"18",-0.0087360879406333,0.00171827839221805,-0.000530213001184165,-0.00295350537635386,0.00382875581271946,-0.00549278594553471,0.00168019440025091,0.000685581064317375,-0.0050215432420373,0.000370368710719049
"19",0.000442443968495354,0.00420898105949163,-0.00186190125532448,-0.0043592844158411,-0.0133800208568573,-0.000687586725689471,-0.00539412256330252,0.0054835700429976,-0.00238906522281468,0.00023641659936402
"20",-0.00721092382445931,-0.00190102739725262,-0.0022536376491189,-0.00352768320590258,-0.0104595562443137,0.00342095689848065,-0.0124329291284084,0.00494051910936832,-0.00569806713610888,0.00471752602607012
"21",0.00395006313920021,-0.00139764440245926,0.00157244177535176,-0.00636188080534339,-0.0053453198634088,8.20064524305053e-05,-0.00269683892838657,-0.00486201234161854,0.00431630155071616,-0.00201426749117672
