"","HD","JNJ","WMT","PG","CSCO","VZ","GS","MRK","NKE","KO"
"1",-0.016193188726902,0.0177989974617958,-0.000780059315729886,0.0105110732838511,0.00131256959866732,0.00597885111346841,-0.0148164061829448,-0.0129578141495585,-0.0158578362315893,0.000837992702145129
"2",0.00200742413289845,-0.00298879947513342,0.00337662128731608,-0.00804019253700972,0.0177022442221642,0.00432336051017046,-0.00848980713635683,0.00893266219645739,0.000185455559403636,-0.00117595691699535
"3",0.00543281994760036,-0.00501561490818858,0.00393954804167151,0.00593145610764623,0.0069918972440064,0.00770790502429008,-0.00480102328583598,0.00547120394185185,0.0161743573844433,-0.00819703843444586
"4",0.0131512153893709,0.0076374844647944,-0.00792502053081989,0.00456436909735203,-0.00576255656778812,-0.00836851168423891,4.05566825065762e-05,-0.00335305486805737,0.0103348596021533,0.00429812399670482
"5",0.00214790995232761,0.00644542230293155,-0.00176911370363086,-0.00226511666551232,-0.000769207952544093,0.0180825423449278,0.0227964092046022,0.000714905734639615,-0.0112357093021274,0.00919423624873161
"6",0.01524693146348,0.0058526755310595,-0.00795789714902639,-0.00671288929879665,0.000525287701748312,0.00675681047141552,-0.00203759130090475,0.0265539009124041,0.0280911512672901,0.00251332786865532
"7",-0.0036279836203903,3.2573316275375e-05,-0.00705142272636294,0.0103408256545663,0.00648327823728323,-0.00523152574896812,0.000305202091112733,0.00745999347418547,-0.00677957711741328,0.00204000831581652
"8",0.00423968397080898,-0.00600673723965883,-0.00583663396537304,0.0109784314408898,0.0103305671364069,-0.00418400252237916,0.00884647108614445,0.0100896349176764,0.0137597220018506,0.00548016373068094
"9",0.00815547909587622,0.000370492925867438,0.00384297617711127,-0.000256770726991817,-0.00882524251937866,-0.00239473208785057,-0.00719924224540591,-0.00726203341037035,-0.00791749730706215,-0.00159117532894015
"10",0.0118392650038004,0.0134637514129281,0.00329765235073864,-0.00108480732887983,0.00329303555190563,0.012301598675549,0.0090837525203824,-0.00133694324176759,-0.00160000589676201,0.00344754592515528
"11",0.00543133215978742,-0.00313486927188933,-0.00699379248544574,-0.0025484380312264,0.00229560607112944,0.0012208524858579,-0.00442754244431853,-0.00617171870544553,-0.0126342941075563,0.00431735906749964
"12",0.00257296115159988,0.000343004998285323,0.00160659058019519,0.00159331667236984,0.00307191698811948,-0.00822889432311058,-0.00278120581060648,0.0110671985894442,-0.00747864972800016,0.000391294772271067
"13",0.00753186829388142,1.73342486959882e-05,-0.0065206908620894,0.00095078389858827,0.000106366060208529,-0.00160004105418921,-0.000708104809746146,-0.00750298518687487,0.00436878856271505,-0.00140274525620043
"14",0.00102761783637106,0.00284528639167547,-0.00795581378042698,0.00385114690288901,-0.0118725895881653,-0.00150001735892147,-0.00534611148759723,0.00487378472462296,-0.0120705394074321,-0.000446585181634873
"15",-0.000407625804655254,0.00199384777806699,-0.00986972451210022,0.00283539807423949,0.000617047131527215,-0.0026177850086242,0.00189352268353105,-0.000542343710549176,-0.00858861580491066,0.00150275079067796
"16",0.00189579697325826,-0.00454519735649228,0.00261859083548188,0.00172781478613615,0.00597219495102763,-0.00102793716359884,0.00895764026790857,-0.00368944578804076,-0.021185003221035,-0.000939437362831086
"17",-0.00976754724979401,0.00229849107563496,0.00331650045700371,-0.00109227665234357,-0.00441542454063892,-0.000498750363476574,-0.00625688163563609,-5.9139824770682e-06,-0.00737192714586854,0.000652109680231661
"18",0.00565866800025105,0.00231419829651713,-0.00152799219358712,4.66045312350616e-05,-0.00038640561979264,0.00278210057877004,0.00486292922869325,0.000971010827925056,-0.0011684523196891,-0.000497491389978677
"19",-0.000612529343925416,-0.000683414342347533,0.00117781572043896,0.00280873919837177,-0.00220895814709365,0.00153271586168557,-0.00432053348049521,0.00747197167947888,-0.00109141191933304,0.00268203997984529
"20",0.00480321468785405,0.00388882588595152,-0.00673864036798477,-0.0013910896377638,0.000777930254116654,0.00238656392320991,-0.00794743560254574,0.000956866191700101,0.00940655171871185,0.00249918736517429
"21",0.000459319242509082,-0.0076183257624507,-0.00427088467404246,-0.00443430943414569,0.000451765052275732,0.000103091420896817,-0.00116190628614277,0.00244052428752184,-0.00253885332494974,0.000846514303702861
