"","WMT","JNJ","PG","CVX","CAT","KO","AA","AXP","HD","DIS"
"1",-0.00622443668544292,0.00335737480781972,-0.009760782122612,0.00886138621717691,-0.00324852718040347,-0.00121861731167883,0.00500118639320135,0.0112951723858714,-0.00758178438991308,0.00274897925555706
"2",0.00738002546131611,-0.00162199418991804,0.00504706660285592,0.00170878577046096,0.00519201345741749,0.0102265169844031,-0.0164322275668383,0.0117606455460191,-0.00054559949785471,0.0103097157552838
"3",-0.00154301931615919,0.00136811938136816,-0.00108595541678369,0.00328706810250878,8.13864753581583e-05,-0.000465659162728116,0.000551378645468503,0.0126479752361774,-0.00132845819462091,0.000240901616052724
"4",-0.00363210029900074,0.00166450999677181,-0.00185405684169382,0.00111105374526232,0.00575610483065248,-0.00492265820503235,-0.00648581841960549,0.00385286146774888,0.00252733379602432,0.0121538508683443
"5",0.00211141584441066,-0.000217898050323129,-0.0016607407014817,0.00114460382610559,0.0113076940178871,0.00524840457364917,0.000630750088021159,-0.0155635308474302,-0.00494753662496805,-0.00800697226077318
"6",0.000532959820702672,-0.00805677101016045,-0.000190029706573114,-0.00429200660437346,0.00592531962320209,0.00389848370105028,0.0125851184129715,0.00619839644059539,-0.000255187245784327,-0.00357701280154288
"7",-0.00135606876574457,0.00342018692754209,0.0105383284389973,-0.00195307994727045,0.0019221305847168,-0.00171704252716154,0.0045305360108614,-0.00919038709253073,0.00322587206028402,-0.00156770914327353
"8",0.00115801079664379,-0.00470987893640995,-0.00298928515985608,-0.00371450441889465,0.0111506022512913,-0.00834877882152796,0.0022242518607527,0.00327036832459271,-0.00167426804546267,0.00144458678551018
"9",-0.00263081910088658,0.000218138200580142,-0.00181297201197594,-0.00194360292516649,0.00405072513967752,-0.00345731456764042,0.00396278034895658,0.00870758760720491,0.00330860330723226,-0.00471381051465869
"10",0.000371847010683268,-0.00134881562553346,-0.00467649521306157,-0.00582445133477449,-0.00992144457995892,0.00387830007821321,0.0186012126505375,0.00203564669936895,-0.00155791675206274,-0.00432178331539035
"11",-0.00280814408324659,0.000241555026150309,0.000600545143242925,0.000502895971294492,-0.00577235827222466,-0.00319666741415858,-0.00654149707406759,0.00386809650808573,0.00428405590355396,0.0122467102482915
"12",0.000708423729520291,-0.00120565399993211,-0.00328535377047956,-0.000558801169972867,4.05597165809013e-05,-0.00367145170457661,-0.0265509337186813,0.00217083049938083,-0.0012396783567965,-0.00148729968350381
"13",-0.00117937393952161,0.0019468137761578,-7.7634169429075e-05,-0.00610037241131067,0.00126532115973532,0.00187279388774186,-0.00095483916811645,0.00391147565096617,0.00501705845817924,0.00263303541578352
"14",0.00431780982762575,0.00207279715687037,-0.00236671417951584,-0.00388098787516356,0.0115676848217845,0.0066709122620523,-0.000228590986807831,0.000531517260242254,0.00158138363622129,0.0110381441190839
"15",-0.00188462832011282,-0.0010536985937506,0.00117609719745815,0.00193449098151177,0.00481418240815401,-0.00291500729508698,-0.00644386047497392,0.0111359050497413,0.00171688210684806,0.00676114950329065
"16",0.00129784271121025,-0.00617702258750796,-0.00295176589861512,-0.0040291347540915,-0.00459970673546195,0.00123688892927021,0.00133031362202018,0.0100457072257996,0.000715431349817663,-0.00787014048546553
"17",-0.00241357530467212,-0.000598804908804595,0.00345771200954914,0.00367853324860334,0.0122969476506114,0.000451765168691054,0.00714720552787185,0.00255550676956773,0.00323151680640876,-0.000183193769771606
"18",0.00137364061083645,-0.00183634471613914,0.00174797687213868,-0.0016600281232968,0.00536141637712717,-0.00390140642412007,0.00698550418019295,0.000351139635313302,0.000218786706682295,0.00613718712702394
"19",0.00319596379995346,-0.00463780062273145,0.00222578435204923,-0.00525135034695268,-0.00298748444765806,0.000294147699605674,-0.00681447982788086,0.00153113773558289,-0.000414922629715875,-4.36365809264316e-07
"20",0.00382812321186066,0.00404878752306104,-0.00358723662793636,-0.0016877920133993,-0.00161759078036994,-0.00835878122597933,0.00224700523540378,-0.00142479490023106,0.00114021170884371,-0.00217567826621234
"21",-0.00302793085575104,-0.00142729235813022,-0.00181118457112461,-0.000576121907215565,0.00134068413171917,0.00439752684906125,-0.00477999402210116,0.00567773450165987,-0.00389172253198922,-0.00680579477921128
