"","JNJ","PG","BA","DIS","CVX","MRK","T","KO","HD","GS"
"1",-0.000771583581808954,-0.000897195539437234,0.00392991025000811,0.00565072475001216,-0.0008597097476013,0.0045566875487566,0.00131929502822459,0.000338179321261123,-0.0023542083799839,0.00164900696836412
"2",-0.00185714778490365,-0.000795701867900789,0.00324389804154634,9.34034396777861e-05,0.00338556012138724,-0.000148029386764392,0.00407155510038137,0.00169751711655408,-0.00409109657630324,0.00793511793017387
"3",-0.00356446718797088,-0.00242536352016032,0.0028259283863008,-0.0038772439584136,-0.00124364346265793,-0.000332415715092793,0.000814440019894391,0.00075264647603035,-0.00251728831790388,0.00347003643400967
"4",0.00124453532043844,-0.00241865427233279,-0.00620903540402651,-0.0033525328617543,0.00224186782725155,-3.41894428856904e-06,0.0012796523515135,-0.000363754807040095,0.000378210446797311,0.0034619236830622
"5",0.00247503374703228,-0.00145937467459589,-0.00521187484264374,-0.00265053589828312,-0.00583327561616898,-0.00152726704254746,-0.00714097591117024,-0.00241781491786242,-0.005497882142663,-0.003427216084674
"6",-0.00512909330427647,-0.00325420568697155,-0.00768744619563222,-0.00171752239111811,-0.00123545015230775,-0.00187908532097936,-0.000685536477249116,0.00113161467015743,-0.00714248046278954,0.00226044096052647
"7",0.00299459020607173,-0.00105281954165548,0.000109544482256752,0.0010639849351719,0.000240820983890444,0.00357643910683692,0.00165127939544618,0.00135596946347505,-0.00660978071391582,0.00151982670649886
"8",-0.00048973859520629,0.000598253449425101,-0.00428529176861048,-0.00313549302518368,-0.00118796608876437,0.00271343090571463,0.00685293832793832,-0.000635249307379127,-0.000903005828149617,0.0038454185705632
"9",0.000651362119242549,-0.000388566200854257,0.00297176255844533,-0.00261796335689723,0.00258865393698215,0.000183427691808902,-0.00363068631850183,0.00518768094480038,0.00377894099801779,-0.00906719826161861
"10",-0.00633561704307795,-0.00100909848697484,-0.00361363496631384,-0.00467462092638016,-0.00351173290982842,-0.00466858875006437,-0.00825128797441721,0.000600303115788847,0.00212473957799375,0.00365499453619123
"11",0.000905470515135676,-0.00370117835700512,0.0035101673565805,-0.00512467883527279,-0.000601479085162282,-0.00193097663577646,0.00069911713944748,0.000717311631888151,-0.00417058076709509,-0.00384288630448282
"12",0.00236341892741621,-0.00341175869107246,0.00042237903107889,-0.00425832299515605,0.0004595160135068,0.000868087692651898,5.92266951571219e-05,0.00217824545688927,-0.00820501707494259,0.00247450987808406
"13",-0.00328146922402084,-0.000793039100244641,-0.00330086308531463,-0.000200590206077322,8.57983395690098e-05,-0.000140017829835415,-0.00752945709973574,-0.000749152444768697,-0.014906270429492,0.0070324563421309
"14",-0.00152360554784536,-0.00388544029556215,3.4707994927885e-05,0.000686692597810179,0.00273313419893384,-0.000254565093200654,-0.000117238610982895,-0.000974932219833136,-0.000925915373954922,-0.000842827023006976
"15",0.00304977595806122,-0.00145549490116537,-0.00650309817865491,-0.00853517930954695,-0.00474730739369988,0.00349541776813567,0.00491857621818781,0.00294664478860795,0.00768060982227325,-0.000610857910942286
"16",-0.000743345532100648,-0.000346997665474191,-0.000909179449081421,0.00102265190798789,-0.000524353585205972,-0.000239313303609379,0.00222119339741766,-0.00232789851725101,0.00067735934862867,0.00169742025900632
"17",-0.00250695249997079,0.000306957488646731,-0.00545519683510065,-0.000326120934914798,-0.0054306467063725,-0.000839626824017614,0.00367319933138788,0.00172941386699677,0.00602597091346979,-0.00943063758313656
"18",-0.000195057684322819,0.000519468041602522,-0.000298921193461865,-0.000423770397901535,0.000940753729082644,-0.00266164401546121,-0.00198359414935112,0.000985576771199703,0.000395237235352397,0.000648049346636981
"19",0.000650654954370111,-0.00228034961037338,-0.00369810545817018,-0.00369891920126975,0.0022780648432672,-8.05163726909086e-05,-0.00124211504589766,-0.000882969237864017,-0.00367705430835485,-0.00296832132153213
"20",0.00152611429803073,-0.00345405214466155,0.00125982600729913,-0.00329489610157907,-0.00576867209747434,0.00098151492420584,0.00155965879093856,0.00207967730239034,0.00528620509430766,0.000447471509687603
"21",-0.00859864335507154,-0.00212494097650051,-0.00340676819905639,-0.00493486411869526,-0.00936803407967091,-0.00161615270189941,-0.00340679241344333,0.00185975315980613,-0.00381273380480707,0.00589239923283458
