"","JNJ","PFE","HD","WMT","CSCO","BA","VZ","CVX","UNH","MRK"
"1",0.00555700715631247,0.00127667398191988,0.00486301258206367,0.00359199359081686,0.0119875054806471,0.0095696821808815,-0.00220168242231011,0.000269763258984312,-0.000972711248323321,0.000219551744521596
"2",-0.00637155119329691,0.00137377006467432,-0.00450552487745881,0.00211868388578296,0.00357728567905724,0.00207840697839856,-0.00522131193429232,-0.000502121809404343,-0.00187805015593767,-0.00400870339944959
"3",0.00273407809436321,0.00200787629000843,0.00528750196099281,-0.0153287565335631,-0.000555253005586565,0.00793457496911287,-0.00270957918837667,-0.00108186015859246,0.00271409284323454,0.000525352079421282
"4",-0.00500112259760499,-0.00298763136379421,-0.00842313934117556,-0.00391464913263917,0.0048844562843442,0.00345700606703758,-0.00351584632880986,-0.00618782360106707,0.00704029528424144,-0.00378180085681379
"5",-0.0027776975184679,-0.00333425612188876,0.001516162767075,-0.00191841286141425,-0.00074055721051991,-0.00300322775729001,-0.00616508349776268,-0.00279421964660287,-0.00229747011326253,-3.51987691828981e-05
"6",0.00555089628323913,-0.00334431976079941,-0.0030643071513623,2.43930026044836e-05,-0.000384490384021774,0.00271261692978442,-0.00530741596594453,-0.00374032487161458,-0.00129660149104893,0.00069312029518187
"7",-0.0050505930557847,0.00161463918630034,0.000581492728088051,0.000492482155095786,0.000706610386259854,-8.10002311482094e-05,0.00399624230340123,-0.00700672343373299,-0.00322016282007098,0.00655509205535054
"8",0.00138262845575809,-0.0013772709062323,-0.000977575080469251,-0.00977475754916668,0.00447408761829138,0.00660599768161774,-0.00566667225211859,0.00368900294415653,-0.000533767743036151,-0.00869922060519457
"9",0.00118696643039584,0.00179054192267358,0.000998105388134718,-0.00748015940189362,-0.00131438125390559,-0.0020643116440624,-0.00484149530529976,-0.00437918957322836,0.00101257802452892,0.000833296217024326
"10",0.0116627560928464,-0.000886657042428851,0.000731536594685167,0.000859554740600288,-0.000703440746292472,0.000589923467487097,-0.014280965551734,-0.00307324784807861,-0.00354602537117898,0.00150814093649387
"11",0.00468338280916214,-0.0027257741894573,0.00382298394106328,-0.0044110594317317,-5.7581411965657e-05,0.00494924280792475,-0.0117634851485491,0.00340117956511676,-0.00227393698878586,-0.00538319488987327
"12",0.00192925822921097,-0.000828036980237812,0.000383213278837502,0.00276621989905834,-0.00205104518681765,0.000312878139084205,-0.0103104757145047,-0.00100854854099452,-0.00207433965988457,-0.00210902746766806
"13",-0.00535648502409458,0.00065722840372473,0.00100027001462877,0.000941443082410842,0.000244338618358597,0.00509348744526505,0.0109336730092764,0.00228569470345974,-0.0043211136944592,-0.00174597441218793
"14",-0.00264651700854301,-0.00112393917515874,0.000445572892203927,-0.00270902062766254,-0.000144152305438183,-0.00596566358581185,0.00491571938619018,0.00566774094477296,-0.000666453677695245,-0.00259110913611948
"15",0.000210670274100266,-0.00042738183401525,-0.0138782747089863,0.00124558911193162,-0.000442081567598507,-0.00279566762037575,0.00135063484776765,-0.00305281137116253,-0.005492954980582,-0.00471589295193553
"16",-0.00321130873635411,-0.00642315857112408,-0.0013015465810895,0.00226241443306208,-0.00168674229644239,0.0058871190994978,-0.0109872752800584,-0.000300286308629438,-0.00235259300097823,-0.00411740830168128
"17",0.0014223693870008,-0.00893253181129694,0.00199639913626015,-0.00100658216979355,0.00101895642001182,-0.00206863391213119,-0.0102525614202023,0.00228312658146024,-0.00825738627463579,0.00736335152760148
"18",0.00339824543334544,-0.00254176696762443,0.00192280323244631,-0.00245594116859138,0.00188527384307235,0.00192788220010698,0.00304959691129625,-0.0031463943887502,0.00106064369902015,0.00105114816688001
"19",-0.000727422069758177,0.00285871629603207,-0.00558547396212816,0.00407920638099313,7.80438222136581e-06,-0.00878480821847916,0.00727581093087792,-0.00429275864735246,0.00377204152755439,0.00100481032859534
"20",0.00600580312311649,-0.000931664777453989,9.26905631786212e-05,0.000159023024025373,0.00186283211223781,-0.00491295754909515,0.0111634815111756,0.000213445862755179,0.00244615436531603,-0.00242911977693439
"21",-0.00847049988806248,0.00127469364088029,0.00578318862244487,0.0030500974971801,-0.000994398724287748,0.00563137978315353,-0.00556121859699488,-0.00303839286789298,0.0010668660979718,-0.00344009906984866
