"","PG","JNJ","HPQ","PFE","AXP","MRK","KO","AA","BA","MCD"
"1",-0.0235997084528208,-0.000367104104952887,-0.0406897030770779,0.00709531176835299,-0.0234882161021233,-0.0251181405037642,-0.0210470911115408,0.00397971086204052,-0.00815746001899242,-0.0301095526665449
"2",0.0200491435825825,-0.0130516197532415,0.0866666212677956,-0.00183750397991389,-0.0101122744381428,0.0636758357286453,0.043180339038372,0.052192073315382,0.0322493091225624,0.0112795606255531
"3",0.00381160737015307,-0.0107294274494052,0.0878572016954422,0.0169122070074081,-0.00685083633288741,0.0282249785959721,0.0142877520993352,0.0252893567085266,-0.00282175722531974,-0.0123702837154269
"4",-0.0594005510210991,-0.0217971131205559,-0.00066967390011996,-0.0347833819687366,0.00932090450078249,-0.0235253293067217,-0.00477791950106621,0.0194399803876877,-0.0357395112514496,-0.0124815078452229
"5",0.0170715637505054,0.0164064485579729,0.0110747832804918,0.0338342078030109,-0.00932914391160011,0.0250731129199266,-0.0254712384194136,0.00944472849369049,0.0637648701667786,0.0261517036706209
"6",-0.0396834462881088,-0.01899872161448,0.0116103645414114,0.000274256337434053,-0.00142825837247074,-0.0281302109360695,-0.0200240463018417,0.0132953394204378,0.000812924699857831,0.0056642135605216
"7",-0.0162549968808889,-0.00114265980664641,-0.00364249595440924,-0.00342674134299159,-0.0200593322515488,0.0243072062730789,-0.00710819661617279,-0.019209636375308,-0.0090521639212966,-0.00909880548715591
"8",0.0916453897953033,-0.00128559349104762,0.0121698509901762,0.0796098560094833,-0.00164761615451425,0.0543292462825775,0.0917389616370201,0.128773882985115,0.134038433432579,0.0047823810018599
"9",0.00371706276200712,-0.00760010723024607,-0.00564274890348315,-0.00285977055318654,-0.0101835196837783,-0.00679205730557442,0.000443929980974644,0.0319023579359055,-0.00274271541275084,0.00530981412157416
"10",0.00359508814290166,0.00928163435310125,-0.0360621400177479,0.00224147457629442,-0.00453345244750381,0.00489386776462197,0.00906109809875488,-0.00198031752370298,0.00758212991058826,0.00112190307117999
"11",0.0118228942155838,-0.00286885211244226,0.00947178900241852,-0.0307600386440754,-0.016258055344224,-0.0255658589303493,-0.0148171493783593,-0.00392063846811652,0.0281595233827829,-0.00974389165639877
"12",2.62644080066821e-05,0.00906494632363319,-0.0025161481462419,0.00381841883063316,0.00123608252033591,0.00690289447084069,-0.0176210086792707,0.015885841101408,-0.00121442205272615,-0.015420894138515
"13",0.0355851948261261,-0.00253010587766767,-0.00590082816779613,0.00997000280767679,-0.000963240629062057,0.0083473538979888,0.0318971313536167,0.0177377555519342,0.0354018472135067,-0.015276993624866
"14",0.00565918954089284,-0.0138376280665398,0.00508807925507426,0.02079395391047,-0.0100515559315681,-0.0144282411783934,-0.00469989655539393,-0.0111841280013323,0.00246057892218232,0.00333113200031221
"15",-0.0524464324116707,-0.00187363743316382,-0.0207530148327351,-0.0211588926613331,-0.00932533852756023,-0.00428386218845844,-0.00553693948313594,0.0170910842716694,-0.00153885537292808,0.00745543092489243
"16",0.0210837032645941,-0.00624176627025008,-0.000548702548258007,0.0312092676758766,-0.00485688773915172,-0.0121542969718575,0.00252652168273926,0.0115546565502882,0.0519075393676758,0.00515730958431959
"17",-0.0108590489253402,0.00306219421327114,-0.00372190354391932,0.00643609324470162,0.00734533462673426,0.00118373252917081,-0.0126549666747451,-0.0355339981615543,-0.00477124750614166,0.00136361375916749
"18",-0.00534828566014767,-0.00249352306127548,-0.0207507871091366,0.00903881620615721,-0.00724064465612173,-0.00731161143630743,-0.0065809553489089,-0.00846497248858213,0.0156137337908149,0.01269072573632
"19",0.0740172415971756,0.00743718352168798,-0.031514685600996,0.0820284634828568,0.00419466756284237,0.00339652108959854,0.0861738994717598,0.0069957640953362,0.094994954764843,-0.0120532801374793
"20",-0.0404229201376438,0.00309675582684577,0.014813250862062,-0.00429730536416173,-0.0119721377268434,0.0202089045196772,-0.00207117688842118,0.00630112644284964,-0.0202568285167217,-0.00262341136112809
"21",0.010682376101613,-0.0011723117204383,0.017708744853735,-0.00659424578770995,0.00948990229517221,-0.0161914937198162,0.0059703872539103,-0.00607162900269032,-0.00643819198012352,0.00875567831099033
