"","WMT","JNJ","CSCO","PG","CVX","VZ","MRK","KO","MCD","NKE"
"1",-0.00613756477832794,0.0186948254704475,-0.00109760800842196,0.0104721589013934,0.00966516323387623,0.00606915820389986,0.00443202443420887,0.00838049966841936,0.00730935297906399,-0.0182054005563259
"2",-0.00241147843189538,0.00147772871423513,0.0145790949463844,-0.00190832128282636,0.00847240816801786,0.00680329278111458,0.00960045494139194,-0.0032972835469991,0.00160287274047732,0.00360510009340942
"3",0.00113382190465927,0.000126577098853886,-0.00281910644844174,0.0061286324635148,0.00838806293904781,0.0040973830036819,0.00406964495778084,-0.00393236801028252,0.0131388641893864,-0.0103482594713569
"4",-0.00132600986398757,0.00136565323919058,0.00593110173940659,0.00336080486886203,-0.00430342555046082,-0.00422988319769502,0.00910835992544889,0.000541497021913528,-0.00226844474673271,0.0208563972264528
"5",-0.00382612692192197,0.00824102200567722,-0.0166793242096901,0.00313795590773225,0.0112275397405028,-0.00618101935833693,-0.0156864486634731,-0.00562928663566709,0.0108310105279088,0.0146248117089272
"6",-0.00229904614388943,-0.0224155653268099,-0.0262895319610834,0.00694202911108732,0.00657087145373225,-0.00529213063418865,-0.00382478325627744,-0.00321603426709771,0.00362073932774365,0.0143567407503724
"7",0.00900589395314455,-0.0184013452380896,-0.00341996690258384,0.00201082089915872,0.0113345570862293,-0.00630789948627353,-0.0134962266311049,-0.0107107115909457,-0.00339770270511508,-0.00645087799057364
"8",0.00456825224682689,-0.00264299777336419,0.00554589228704572,-8.37474362924695e-05,-0.000846293172799051,-0.000909888476599008,0.00857790932059288,-0.00231521599926054,0.00844315439462662,-0.0178214143961668
"9",0.00155062414705753,-0.00837626866996288,0.00490317214280367,-9.33531555347145e-05,0.00307406042702496,-0.00614317413419485,-0.00166840618476272,-0.019551869481802,-0.000455435510957614,-0.000478011934319511
"10",0.00326825166121125,0.00214718468487263,-0.00121869519352913,0.00538517953827977,-0.00788254011422396,0.00262018106877804,0.0035062120296061,-0.00765349669381976,0.00494498386979103,0.00819321069866419
"11",-0.000570152886211872,-0.023465259000659,-0.00860261544585228,-3.63870058208704e-05,-0.0165900569409132,0.00162824254948646,0.0055522583425045,0.0080460412427783,0.00312629528343678,-0.00353220198303461
"12",0.00193368294276297,0.000846233393531293,0.00158123287837952,0.00299947196617723,-0.0120577700436115,-0.00170249689836055,0.000771451799664646,0.00173324334900826,0.00111415726132691,0.00394090684130788
"13",0.00255140149965882,-0.0131430719047785,-0.00692387484014034,-0.00293631525710225,-0.0034015157725662,0.00454113073647022,-0.00169129308778793,0.0105527387931943,0.00371995917521417,0.00369019317440689
"14",0.00156586163211614,0.0101502034813166,-0.00701845204457641,0.00169785402249545,-0.0118914861232042,0.00428659142926335,-0.00124010758008808,-0.00355149735696614,0.00886362046003342,0.0121308527886868
"15",0.00246872520074248,-0.00494990730658174,0.00157755997497588,0.00670947832986712,-0.00604269746690989,-0.000653305265586823,-0.00241558905690908,0.0146280406042933,-0.00410343613475561,0.0106661710888147
"16",0.00284196878783405,0.00063851592130959,-0.00363664142787457,-0.00192089041229337,-0.0179689936339855,0.00331083033233881,-0.0108018610626459,-0.00288714515045285,-0.000390355475246906,-0.00876847561448812
"17",-0.00157362048048526,0.0057150823995471,0.00172883505001664,-9.77912641246803e-05,-0.00405464321374893,0.00563898403197527,-0.00256780837662518,0.000742834527045488,-0.00218805251643062,0.00540032563731074
"18",0.000779018388129771,0.00276295165531337,0.0031473336275667,0.00352916866540909,0.000125675607705489,-0.000147795450175181,0.0101166190579534,-0.000326369947288185,-0.00545710232108831,0.00489334762096405
"19",-0.00216808030381799,-0.00265333987772465,0.00151010975241661,-0.00267460173927248,-0.00334318703971803,0.000381648860638961,-0.00728284893557429,0.00184994982555509,0.0026806874666363,0.0050358148291707
"20",0.00144844106398523,0.00104183831717819,-0.00238418253138661,0.00215274747461081,-0.0103410175070167,0.00524883577600121,0.00236277701333165,0.00236099353060126,0.000673319911584258,-0.000260576751315966
"21",-0.000711486849468201,0.000837542174849659,0.00129685224965215,-0.00369247351773083,0.000195366417756304,0.00167228654026985,0.0016129621071741,-0.000712913693860173,0.00264114863239229,-0.0101413065567613
