"","HD","CSCO","WMT","PG","CVX","VZ","MRK","MCD","KO","NKE"
"1",0.00949043221771717,-0.00319648743607104,0.00102020951453596,0.00326478411443532,-0.0137574411928654,0.00561354495584965,0.00122871017083526,-0.00137555622495711,0.00253800279460847,-0.000280807173112407
"2",0.00771494302898645,-0.00127366581000388,-0.00240116217173636,0.00177735730540007,0.00479192240163684,-0.00572822475805879,0.00128639966715127,0.00200941623188555,-0.00368467136286199,-0.000599832739681005
"3",-0.000694527116138488,0.00276396260596812,0.00756719615310431,0.00294855516403913,0.00255633564665914,0.00193535652942955,0.00188778759911656,-0.0010437952587381,-0.00174845254514366,-9.73591595538892e-05
"4",0.0178368743509054,-0.0211877692490816,0.00778453843668103,0.0058823199942708,0.00401555327698588,-0.00137671153061092,0.0080354493111372,0.00177503889426589,0.00343552837148309,0.0037757083773613
"5",-0.00437515787780285,0.00258461316116154,-0.00378408026881516,0.001442383043468,-0.0244638659060001,-0.00323585281148553,0.00346563942730427,0.00302422838285565,0.0259717423468828,-0.000564015004783869
"6",-0.0127110807225108,-0.00424025394022465,0.000278626685030758,0.00169287598691881,-0.00352116022258997,-0.000802472408395261,0.00593443028628826,0.00144739518873394,-0.00143589696381241,0.00284240487962961
"7",-0.00801760237663984,0.00324087287299335,0.00460471166297793,0.00064235768513754,0.00922085531055927,0.0136411841958761,0.000464279728475958,0.00131502631120384,0.00470172194764018,-0.000382992409868166
"8",0.00223946967162192,-0.0074629308655858,0.0066847400739789,-0.000975120929069817,-7.07126237102784e-05,-0.00622257171198726,0.0026465505361557,0.00359913380816579,0.00316779036074877,-0.00200491887517273
"9",0.00686496729031205,0.0062987431883812,-0.00514233438298106,0.00326938182115555,-0.00904706120491028,0.0025980721693486,0.0057349968701601,-0.00593835022300482,0.000229247103561647,0.00234456616453826
"10",0.00360184349119663,0.0032372793648392,-0.00482249772176147,0.00077698624227196,-0.0123694436624646,-0.00164571404457092,0.00337643641978502,0.00333054480142891,0.00580824632197618,0.00406738789752126
"11",0.0065527823753655,-0.00137928663752973,-0.0046130707487464,0.000454273569630459,0.00242849229834974,-0.00252136331982911,0.00379887851886451,0.00429262546822429,-0.00178716413211077,0.00387769588269293
"12",0.00224715867079794,-0.00998207461088896,0.00205268687568605,-0.00158297421876341,-0.000433683308074251,0.00226263492368162,0.00990172196179628,0.00590241746976972,0.00448213238269091,-0.00495115900412202
"13",0.00819619931280613,0.00808004289865494,0.00735998665913939,0.00476544443517923,-0.00103013077750802,0.00325927371159196,0.00293270335532725,0.00216886098496616,-0.00473020644858479,-0.00240333541296422
"14",-0.0088870283216238,0.00147546734660864,-0.00440471852198243,0.00108310079667717,-0.0115738688036799,-0.000812730460893363,0.000602322048507631,0.0038686094339937,0.00392552651464939,-0.00360458437353373
"15",-0.00273691210895777,-0.0131500437855721,0.00225831638090312,0.00112659414298832,-0.000876260513905436,0.00747708138078451,0.0029599464032799,0.00736158760264516,-0.000143170735100284,0.0073882769793272
"16",0.00372117920778692,-0.00403630826622248,0.000545929127838463,-0.00361920334398746,0.00245330855250359,0.000301260995911434,0.0017240799497813,0.000219008739804849,0.00174865708686411,0.0027417684905231
"17",-0.00616615172475576,0.00292913150042295,-0.00170366489328444,0.00358119956217706,-0.00557500869035721,0.00227059936150908,0.00051777099724859,0.00134955300018191,0.00389420310966671,-0.00107248302083462
"18",-0.00174488383345306,-0.00674515031278133,-0.000864162226207554,-0.00353494170121849,-0.00962814036756754,-0.000281992455711588,0.00833608862012625,0.00217494461685419,-0.00155100924894214,-0.00891104154288769
"19",0.00134967465419322,0.0044325040653348,0.00121580366976559,-0.000816988293081522,-0.00589002063497901,0.00483098812401295,0.00297937053255737,0.00670816795900464,0.00510324444621801,-0.014938703738153
"20",0.0088673634454608,0.00693443464115262,0.00644065579399467,-0.00639489386230707,0.00558461295440793,-0.00219539925456047,0.00272918865084648,0.000135665410198271,-0.00297454674728215,0.00765717634931207
"21",-0.00401933956891298,-0.00327857211232185,0.00218991120345891,0.00498877838253975,0.00150164111983031,0.00286146951839328,0.00224201520904899,0.00254859542474151,0.00374706531874835,0.00427111564204097
