"","INTC","CVX","CSCO","WMT","HD","GS","MCD","VZ","BA","NKE"
"1",0.00244106072932482,-0.0060993111692369,-0.00302203488536179,-0.0033862292766571,0.00711457571014762,-0.00661757867783308,-0.00461657531559467,-0.00241163093596697,-0.00589009560644627,-0.000700038741342723
"2",0.00381495687179267,-0.00194683787412941,0.0033526155166328,-2.16869721043622e-05,-3.94075541407801e-05,-0.000606614048592746,-0.000717565417289734,-0.00222745351493359,0.00328407529741526,-0.00139534950722009
"3",0.0100077539682388,0.00465382495895028,0.00189938733819872,-0.00269372388720512,0.00736152520403266,0.000461951131001115,0.00111507379915565,-0.00300526735372841,-0.00198522116988897,-0.0081828348338604
"4",-0.000555671460460871,-0.00616328790783882,0.00889141485095024,-0.000939680321607739,-0.0054363259114325,0.00544194784015417,-0.00321749388240278,0.00103330565616488,-0.00393247697502375,-0.00804716628044844
"5",-0.00380112323909998,-0.00260852253995836,-0.00406648917123675,-0.00267645786516368,0.00433055264875293,0.00674400106072426,0.00180272629950196,0.00071352010127157,0.00550317810848355,-0.00469015724956989
"6",0.00249195867218077,0.0012705703265965,-0.00714620249345899,0.00367078557610512,-0.00239095091819763,-6.9991459895391e-05,-0.00204605422914028,0.00560644688084722,0.00288007338531315,-0.00734826596453786
"7",-0.000516736414283514,4.89119229314383e-05,-0.00373747549019754,-8.48900162964128e-05,0.000483037088997662,-0.00470507889986038,-0.00324119627475739,0.00626107724383473,-0.000182212927029468,-0.00298975338228047
"8",0.00803291518241167,0.00615068944171071,-2.83262652374106e-05,-0.0020689400844276,-0.00441399915143847,-0.00619395449757576,-0.000980120035819709,0.000524250441230834,0.0067716296762228,-0.0138847166672349
"9",-0.00372110237367451,-0.00561900669708848,-0.00275934278033674,-0.00484124757349491,-0.0019266433082521,0.00142592273186892,-0.00157901691272855,-0.00126993132289499,0.00432673282921314,0.00308054592460394
"10",-0.003104840638116,-0.00218599708750844,0.000728518760297447,0.00557742500677705,-0.0074406242929399,-0.000766530458349735,0.00502429390326142,-0.00640904856845737,-0.00417086901143193,0.00294513604603708
"11",0.00115170073695481,0.00141755363438278,0.000719719333574176,0.0019501392962411,0.0046325670555234,0.00371988397091627,0.000759471906349063,0.00563245033845305,0.00329986680299044,-0.00339665613137186
"12",0.00743659725412726,-0.00573457637801766,-0.00247115758247674,-0.000667753163725138,-0.000839383981656283,-0.0015756954671815,-0.0044475756585598,-0.0109223080798984,-0.00549242692068219,-0.00475510861724615
"13",-0.00195032148621976,-0.00193088653031737,-0.00124643137678504,-0.00128793425392359,0.00469519477337599,0.00852775387465954,-0.00035023907548748,-2.92995900963433e-05,-0.000466709519969299,-0.00791864190250635
"14",0.000196875887922943,0.00840332359075546,0.00116625742521137,-0.00141095300205052,-0.00308803282678127,0.000537391984835267,0.00147448421921581,-0.000203294184757397,0.0022185102570802,-0.0162443481385708
"15",-0.0024234929587692,-0.00241865031421185,-0.00541247753426433,0.00136021780781448,0.00424794759601355,0.00272914604283869,0.00282900128513575,0.00269601284526289,0.00310669397003949,0.00316919479519129
"16",0.000814801198430359,0.000928018183913082,0.000205206015380099,-0.000648493645712733,-0.00455622421577573,0.00424984376877546,0.00170427223201841,0.000807641656138003,0.00256659928709269,0.00464719394221902
"17",0.00612543104216456,0.00260558654554188,0.00216261087916791,0.000416324794059619,0.00389786087907851,-0.00505557656288147,0.00116516149137169,0.00423571420833468,0.00061971292598173,0.00389206665568054
"18",0.00404492579400539,-0.0101880989968777,8.41859764477704e-06,-0.000589269446209073,-0.00437083560973406,-0.00453142076730728,0.00129951082635671,0.00355814443901181,0.00104305578861386,-0.00517620705068111
"19",0.000202120092581026,0.00293005723506212,0.00293039530515671,-0.00557894352823496,-0.00201128120534122,0.00142173259519041,-0.000779432652052492,-0.00361392111517489,-1.70186867762823e-05,-0.00857393629848957
"20",-0.00198568776249886,-0.00856954418122768,-0.00316813937388361,0.00141540030017495,-0.00477173365652561,-0.00670514348894358,-0.00352587201632559,-0.00411680852994323,0.00404702965170145,-0.0089389244094491
"21",0.000288997020106763,0.00393370166420937,0.00720692472532392,0.00109472428448498,0.000775579595938325,0.00466085225343704,0.00113771948963404,-0.0119071565568447,0.002833460457623,-0.0044165956787765
