"","UNH","HD","CSCO","PG","VZ","CVX","KO","NKE","MRK","GS"
"1",0.000742724223528057,0.000149276311276481,-0.0098266713321209,0.00450571393594146,0.00982335861772299,0.00780111411586404,0.00742408446967602,0.00695936102420092,-0.00580733129754663,0.000246135052293539
"2",0.00311365979723632,0.0156288668513298,-9.98185350908898e-05,-0.0078483521938324,0.0129134599119425,0.000374425027985126,0.00112395884934813,0.0041418019682169,-0.0176580920815468,0.00467605656012893
"3",0.00440385052934289,0.0105288522318006,-0.000954021757934242,0.00496523175388575,0.00221441918984056,0.0232540275901556,0.00476003997027874,-0.0115014435723424,0.0141326719895005,-0.00266534113325179
"4",-0.00632242485880852,0.00601707864552736,-0.00635119061917067,-0.000232441583648324,-0.00542551372200251,-0.00671129580587149,-0.00185907480772585,-0.00458411173895001,-0.0102323116734624,0.0151380049064755
"5",0.00120759301353246,0.00425553135573864,0.00314526259899139,-0.00641451077535748,0.00319246202707291,-0.00546789355576038,0.00805835798382759,-0.0110078966245055,0.002877940190956,-0.0132527649402618
"6",-0.00320119340904057,-0.00321931997314095,-0.000337372330250219,0.00541945174336433,0.00112461776006967,0.00566021958366036,-0.000119380922114942,0.0142724299803376,0.00483038136735559,0.00939591787755489
"7",-0.00243310839869082,-0.00373124424368143,-0.00352989230304956,-0.00977724883705378,-0.00313195609487593,0.0113515593111515,-0.0016063378425315,6.27894914941862e-05,0.00513992132619023,-0.0103230308741331
"8",-6.18937656327034e-06,-0.00203621503897011,-0.00398047734051943,0.00218134978786111,-0.0151474103331566,-0.00657709641382098,0.00912921037524939,0.0118594421073794,0.00368546508252621,4.78295114589855e-05
"9",-0.00326664163731039,-0.00619074888527393,-0.0115201072767377,-0.000500013469718397,-0.0108454572036862,-0.00894900783896446,-0.00439388025552034,0.00296883308328688,-0.0018279462819919,-0.00609608553349972
"10",-0.000267781608272344,-0.00229836604557931,-0.00213173846714199,-0.00554643291980028,0.00445551238954067,0.00152792094741017,0.0127929076552391,-0.00294998055323958,-0.00166813447140157,-0.0073087690398097
"11",-0.0113644683733582,0.0130579844117165,-0.000130540633108467,-0.00878107361495495,0.00638776179403067,-0.000458867376437411,-0.00266019580885768,-0.0026442043017596,-0.0121016101911664,0.0120406365022063
"12",-0.00412956206128001,-0.00462173018604517,-0.00157733028754592,0.00507081998512149,8.45063041197136e-05,-0.00232475250959396,0.00537120457738638,0.0140562662854791,0.00249253073707223,0.0110515477135777
"13",-0.00309911998920143,-0.00183564762119204,0.00247630476951599,-0.00519883073866367,-0.00205126334913075,-0.0023381810169667,-0.00441542640328407,-0.012614544481039,-0.0082521541044116,-0.0011728904210031
"14",-0.00224449695087969,0.00483640562742949,0.00235184049233794,-0.00213766004890203,0.00382716488093138,-0.000286220747511834,-0.00522143905982375,0.0045125475153327,0.000469191698357463,0.00878179911524057
"15",0.00831121206283569,-0.000895141623914242,0.00547836348414421,0.00254603591747582,-0.0023767170496285,-0.00823220983147621,0.00708837108686566,-0.0173500366508961,-0.00439607491716743,0.00240538152866066
"16",0.00204586540348828,0.00817736983299255,-0.000641286256723106,-0.00175910315010697,-0.0033044726587832,-0.0120656676590443,-0.00722041493281722,0.00661783665418625,-0.00279552955180407,0.00385317532345653
"17",0.000125266364193521,0.00673079118132591,-0.00347134098410606,0.00302190100774169,-0.000836393504869193,-0.00793489348143339,0.00100123719312251,-0.00436034239828587,0.00765733094885945,4.16292714362498e-05
"18",-0.0071759195998311,0.000834724865853786,-0.00512860063463449,0.00562153803184628,-0.0037961732596159,0.0015234547900036,-0.00112892186734825,0.0098752211779356,0.00456668436527252,-8.83842972143611e-07
"19",-0.00232541328296065,-0.00354121997952461,-0.00394282583147287,-0.014127959497273,0.0022334554232657,-0.00242828880436718,0.00689994404092431,0.0102754505351186,0.00128747196868062,-0.000542353256605566
"20",-0.00379773997701705,0.00452290056273341,-0.00398321356624365,0.00566985504701734,6.77852585795335e-05,0.000453226210083812,0.000956568808760494,-0.00354200042784214,0.00135631917510182,0.00204385002143681
"21",-0.00404540542513132,0.00606507621705532,-0.00576298637315631,-0.00468338886275887,-0.000864776957314461,-0.00348887755535543,-0.00472076237201691,0.00712414784356952,0.00251084077171981,-0.00100440799724311
