"","CVX","JNJ","PFE","HPQ","MCD","AXP","KO","CAT","AA","HD"
"1",0.00267574074678123,-0.00329341297037899,0.00561009673401713,0.00907122064381838,-0.00476942444220185,-0.0100162215530872,-0.00982718355953693,-0.00320039573125541,0.0371028669178486,-0.0176972355693579
"2",-0.00629591569304466,0.00605249684303999,-0.0196052454411983,0.0140497488901019,-0.00440187845379114,-0.0118300104513764,0.00804991368204355,0.00303146848455071,0.0180005710572004,0.0192303974181414
"3",0.00383080774918199,-0.00333388848230243,-0.00639178697019815,-0.000270058022579178,0.0102418949827552,-0.0230289436876774,-0.00165251630824059,-0.00213963398709893,0.0341379009187222,0.00553201278671622
"4",-0.00665290420874953,-0.00943627022206783,-0.0218472760170698,-0.0105804949998856,0.00289191259071231,0.00866757892072201,-0.00174720690120012,1.86743855010718e-05,0.00577294593676925,0.0010777231073007
"5",0.00477335322648287,-0.000603398366365582,0.00398037116974592,-0.015669047832489,0.00840741209685802,-0.00083777605323121,-0.000684559519868344,-0.0152882430702448,0.0145683391019702,0.0215938817709684
"6",-0.00840006023645401,-0.00214973394758999,-0.000862487300764769,0.0189065784215927,0.00597071787342429,-0.0285632181912661,0.00361794396303594,-0.0309434123337269,-0.0103048300370574,0.0182310938835144
"7",0.0011659866431728,-0.000334741460392252,-0.00574704445898533,-0.0146431354805827,0.00173622788861394,0.00309817679226398,0.00878448411822319,-0.00492561096325517,0.0227986238896847,-0.00581170339137316
"8",0.0044066752307117,-0.00349010340869427,-0.0136979268863797,-0.0100174965336919,-0.00615179212763906,-0.00278087169863284,-0.00594992423430085,-0.0202070437371731,-0.0183282792568207,0.0050628986209631
"9",-0.00399857992306352,0.00431070616468787,0.00872143730521202,0.00746973883360624,-0.00177693227306008,0.039209708571434,-0.00807429011911154,0.012649686075747,0.00471491832286119,0.00227251485921443
"10",0.00374842807650566,0.00118848506826907,-0.00235829991288483,7.62492272770032e-05,-0.000268662493908778,-0.00404513021931052,0.00282604224048555,8.377167978324e-05,-0.0191704332828522,-0.0110052274540067
"11",0.00800975318998098,-0.000448472157586366,-0.0150024732574821,-0.0149375321343541,-0.00541944615542889,0.0156870447099209,0.000382368278224021,0.00348873669281602,-0.00876974780112505,-0.0108603183180094
"12",0.00249824486672878,0.00164846191182733,0.0207799281924963,0.000247056188527495,-0.00244166329503059,0.024534260854125,0.000864510948304087,0.0164101365953684,-0.00780792254954576,0.00477735698223114
"13",0.0100590782240033,0.00325277959927917,0.00720585882663727,0.00948715023696423,0.00972145423293114,0.0288131907582283,-0.00259232218377292,-0.00362388836219907,-0.00823180377483368,0.00898132752627134
"14",-0.00843771640211344,0.00214378396049142,-0.014102534390986,0.00790615938603878,0.0144510846585035,-0.0027112397365272,-0.000482554925838485,0.00679825805127621,-0.00929432176053524,-0.00485593639314175
"15",0.00819349754601717,-0.00316709489561617,-0.00393144134432077,-0.00334286433644593,-0.00684782350435853,0.00768696283921599,0.00155340449418873,0.00254228757694364,0.0114573948085308,0.0033570840023458
"16",0.0156196290627122,0.00380136701278389,0.00600359123200178,-0.00218929816037416,0.00137019203975797,-0.0186450760811567,-0.0053119552321732,0.00192996126133949,-0.0074074836447835,-0.013945234939456
"17",0.00184256653301418,-0.00052869733190164,-0.00476170610636473,0.00739672174677253,-0.00181626586709172,-0.00759221287444234,-0.00294788577593863,-0.00512464996427298,0.00641738437116146,-0.00316955079324543
"18",-0.000238754510064609,0.00443598162382841,-0.00171281327493489,-0.00454978970810771,0.00207398179918528,0.00173471961170435,-0.00769747653976083,-0.00664680358022451,0.0073598138988018,0.00596891157329082
"19",-0.00526716373860836,0.00172028015367687,0.00721331592649221,0.0136962458491325,-0.00311158830299973,0.00355482287704945,-0.0035405654925853,0.00384773034602404,-0.00957319885492325,-0.0132000613957644
"20",0.000166034646099433,0.00102772214449942,-0.00835711508989334,-0.0057346448302269,0.00242807599715889,-0.013222991488874,-0.000591082090977579,0.00690617319196463,0.000185810873517767,0.000694506336003542
"21",0.00905900169163942,0.00300514814443886,0.000378244905732572,0.000294788595056161,0.00638651521876454,-0.00142189429607242,-0.00396524788811803,0.00826752465218306,-0.00237438315525651,-0.00287726055830717
