"","HD","PFE","PG","XOM","MRK","CVX","VZ","MCD","WMT","KO"
"1",0.0133869191631675,-0.0147979324683547,0.0122634870931506,-0.00881176255643368,-0.000424714176915586,0.013073893263936,0.0128617221489549,0.00940069835633039,0.00531247723847628,0.00217020744457841
"2",0.0153420735150576,0.00269970996305346,0.00729010254144669,-0.00668890215456486,0.00752007914707065,0.00392513396218419,0.00200057751499116,0.0101608000695705,-0.00220912764780223,-0.0321027785539627
"3",0.00210061902180314,-0.00284914392977953,0.00665597384795547,-0.00904527958482504,0.00187705317512155,-0.00778260361403227,-0.00416027242317796,-0.00501205120235682,0.00791678763926029,-0.0418252125382423
"4",-0.000780138769187033,0.0152182746678591,0.0116432141512632,0.00465896911919117,-0.00565440533682704,-0.0107005052268505,0.00285129668191075,-0.00482698576524854,0.000630168651696295,0.00332881230860949
"5",0.00389608182013035,0.00652851024642587,-0.0023098704405129,0.0154447965323925,0.001219138270244,0.0111791407689452,-0.00286054192110896,0.0123522998765111,0.00619390467181802,-0.0314614623785019
"6",-0.0183235704898834,0.00628551561385393,0.0013204796705395,0.00500159990042448,-0.00282340170815587,-0.00340275815688074,-0.00038138561649248,0.00670571578666568,-0.00120920815970749,-0.0400570146739483
"7",-0.00589972035959363,0.00117503036744893,-0.00511206453666091,-0.00197593099437654,-0.0256609730422497,0.00813116319477558,-0.000468305865069851,0.0053802733309567,0.0483627431094646,0.0067581357434392
"8",-0.00529551925137639,0.000903132255189121,0.000413687055697665,-0.00653234217315912,-0.00709816347807646,0.0157330203801394,-0.00297941057942808,-0.00918815657496452,0.00158924621064216,-0.0126749267801642
"9",-0.00230380403809249,-0.00501432176679373,0.00739005254581571,0.00645774975419044,-0.018751472234726,0.0109994085505605,-0.0035137499216944,-0.00387572566978633,0.00779351778328419,-0.0408738553524017
"10",-0.00374626973643899,0.00119754509069026,-0.00318661774508655,0.00376341841183603,-0.00599897187203169,-0.00184492894914001,0.0025009021628648,-0.00384319829754531,0.00497786141932011,0.00154945987742394
"11",-0.00167629693169147,-0.00311381416395307,0.000603380845859647,-0.00244823726825416,-0.0089681688696146,0.00832947995513678,-0.000254318088991567,0.0052002314478159,-0.00335770449601114,0.0120036192238331
"12",0.0116706723347306,-0.0127326641231775,-0.000953194918110967,-0.00363476225174963,0.00162553752306849,0.000370575813576579,-0.00235325074754655,0.0129381027072668,-0.00174872484058142,-0.0125339236110449
"13",0.00854274723678827,-0.00805940665304661,0.000901577528566122,-0.0081409215927124,0.00211350712925196,0.00186461710836738,0.00176008301787078,-0.00131276994943619,-1.2457674529287e-05,0.00442348793148994
"14",-0.000299929757602513,0.00315434252843261,-0.00469704018905759,-0.00350579433143139,-0.00298045203089714,-0.00118986610323191,-0.00450899638235569,0.00262266793288291,-0.00147605268284678,0.00617023510858417
"15",-0.00398040656000376,-0.00553979957476258,0.00432556075975299,-0.000455805246019736,0.00344070815481246,0.000556344049982727,-0.00303958589211106,-0.00984908174723387,0.00242580403573811,-0.00263409782201052
"16",-0.00710613653063774,0.00136032945010811,0.00375932664610445,-0.0011020430829376,0.00212463480420411,-0.00359897292219102,0.000622976920567453,0.00955138262361288,0.00241378252394497,0.00232495367527008
"17",-0.0103996051475406,-0.00897469557821751,0.00136714766267687,-0.00818420853465796,-0.0165857169777155,-0.00472355354577303,-0.00507296156138182,0.00416625710204244,0.00579160777851939,-0.000330245762597769
"18",-0.00983299966901541,-0.00235966569744051,-0.00168257718905807,-0.00675512989982963,-0.0065580396912992,0.000171064180904068,-0.00688793463632464,-0.000784773845225573,-0.0090153506025672,0.0068904273211956
"19",-0.00174159568268806,-0.00746800797060132,-0.00390011165291071,0.00584692461416125,-0.00203279429115355,-0.00120816507842392,-0.00200549233704805,0.00430752243846655,-0.00116212596185505,-0.00112587388139218
"20",-0.00028863234911114,0.00932767521589994,-0.00508737238124013,-0.00993755366653204,-0.00483598560094833,-0.000328285153955221,-0.00774133019149303,0.00301664904691279,0.00337578449398279,-0.0101142888888717
"21",-0.0132951941341162,-0.00440449872985482,-7.32367698219605e-05,-0.00719332043081522,-0.00357965100556612,-0.00645563332363963,-0.00182749412488192,-0.00420433888211846,0.00209070672281086,-0.000124765254440717
