"","V","CSCO","PG","MCD","WMT","HD","VZ","BA","MRK","GS"
"1",0.00631911354139447,-0.000478027039207518,-0.00158953305799514,0.000528626784216613,0.00481446366757154,-0.00337355607189238,0.00370418909005821,0.00830687303096056,0.010019700974226,0.00543528655543923
"2",0.00247464329004288,0.00737322587519884,0.00768716307356954,0.00455281743779778,-0.0133487787097692,0.00703794555738568,0.00734605779871345,-0.021612573415041,-0.00611697882413864,0.00576931983232498
"3",-0.0129515156149864,0.00392046524211764,-0.00708865141496062,-0.000109666798380204,0.000908273214008659,0.00614734087139368,0.000750187376979738,0.0156979598104954,-0.00237467139959335,-0.00623548869043589
"4",0.0101161655038595,-0.00260057020932436,-0.00253902887925506,0.00509903766214848,0.00814184080809355,-0.00324905919842422,-0.00649482291191816,0.0293626468628645,0.00612283311784267,0.020504841580987
"5",-0.00162272399757057,0.000141326891025528,0.00126727460883558,0.0017744725337252,0.00613445974886417,-0.000960849632974714,0.00915274675935507,-0.00517399050295353,-0.00122406240552664,0.00520020071417093
"6",0.0056506977416575,-0.00409389985725284,-0.00203741900622845,-0.00242837471887469,-0.00231267116032541,0.00733415456488729,0.00272797583602369,-0.00545471254736185,0.0077255992218852,0.00456247245892882
"7",0.000225651834625751,-0.00390395149588585,-0.0093556297942996,-0.0020701065659523,0.0084021370857954,-0.0102539667859674,-0.000109650995000266,0.00170229689683765,0.00134314608294517,0.0065934844315052
"8",0.00030125692137517,0.0055556851439178,0.00679897423833609,-7.80709044079231e-08,-0.00623180856928229,-0.00313071347773075,-0.00320241623558104,0.00931006669998169,-1.69913273566635e-05,0.00586490845307708
"9",-0.00405181664973497,-0.0019542973022908,0.00219972780905664,-0.00255337916314602,-0.0110764829441905,0.000684153928887099,-0.00346434907987714,0.00157788034994155,-0.00486278859898448,0.00223437836393714
"10",-0.00523012783378363,0.000158737777383067,0.00165765162091702,-0.00226378883235157,-0.00819733738899231,-0.00639463076367974,6.32069713901728e-05,0.00398022728040814,0.00425671366974711,-1.52760530909291e-05
"11",-0.00890063960105181,0.00107573589775711,-0.00546298874542117,-0.0027029940392822,0.00716004660353065,-0.00403406284749508,-0.00713674258440733,-0.00165178393945098,-0.00668902276083827,0.000930533744394779
"12",-0.00456278910860419,-0.00426751095801592,-0.00161278445739299,0.00255080708302557,-0.0149726551026106,-0.00829850509762764,0.0015253167366609,0.0045634089037776,-0.00412391684949398,0.00780249573290348
"13",-0.00310416333377361,-0.00578742381185293,-0.00198156945407391,-0.00285441149026155,-0.00725125335156918,-0.0022605515550822,-0.000124007536214776,0.00682055251672864,0.00788610428571701,0.00574962515383959
"14",0.00129525689408183,0.00518008833751082,0.00203436054289341,0.00307143456302583,0.000361799233360216,-0.00377531326375902,-0.0054167197085917,-0.00148475717287511,-0.00770704122260213,-0.00308876298367977
"15",-0.0111222276464105,0.00423388974741101,-0.00695539126172662,0.00209588091820478,0.00450981128960848,-0.00875651091337204,-0.00165716372430325,-0.00196757633239031,-0.000923335959669203,-0.000487407960463315
"16",0.00233795354142785,0.00365844275802374,-0.00254536396823823,0.00182018778286874,0.0030393791384995,-0.0109325367957354,0.00383549905382097,-0.00394641840830445,-0.00529157184064388,0.00847725104540586
"17",-0.0022788958158344,0.00275116879492998,-0.014336115680635,0.00277741043828428,0.0031647824216634,0.000282951543340459,-0.00380725902505219,-0.000609663140494376,-0.0017998656257987,-0.00251272995956242
"18",-0.00216213939711452,-0.000368276872904971,-8.65203473949805e-05,0.00132374151144177,0.000542556634172797,-0.00308596808463335,-0.00466977152973413,-0.00294344173744321,0.00017290776304435,-0.000198019712115638
"19",0.00728630321100354,0.000684692349750549,-0.00936233624815941,-0.00140549975913018,0.00387423951178789,-0.0106901209801435,-0.00410243030637503,-0.00037424624315463,-0.00348220835439861,0.00189884717110544
"20",0.00456496886909008,-0.0018167442176491,-0.000511199526954442,-0.00102086283732206,-0.0128567889332771,-0.00986803881824017,-0.00110915349796414,0.00219928123988211,0.00331286061555147,-0.00574914738535881
"21",-0.000863025896251202,0.00651860469952226,-0.0038166765589267,-0.00249662133865058,0.00781209953129292,-0.00035273568937555,-0.0018378229578957,0.00233872374519706,-0.00214199209585786,0.00217160419560969
