"","XOM","JNJ","UNH","GS","PFE","CAT","VZ","PG","CVX","IBM"
"1",0.00314212706871331,-0.000218004744965583,0.0209400411695242,-0.0012932310346514,0.00119920878205448,-0.00845997035503387,0.00868327915668488,-0.000880767882335931,-0.00733816437423229,-0.000491099897772074
"2",-0.00447826413437724,-0.00611422350630164,-0.00639651622623205,0.00534807192161679,-0.0124847888946533,0.0102930059656501,-0.000926344364415854,-0.00151677697431296,0.000767206656746566,0.00396404229104519
"3",0.000832332239951938,0.000980604090727866,-0.00340780988335609,-0.00278859352692962,0.0174919106066227,0.0363431088626385,0.0103932339698076,0.011940068565309,0.00349181308411062,-0.0068029728718102
"4",-0.00238353689201176,-0.00064149551326409,-0.000202057737624273,0.0112134851515293,-4.0880411688704e-05,-0.014282263815403,0.0261150524020195,-0.00416905153542757,-0.00375291402451694,-0.00393072562292218
"5",-0.000363825907697901,-0.000380280514946207,0.00302632851526141,0.00545048760250211,-0.00770412990823388,-0.000330847600707784,-0.00399405928328633,-0.00298056518658996,-0.00390749424695969,-0.0107333892956376
"6",-0.00333150918595493,-0.0023559199180454,0.0064629465341568,0.00832904409617186,0.000694854476023465,0.0242452677339315,0.000684582279063761,0.00418495247140527,0.000794449879322201,0.0036640043836087
"7",-0.00308763096109033,0.00104921031743288,0.0032132116612047,0.00201172800734639,0.00409551383927464,0.00504649709910154,-0.0019621211104095,0.00268249865621328,0.00340914563275874,-0.0010514318710193
"8",0.000602893240284175,0.00718219159170985,-0.00783335417509079,0.000325188593706116,0.000935516145545989,-0.009804449044168,0.00837952923029661,1.56667229020968e-05,-0.000670617038849741,-0.00922276452183723
"9",-0.00838870462030172,-0.00165531749371439,-0.000803946459200233,0.00396264065057039,-0.00185875396709889,0.00120902457274497,0.00395904202014208,-0.0015040539437905,0.00637049833312631,0.00444390252232552
"10",0.00795629061758518,-0.000197899746126495,0.000475536158774048,0.00428937282413244,0.00419227406382561,-0.00446728570386767,-0.00443483702838421,0.000517025531735271,0.0014869641745463,-0.00319925090298057
"11",0.00337849743664265,0.00072225381154567,0.00794069655239582,-0.00121708924416453,-0.00378219247795641,0.00466128857806325,0.000660162360873073,0.00401487434282899,0.00272221653722227,0.00724448217079043
"12",0.00288660498335958,0.00409917952492833,-0.00186391267925501,-0.0033010698389262,0.00205094972625375,0.00889415945857763,-0.00126807310152799,0.00186292582657188,0.00594156002625823,0.0023523282725364
"13",0.00519562419503927,-0.0130363805219531,0.00159207114484161,0.00194164470303804,0.00392950931563973,0.0096675930544734,0.00056586298160255,-0.00404075207188725,0.00663878954946995,0.00281457183882594
"14",0.00133539480157197,0.00161842152010649,0.00280024716630578,0.00071722298162058,-0.00474536791443825,0.00239065918140113,0.0122806234285235,-0.00245582987554371,0.00328111625276506,0.00018124032067135
"15",-0.00264906557276845,0.00126165174879134,0.00373917818069458,0.00199051038362086,0.00265091704204679,-0.0112980976700783,-0.000451299390988424,-0.00193497363943607,0.004484498873353,0.0060017597861588
"16",-0.00208482192829251,0.00600851140916348,0.00377566693350673,-0.000287601025775075,0.00331872398965061,0.0108798565343022,0.00161921908147633,-0.00287172896787524,0.00515911309048533,-0.0023071332834661
"17",0.00307927117682993,-0.00278533902019262,-0.000351650174707174,-0.00763537455350161,0.00468493066728115,-0.012024418450892,0.00280718668363988,0.00470951525494456,0.00635911943390965,0.00230173813179135
"18",-0.00186144071631134,-0.0021628369577229,0.00106224464252591,-0.000855109072290361,-0.00282863434404135,-0.00379347777925432,-0.00688956677913666,0.00260846712626517,0.00703461049124599,0.00384130026213825
"19",-0.00328564620576799,0.00595118524506688,0.00512395426630974,-0.00859116204082966,0.00532402656972408,0.00355633185245097,-0.00612435536459088,0.000665181956719607,0.00636625243350863,0.00147904129698873
"20",-0.00114521139767021,0.00239681988023221,0.00316067924723029,-0.00201543467119336,0.00146749324630946,-0.00353765720501542,-0.00669900886714458,0.00240197801031172,0.00805220566689968,0.00742446538060904
"21",0.00161184219177812,-0.0132986595854163,0.00483104027807713,-0.000448568083811551,0.000796150940004736,0.0065295142121613,0.00293909152969718,-0.00223124586045742,0.00739890802651644,0.00567924929782748
