"","AIG","HPQ","HD","PG","AA","BA","CAT","MRK","AXP","DIS"
"1",0.0126170516014099,-0.0105520207434893,-0.00736094126477838,0.00105574354529381,-0.0100807957351208,-0.00179328711237758,0.00454230001196265,-0.00156871881335974,0.00127410783898085,-0.00863611046224833
"2",-0.00537383649498224,0.00459590973332524,0.00230345781892538,-0.00389022054150701,-0.0181129798293114,-0.000817133288364857,-0.000352712930180132,0.00492263305932283,0.00702250236645341,0.000604547502007335
"3",-0.00362148322165012,-0.00190727505832911,0.00500978576019406,0.00463120033964515,-0.0132023524492979,-0.00144123786594719,-0.00284709851257503,0.00234581390395761,0.00870002992451191,0.00498341862112284
"4",0.00128784985281527,-0.00368671072646976,-0.0267828945070505,0.00239793490618467,0.0119640361517668,0.0024070895742625,-0.00917281582951546,-0.00236994470469654,-0.00360756833106279,-0.0115241827443242
"5",-0.00288373767398298,0.0147280218079686,-0.0102270497009158,-0.00073899858398363,0.00323839392513037,-0.00231460458599031,-0.00518739968538284,-0.002522167051211,0.00502348551526666,0.00164995738305151
"6",-0.00274245836772025,-0.00110787502489984,-0.00710095325484872,-0.00287504843436182,0.0167152006179094,0.0054545602761209,-0.00133370875846595,0.00193682545796037,0.00428683869540691,0.00204902281984687
"7",-0.00383623270317912,0.00247852597385645,0.00105385750066489,-0.00392420217394829,-0.00484710279852152,-0.000412240973673761,0.00268462137319148,0.00134872191119939,0.000280984619166702,-0.00959056615829468
"8",-0.00492843054234982,0.00840137060731649,0.00638694921508431,-0.00280322344042361,-0.00740140955895185,0.0116140246391296,-0.00466987257823348,-0.00426888559013605,-0.00980068370699883,0.00336289429105818
"9",0.010333782993257,-0.00711792521178722,0.00895487610250711,0.00410288665443659,0.0146383550018072,-0.00530829094350338,0.00394618837162852,-0.00163705309387296,0.00292228977195919,0.00532928761094809
"10",-0.000834648788440973,0.00294493813998997,0.0110176084563136,0.00357989454641938,-0.0146238515153527,0.00479447562247515,0.00629259599372745,0.00675982655957341,-0.000897082034498453,0.00116791808977723
"11",-0.00459153857082129,-0.00373805500566959,0.00738521246239543,-0.00590075319632888,0.00663690734654665,-0.00696905795484781,-0.0017896241042763,0.00879437848925591,-0.000838271749671549,0.000690668530296534
"12",0.00943836197257042,0.00599759351462126,0.00385467172600329,0.00255541782826185,0.0195687431842089,-0.00150901614688337,0.000933795119635761,0.000476140703540295,0.000733235850930214,-0.000477214023703709
"13",-0.000354547461029142,0.000482949370052665,0.00876066088676453,0.00215282989665866,0.00904553104192019,0.000854259124025702,-0.00531905749812722,-0.00460365787148476,0.00281820143572986,-0.00103623815812171
"14",-0.00270740850828588,-0.000364169711247087,-0.00907054822891951,0.000166889105457813,0.00667346315458417,0.00120343780145049,0.000590887386351824,0.0108045181259513,-0.00119902356527746,-0.00927361939102411
"15",0.00110990856774151,0.00987497344613075,0.00631697149947286,-0.000954042829107493,-0.010419781319797,0.00207230634987354,0.000478760979603976,0.00426584854722023,0.00131053209770471,0.00689276866614819
"16",-0.00183807208668441,-0.00768566457554698,-0.00318550528027117,-0.00391685357317328,0.0114243002608418,0.00456115882843733,-0.00192010484170169,-0.00877475831657648,0.00574569962918758,0.00322679220698774
"17",0.00216291006654501,0.00359149626456201,0.00181555468589067,-0.00220960821025074,-0.00916709937155247,0.00361529807560146,0.00309329852461815,-0.000912832794710994,-0.00233258865773678,-0.00671799760311842
"18",-0.00161814386956394,0.00272403913550079,0.000571866694372147,-0.0012598967878148,0.00137929257471114,0.0032853907905519,0.00172654434572905,0.000816856569144875,-0.00145755242556334,0.000254795100772753
"19",-0.00344939925707877,-0.0064627300016582,-0.00238868570886552,-0.000461500370875001,-0.00153286615386605,0.00340904528275132,0.00736281182616949,0.00484164990484715,0.00931503344327211,0.00460450304672122
"20",0.00273544411174953,0.00515521271154284,-0.000289157789666206,-0.00121794547885656,0.00364828668534756,0.00139280979055911,0.00597492232918739,-0.00418635364621878,0.0046051531098783,-0.000667712592985481
"21",-8.45259128254838e-05,-0.00582558894529939,-0.00324793579056859,0.000841341156046838,0.00123837043065578,0.000625512446276844,-0.0035902748350054,0.00301877642050385,-0.00273407623171806,0.00181097746826708
