"","HD","JNJ","WMT","PG","CSCO","VZ","MRK","GS","NKE","KO"
"1",-0.00452021928504109,0.0122745987027884,0.00938476901501417,-0.00538261281326413,-0.00474779633805156,0.00532079348340631,-0.0058686719276011,0.00744132651016116,-0.0142891071736813,0.0161136444658041
"2",0.00519095174968243,0.0016247316962108,0.0141838081181049,0.00330068543553352,0.00228479877114296,0.0059460336342454,0.000905988330487162,-0.00869161169975996,-0.0048949527554214,0.0116989864036441
"3",-0.0123009979724884,0.0043640723451972,-0.00782621093094349,0.0129594299942255,0.000248568278038874,0.00959765259176493,0.00235628639347851,-0.00854359474033117,0.00395090505480766,0.00445363810285926
"4",-0.00813175365328789,0.00738590769469738,-0.0128267696127295,-0.00186299008782953,-0.00229727220721543,0.00414642551913857,-0.00757398223504424,-0.0227561872452497,-0.00202853814698756,1.51218512201012e-06
"5",0.0146082304418087,-0.00610148627310991,0.00550502445548773,0.00525184534490108,0.00125077727716416,0.00962070841342211,0.000198451816686429,0.000999917159788311,0.00439293356612325,-0.0588157549500465
"6",-0.000413517758715898,-0.00085473625222221,0.00387915247119963,-0.0037565550301224,0.00570019613951445,0.0018400470726192,-0.00393332308158278,0.016471765935421,0.00877965427935123,-0.00620709732174873
"7",-0.0148202972486615,0.00152088038157672,0.00201917928643525,0.00204781326465309,0.0013860483886674,0.00646830163896084,0.00293370289728045,-0.000439699448179454,0.00612258305773139,-0.00531279109418392
"8",-0.0145159913226962,0.00571582932025194,-0.00368995615281165,-0.00361946132034063,0.00236753677017987,-0.000380104465875775,0.0180305689573288,0.00855554733425379,0.00644738832488656,0.0255206860601902
"9",0.0049493913538754,0.00220229360274971,0.00504412082955241,-0.000352364935679361,0.00216028513386846,-0.00122311490122229,0.00303486664779484,-0.0028260035905987,0.00922873523086309,0.0130276149138808
"10",-0.00232659908942878,0.00613507395610213,-0.00345301651395857,-0.00220833392813802,-0.00277119991369545,-0.002244170056656,0.00296197761781514,-0.00245492486283183,-0.0101004969328642,-0.00380662269890308
"11",-0.00232725730165839,0.00271438295021653,-0.00300054624676704,0.00421320740133524,0.000343555700965226,0.00126521289348602,0.00749865733087063,-0.0114497495815158,0.00582059239968657,-0.00105738453567028
"12",-0.00157976371701807,-0.0011805264512077,0.00233952957205474,0.00139043561648577,0.00116767967119813,-0.00402407301589847,-0.000548368028830737,0.00703062117099762,0.00949971564114094,-0.00823373254388571
"13",0.0103896958753467,0.00141871266532689,0.000300504761980847,-0.00226856698282063,-0.00397353805601597,0.000842102628666908,-0.00401579542085528,0.0115437656641006,0.00456761568784714,-0.0061610653065145
"14",0.00100624386686832,-0.00238503678701818,-0.000537745479959995,-0.00186193746048957,-0.00628199940547347,0.000869241368491203,0.000990863889455795,0.000742152740713209,0.00735190557315946,0.0103466445580125
"15",0.0119237592443824,0.00471500167623162,-0.00584521749988198,-0.00086738693062216,0.00317773246206343,-0.00150607840623707,-0.000908710702788085,-0.00397100858390331,0.00592733267694712,0.00432703085243702
"16",0.00571504095569253,-0.00162530341185629,-0.00043499271851033,-0.00329654151573777,-0.00518232304602861,-0.00322966859675944,0.00135730428155512,-0.00430621393024921,0.00406205747276545,-0.00330644147470593
"17",0.00328477821312845,0.000786703254561871,-0.00266783428378403,-0.000811510486528277,-0.00518291536718607,-0.00169997895136476,0.00261711957864463,-0.00204630964435637,0.00420438311994076,-0.00125281838700175
"18",0.00771616585552692,-0.005614064168185,-0.00132415594998747,0.00421077245846391,-0.00457630073651671,0.00431473692879081,-0.00280980276875198,-0.00685117626562715,0.00284643983468413,0.00601568445563316
"19",0.00531092053279281,0.00123593222815543,0.00421717902645469,-0.000694937014486641,-0.00828044861555099,0.00479907309636474,-0.00127576221711934,0.0100799780339003,-0.0035278401337564,-0.00851877871900797
"20",0.00503892172127962,-0.00346143590286374,0.00472425762563944,0.00287441350519657,-0.0120213776826859,0.00208676932379603,-0.00157254084479064,0.0131042636930943,0.00627477234229445,-0.00430043786764145
"21",0.00418482348322868,-0.000945964129641652,0.00400186516344547,-0.00273955939337611,-0.00596444820985198,0.00283398618921638,0.00383071531541646,0.00377408950589597,0.00666636135429144,-0.000234508523135446
