"","V","CSCO","PG","MCD","WMT","HD","GS","BA","VZ","MRK"
"1",0.003507100045681,0.00234446860849857,-0.00223216461017728,0.000859290652442724,-0.00773063162341714,-0.00252145039848983,-0.0053464719094336,-0.00179249991197139,0.00153951474931091,0.00228654779493809
"2",-0.0019099252531305,-0.00630890764296055,0.0107863591983914,0.000505316071212292,0.00287661049515009,0.00164300622418523,0.0056721419095993,-0.013856241479516,0.00670689670369029,0.000753161439206451
"3",-0.0118356309831142,0.00140780059155077,-0.00393162900581956,-0.000660282094031572,-0.000905496417544782,-0.00190954597201198,-0.00403787242248654,-0.0147253582254052,-0.00286137056536973,-0.00272570084780455
"4",0.00574427610263228,0.00851178728044033,-0.00362192187458277,0.00629085348919034,0.00857166107743979,-0.00835441518574953,-0.00169401220045984,-0.00752538023516536,-0.00243196240626276,-0.00270057376474142
"5",0.00210003135725856,-0.000345706706866622,0.000468911835923791,-0.000778404413722456,0.000249374046688899,-0.00585191091522574,0.00611495180055499,0.00584389362484217,-0.00134070031344891,0.000868945091497153
"6",-0.00164956389926374,0.00380389392375946,-0.00596818188205361,0.00313942623324692,-0.000739430659450591,-0.0031496062874794,-0.00190122122876346,0.00242838310077786,9.64292212302098e-07,0.00279602082446218
"7",0.00230047921650112,0.00437621539458632,-0.000878482998814434,0.0016518811462447,-0.0016704797744751,-0.00205234135501087,0.0031017535366118,0.00106565747410059,-0.00243424810469151,-0.000123240664834157
"8",0.00916088651865721,-0.00396572751924396,-0.00222941255196929,0.00210188305936754,-0.00123480695765465,0.00134149671066552,0.00198077270761132,-0.00286367628723383,-0.00396989192813635,-0.00331234931945801
"9",-0.00570737943053246,0.00675861584022641,-0.0018431042553857,-0.000829653523396701,0.00146921724081039,0.00726434122771025,0.00458848942071199,0.00676871277391911,0.000867976283188909,0.00563148874789476
"10",0.0210757702589035,0.00389630161225796,-0.00357283209450543,0.000462628930108622,0.00549745419993997,0.00465708272531629,0.000495717918965966,0.0115055190399289,0.0012483533937484,0.00490283640101552
"11",0.00445878272876143,-0.0102403806522489,0.00193778902757913,0.00179281283635646,0.00142602389678359,0.00476978439837694,-0.000997044960968196,-0.00202552834525704,-0.00720095727592707,0.000913996074814349
"12",-0.00308880233205855,0.0079870130866766,-0.010422901250422,0.00142798374872655,-0.00817130040377378,0.00172921689227223,-0.00342118996195495,-0.0033287382684648,-0.00408292841166258,-0.00170270074158907
"13",0.00231836969032884,-0.00214577466249466,-0.000465818186057732,0.000586595037020743,0.00369129562750459,7.75117077864707e-05,0.00118000933434814,-0.00612980499863625,0.00255898851901293,-0.00212123827077448
"14",-0.00186746043618768,-0.000180461414856836,-0.00627039885148406,0.0020731317345053,0.00764251640066504,-0.00663196807727218,-0.00793604459613562,0.00549428956583142,0.0025624786503613,0.00230600754730403
"15",0.000372969021555036,0.00506427884101868,-0.00513275619596243,-0.00284204818308353,-0.00867687445133924,-0.00354301556944847,-0.00080315035302192,-0.00244800513610244,0.00343218212947249,-0.00295722973532975
"16",0.00239216350018978,-0.00668372586369514,0.00186602491885424,0.00136391271371394,0.00428401492536068,-0.00684935739263892,0.000419066054746509,-0.00210159667767584,0.000409151019994169,0.00154596706852317
"17",-0.00497084623202682,0.00117180880624801,0.000207576740649529,0.00396496802568436,-0.000933013507165015,-0.00693065905943513,0.00110774568747729,-0.0087399035692215,-0.00188654684461653,-0.000791663420386612
"18",0.0153667721897364,0.00942617561668158,-0.00850784033536911,0.00232656113803387,-0.00304634356871247,-0.00667905947193503,-0.00589744094759226,-0.000831379264127463,0.00146023451816291,-0.00272085377946496
"19",-0.00517837423831224,0.000972777022980154,-0.0187974851578474,0.00179600564297289,0.00327926175668836,0.00713644828647375,0.00123172719031572,0.00476135592907667,0.00430667400360107,0.000172935455339029
"20",-0.00519741978496313,0.000310892035486177,-0.00229263096116483,0.00139158475212753,-0.00152010517194867,-0.00130022957455367,0.00189037877134979,-0.00490998150780797,-0.00350226042792201,-0.00604509096592665
"21",-0.00100893853232265,-0.00454737339168787,0.00186509732156992,-0.000426162150688469,-0.00550024257972836,-0.00414199382066727,-0.00658731907606125,0.00467457016929984,-0.00156970391981304,0.00647976621985435
