"","HD","PG","XOM","PFE","MRK","CVX","VZ","WMT","MCD","KO"
"1",0.0022051113191992,0.0200363304466009,-0.0240473765879869,0.00710526946932077,0.00373946153558791,-0.0624955035746098,0.0146521218121052,0.0661920383572578,-5.89781338931061e-05,-0.0112655647099018
"2",-0.0566259473562241,-0.0265660714358091,-0.0415526852011681,-0.000223346025450155,0.0135604934766889,0.0230075269937515,-0.00598513381555676,-0.0298184230923653,0.00797523185610771,0.00905882194638252
"3",-0.0504015013575554,-0.035942055284977,-0.0145510639995337,-0.00240644440054893,0.0150252543389797,-0.144512191414833,-0.00308280508033931,0.00613827537745237,-0.00961937569081783,-0.00613941997289658
"4",0.059345405548811,0.0528102889657021,0.00855691265314817,0.0516341738402843,0.0552179217338562,0.0309734977781773,0.0108935423195362,0.0249074567109346,0.00174677523318678,-0.0022707546595484
"5",-0.0669847652316093,-0.0454714000225067,-0.0519012212753296,-0.0152502907440066,-0.0531215816736221,-0.200758576393127,-0.0420811213552952,0.00248039211146533,-0.00426865974441171,-0.0346196070313454
"6",0.0563560985028744,0.0485563352704048,0.00929686054587364,0.0884842872619629,0.0460875295102596,0.0420527458190918,0.061076432466507,0.00712096458300948,0.00472344970330596,0.0131420493125916
"7",-0.0240977201610804,-0.0219083223491907,-0.013550128787756,-0.000522497110068798,-0.0481286942958832,-0.136114627122879,-0.0162054505199194,-0.00903537776321173,-0.00898269470781088,0.0183658394962549
"8",-0.00196840311400592,-0.0428130887448788,-0.028032585978508,0.0655765533447266,0.0486388206481934,-0.0353361777961254,0.00395657867193222,-0.00298130488954484,0.000145278507261537,-0.00223465776070952
"9",-0.0499074533581734,-0.0275200698524714,-0.022781927138567,0.0114935347810388,-0.0134311867877841,-0.0956109911203384,0.00420015119016171,-0.00855779368430376,0.003528140950948,0.00489077111706138
"10",-0.0187259763479233,-0.00950523279607296,0.00816259440034628,0.0224923565983772,0.0246456153690815,0.0133335692808032,0.0015568055678159,0.016123853623867,0.000701394630596042,-0.00763640971854329
"11",-0.00267856125719845,-0.0198876820504665,-0.015754172578454,0.0178090333938599,0.000411134184105322,0.0563898682594299,-0.0148816825821996,-0.0363125577569008,0.00306121213361621,0.00268458481878042
"12",-0.0373278371989727,0.00239242240786552,-0.0785695314407349,-0.000388910644687712,-0.048061940819025,-0.00911326706409454,0.00116657407488674,-0.0110307680442929,0.00300745805725455,-0.0168263521045446
"13",0.0476860664784908,0.0514638610184193,0.0138961914926767,0.0598557330667973,0.0505641214549541,-0.0118889408186078,0.0212176255881786,0.033149816095829,-0.00384233728982508,0.0208965893834829
"14",-0.0733666121959686,-0.00242993887513876,-0.0158291812986135,-0.00730560487136245,-0.0505862310528755,-0.052796233445406,-0.0396485440433025,-0.0141658009961247,0.00134515715762973,-0.0195668209344149
"15",0.0526160523295403,0.0374331846833229,-0.0228700134903193,0.0800846070051193,0.0494949445128441,-0.0439545288681984,0.0277149081230164,0.0103970160707831,0.00874404050409794,-0.0079014440998435
"16",-0.0568728260695934,-0.0156170558184385,0.0121587673202157,-0.0102146826684475,-0.039124708622694,-0.178868427872658,0.0204245671629906,0.00647348118945956,-0.00333653436973691,1.0110757102666e-05
"17",0.0137099782004952,-0.00349581730552018,-0.0051892320625484,0.0695975422859192,0.0334443897008896,-0.00071236357325688,0.00496053230017424,0.00270015792921185,0.00751896668225527,-0.0170382522046566
"18",0.00804752018302679,-0.0390381403267384,0.00303156673908234,-0.00657487427815795,0.00105253211222589,0.0322291776537895,0.00139076507184654,-0.0150078972801566,0.000354290270479396,0.000859206193126738
"19",-0.0204301625490189,0.0117905139923096,-0.0750042125582695,0.0258444473147392,-0.0329966172575951,-0.0264797229319811,-0.00028822451713495,0.0163713674992323,0.00268407305702567,0.00562999257817864
"20",0.00782216526567936,0.0100685684010386,0.0229174550622702,0.0140047138556838,0.011636552400887,0.057622604072094,-0.00475707463920116,-0.0282240621745586,0.00634654890745878,-0.00660969922319055
"21",-0.0371472761034966,0.00494341272860765,-0.0109961805865169,-0.00399932824075222,-0.0437490753829479,-0.06258724629879,-0.0141274835914373,-0.00441225292161107,-0.00413416745141149,-0.00318801891990006
