"","IBM","PG","HPQ","PFE","JNJ","MRK","AXP","BA","AA","KO"
"1",0.00417607091367245,-0.0027196875307709,-0.00271073868498206,-0.0143363960087299,0.00276320450939238,-0.0185803826898336,-0.0202074088156223,-0.0276905987411737,0.00723741203546524,0.00405564578250051
"2",-0.0108564263209701,0.00180340162478387,-0.0108075542375445,-0.00227844552136958,0.0134628294035792,-0.00247044046409428,0.00990672502666712,-0.00759818637743592,-0.0295279156416655,-0.00341443018987775
"3",-0.00358909089118242,0.0100899878889322,-0.0147011736407876,9.38159282668494e-05,-0.00251575699076056,0.0031198391225189,0.0160395875573158,-0.011850269511342,-0.001867750659585,-0.00282176537439227
"4",0.00394816976040602,0.00523912068456411,0.00931029673665762,0.00211722007952631,-0.00496689416468143,-0.00733795203268528,-0.0140743730589747,0.0122608281672001,-0.00567602133378386,0.00670070108026266
"5",0.0109845642000437,-0.0010640574619174,0.00171711726579815,-0.00623492989689112,0.00203875359147787,-0.00773870479315519,-0.0285399537533522,0.0115731805562973,-0.00393885700032115,-0.00607360526919365
"6",-0.0116896480321884,-0.00392470834776759,-0.0018614613218233,-0.00441753072664142,0.00772653613239527,0.0118977539241314,0.00901772640645504,-0.0031877423170954,0.00282974145375192,0.00231644790619612
"7",-0.0118485316634178,-0.00124356220476329,-0.00406020460650325,-0.00207586539909244,0.00532908830791712,0.0136860068887472,-0.0196848586201668,0.00114061811473221,-0.0217417925596237,-0.00125166878569871
"8",-0.00166834972333163,-1.77797592186835e-05,0.000212253609788604,5.42583302376443e-06,-0.00565278343856335,0.00603588903322816,0.0524913035333157,0.00386577239260077,0.006453862413764,-0.00595582695677876
"9",0.00545603036880493,0.00309911603108048,0.00343837379477918,-0.00201113359071314,-3.73459115508012e-05,0.0110192932188511,-0.000964675389695913,0.00681500788778067,-0.00462975539267063,-0.00735598616302013
"10",0.00733212847262621,-0.00185196753591299,0.00137235387228429,-0.00642778305336833,-0.00293728872202337,0.000568806251976639,-0.00439053727313876,-0.00403634831309319,0.0117232436314225,0.000125823193229735
"11",0.00402899412438273,-0.0116245169192553,0.00225685955956578,-0.0020572179928422,0.00199555233120918,-0.00581156741827726,-0.00703906593844295,0.00232948549091816,0.00287762959487736,-0.0048028938472271
"12",0.00143230427056551,-0.00182556896470487,0.00278886966407299,-0.00223173759877682,-0.000242627836996689,-0.0141270412132144,0.0133046386763453,-0.00403081625699997,0.00690915202721953,-0.00564859248697758
"13",-0.00416392227634788,-0.00251533486880362,0.00308360508643091,-0.00317019992507994,0.000148689607158303,0.00051483471179381,-0.00523430528119206,-0.00790421478450298,-0.00737128965556622,-0.00213945540599525
"14",-0.00476945098489523,0.00333837582729757,0.00338066997937858,-0.00366819859482348,-0.00144997576717287,-0.00281381770037115,-0.0244880616664886,-0.0078031150624156,0.000722369994036853,-0.00660852249711752
"15",0.00327510735951364,-0.000937284319661558,-0.0024359670933336,-0.00248001422733068,-0.00262511242181063,-0.00492147728800774,0.010505061596632,-0.00467547494918108,0.00895536318421364,-0.00868652574717999
"16",0.00885069463402033,-0.00141573441214859,-0.000957574171479791,-0.00231298455037177,0.000545194430742413,-0.00225703348405659,-0.0199214108288288,-0.00304675404913723,0.000445232435595244,0.0086212269961834
"17",-0.00980525277554989,-0.00698372628539801,-0.00295134773477912,0.00305719254538417,-0.000293314689770341,0.0069316397421062,0.0192041825503111,-0.015177870169282,-0.00562589708715677,-0.00142603076528758
"18",-0.00296096410602331,-0.000392889545764774,-0.00517837191000581,-0.0049670753069222,-0.000642144063021988,0.00131277809850872,-0.00102416891604662,-0.0171496048569679,-0.00208904640749097,8.92124080564827e-05
"19",-0.00237246928736567,-0.0047548059374094,0.000580626714508981,-0.00376187218353152,0.000836786930449307,-0.00271974178031087,-0.0106904413551092,-0.0127090467140079,-0.0100097190588713,0.00185308291111141
"20",0.00308448681607842,0.00348189915530384,-0.0133757805451751,-0.00130989740137011,-0.00263393996283412,0.00305603048764169,-0.00875840522348881,-0.0211649164557457,0.00850744638592005,-0.00525657832622528
"21",-0.00206070113927126,-0.00204074243083596,-0.00959656666964293,0.00115992361679673,-0.00097098242258653,-0.00142495951149613,0.00894975569099188,-0.0179274939000607,0.0118873147293925,-0.00147672626189888
