"","PG","WMT","CAT","CVX","T","MRK","KO","HD","DIS","MCD"
"1",0.00148531200829893,-0.00605091592296958,-0.00132104416843504,0.00301754777319729,0.0143083473667502,-0.00202154624275863,-0.00246259872801602,0.000438951479736716,0.000330220529576764,0.00866067036986351
"2",0.013561112806201,-0.00828041043132544,0.00607236986979842,-0.00418181344866753,-0.00104784744326025,0.00751473708078265,-0.00411701248958707,-0.00676407013088465,0.0083969347178936,0.000816373853012919
"3",0.0123732900246978,-0.00138822302687913,0.00921540427953005,-0.001157894032076,-0.016932612285018,0.00560140935704112,-0.00138445664197206,0.00808433908969164,0.000244419265072793,0.00426001381129026
"4",0.00505745410919189,0.00812612287700176,0.00364643125794828,-0.00444529484957457,0.00796107109636068,0.00400040671229362,-0.00481826020404696,-0.000210143422009423,-0.00355893210507929,-0.000237182393902913
"5",0.0010232807835564,-0.00183175259735435,-0.00605050195008516,-0.00261764507740736,0.00291462987661362,-0.0100736385211349,-0.00221208250150084,0.00489718653261662,0.00256411568261683,-0.00146834563929588
"6",-0.00107916432898492,0.00126354186795652,0.00177460152190179,0.000678514479659498,-0.000912207760848105,-0.000455101660918444,0.00337785622105002,0.000328187772538513,0.00295516406185925,-0.00137287273537368
"7",0.00324414996430278,-0.0100486632436514,-0.014842820353806,0.00824570842087269,0.0111170616000891,0.00265452009625733,-0.00315863662399352,0.00313790445216,0.00752258952707052,-0.00687790289521217
"8",-0.00361618702299893,-0.000640428042970598,0.00153280247468501,0.00427195336669683,-0.00399705581367016,-0.00295194936916232,-0.0033635119907558,0.00750258658081293,-0.00362884788773954,-0.00143298611510545
"9",0.00720205903053284,-0.00577298412099481,0.00278583494946361,0.00456694001331925,0.00833980645984411,0.00673403963446617,-0.0066702589392662,-0.00269008683972061,0.00546329095959663,-0.00115943828132004
"10",0.00267559941858053,0.00412941304966807,-0.00624842010438442,0.000582888897042722,-0.0190242677927017,0.00890545919537544,-0.000494945095852017,-0.00396579597145319,0.00534510565921664,0.00341874663718045
"11",0.00516454922035336,0.00520992884412408,0.00322119356133044,0.00467637879773974,0.00191080314107239,0.00523958867415786,-0.00841330271214247,0.00363744306378067,-0.00216394243761897,0.00335719319991767
"12",0.00543346954509616,-0.00179437175393105,-0.000487489916849881,-0.00259697833098471,-0.000932090391870588,0.00488124741241336,-0.00197188556194305,-0.00462138932198286,0.00102577777579427,0.00191519130021334
"13",0.00362921715714037,-0.00591789558529854,0.008329170756042,-0.00557905295863748,-0.00155282975174487,0.00111616682261229,0.0017882069805637,0.0109562454745173,0.000754825014155358,-0.00294620380736887
"14",0.00219541229307652,-0.00661421706900001,-0.000316489051328972,0.00345093756914139,0.00354426470585167,-0.00155968160834163,0.00121066335123032,-0.00268350285477936,0.00342570710927248,-0.00302119483239949
"15",-0.00128671224229038,-0.00206826440989971,-6.19602506048977e-05,-0.00204085535369813,0.00869796238839626,-0.000843282788991928,0.00108652468770742,0.000891041243448853,0.00217568664811552,0.00342525588348508
"16",-0.0052142278291285,0.00925066601485014,-0.00961787160485983,-0.00366432801820338,-0.000122306912089698,0.00323597132228315,-0.00351677741855383,0.000292519951472059,-0.00614750431850553,0.000530674296896905
"17",0.0171593278646469,-0.000377137475879863,-0.00208329246379435,0.00511543545871973,-0.00283117452636361,0.0139945019036531,-0.000912152929231524,-0.00342704332433641,0.00425979075953364,0.000293686898658052
"18",0.0026145433075726,0.000522314279805869,-0.00149470078758895,0.00260155205614865,-0.00290155224502087,-0.00535749923437834,-0.00798399746417999,-0.00125422806013376,0.00346535979770124,-0.00328761502169073
"19",-0.000429157167673111,-0.00319806626066566,-0.00227341777645051,-4.55484996564337e-06,0.00236138794571161,0.00282466853968799,-0.000376158219296485,0.00206379219889641,-0.00330894510261714,0.0042896862141788
"20",0.00345934717915952,0.0011095218360424,0.00490336306393147,0.00308349379338324,0.00379482842981815,0.0045408857986331,-0.00448412029072642,-0.00640574423596263,-0.00526347989216447,-0.000682803161907941
"21",-0.00316495541483164,-0.000220813119085506,0.00141569005791098,-0.00381270959042013,0.00335770193487406,0.00292444345541298,-0.00109300680924207,0.00313565670512617,-0.00148473563604057,-0.00395625224336982
