"","IBM","JNJ","HPQ","PFE","AXP","KO","MRK","AA","MCD","BA"
"1",-0.0315851867198944,-0.00487941689789295,-0.00497572217136621,0.0062706763856113,-0.0239275507628918,-0.0015014618402347,-0.00208582286722958,-0.0318684317171574,-0.0123505620285869,-0.0104274014011025
"2",0.00733627937734127,0.000113693604362197,-0.00971489306539297,-0.00469300802797079,-0.0104180090129375,0.00151161244139075,-0.00229924358427525,-0.0551339499652386,0.00160325737670064,0.00456342846155167
"3",-0.00157528778072447,-0.00528840441256762,0.000680411932989955,0.00497301062569022,-0.0102065680548549,-0.011102351360023,-0.00614219484850764,0.05349300801754,0.00109541811980307,-0.0038353328127414
"4",0.00324737094342709,0.00653149280697107,0.00953239016234875,-0.00449258275330067,-0.00170344323851168,-0.00794187001883984,0.00285163568332791,0.0159932170063257,-0.00360624771565199,-0.0208523962646723
"5",0.0136139756068587,-0.0043723601847887,0.00197391072288156,-0.0138387000188231,-0.0216813255101442,-0.00278933928348124,0.00551914609968662,-0.0405752956867218,0.00402727164328098,-0.0125653985887766
"6",0.0153649589046836,-0.0053117829374969,-0.0095515763387084,-0.00737469317391515,0.00241959374397993,-0.00691394414752722,-0.0121792359277606,-0.00814263336360455,-0.00388937653042376,0.011831340380013
"7",0.00139301107265055,-0.00190630950964987,0.000258965854300186,-0.00152433943003416,0.0146717466413975,0.00310369697399437,-0.00371678429655731,0.00852348189800978,-0.00170731812249869,-0.0112025551497936
"8",-0.00484527880325913,-0.00820934865623713,0.00163937953766435,0.00434847082942724,0.0105597013607621,0.00402352632954717,-0.00100127793848515,0.00141605536919087,-0.00373484427109361,0.00762227363884449
"9",-0.0113801620900631,0.00282919709570706,0.00220150151289999,0.00235241954214871,-0.000533324375282973,0.00148841913323849,0.00776805030182004,-0.015340993180871,0.00140629417728633,0.000610718328971416
"10",-0.0141206569969654,-3.12230367853772e-05,-0.000226789736188948,-0.00399255519732833,-0.0330308601260185,-0.000304593413602561,-0.014828696846962,-0.0135947996750474,-0.002721534576267,0.0113645792007446
"11",-0.00452140159904957,0.000686970830429345,0.00188617664389312,-0.0020266710780561,-0.0139481853693724,-0.00406528310850263,-0.00527773145586252,-0.0156572461128235,0.00513075245544314,0.00408814568072557
"12",0.00331817497499287,0.00266103353351355,0.00652858195826411,-0.00866370461881161,0.0147533984854817,0.00330936932004988,0.0097175519913435,-0.000875377212651074,0.00259400880895555,0.00289567559957504
"13",0.00244662561453879,-0.00392910791561007,0.0042718667536974,0.0076309647411108,0.0227452740073204,0.00174762774258852,0.00375725398771465,0.00137566472403705,0.00314934691414237,0.00267566973343492
"14",-0.00262881722301245,0.00280120992101729,0.00709467381238937,-0.0100328177213669,0.00650105392560363,0.000314767356030643,-0.00654373457655311,0.0116916941478848,0.00198066863231361,-0.0026019299402833
"15",-0.00091435934882611,0.000877734273672104,0.00295079755596817,-0.00636386917904019,-0.00349390297196805,-0.00580676831305027,-0.00278476090170443,-0.0200488902628422,0.00288270832970738,-0.00246081268414855
"16",0.000109557106043212,0.00226692296564579,0.0040898728184402,-0.00942944828420877,0.00623102905228734,0.000909509661141783,0.00691484147682786,0.0134534612298012,0.00144515524152666,-0.00243529072031379
"17",0.000192371880984865,0.00314820883795619,0.0060538724064827,-0.0057742428034544,0.0299990195780993,0.00396494194865227,0.00937841273844242,0.0159885790199041,-0.000582717009820044,-0.012337607331574
"18",0.00714968470856547,0.0014560945564881,0.00431067356839776,-0.0100437849760056,0.000435177295003086,-0.00296319951303303,-0.0106292618438601,0.0107003431767225,0.000963500991929322,-0.00689877150580287
"19",0.00625046482309699,0.00324249686673284,0.00278990273363888,0.000364459672709927,-0.0176366977393627,-0.0054992837831378,0.00566923432052135,0.0123117035254836,0.00270207296125591,0.00540483510121703
"20",-0.00305056152865291,0.00150273798499256,0.00501092290505767,-0.00365873612463474,0.0050390837714076,0.00603676913306117,0.00855372752994299,0.00941120926290751,0.00488980067893863,0.0134978238493204
"21",-0.00702067604288459,-0.00171617662999779,0.00196503358893096,0.00100485561415553,0.0030173109844327,0.00312031526118517,0.00222883792594075,-0.00175746087916195,0.00798510573804379,0.00519265001639724
