"","JNJ","WMT","PG","CVX","CSCO","NKE","GS","VZ","MRK","KO"
"1",-0.00354168773628771,0.00747397774830461,0.000904405198525637,0.0111142629757524,0.00452552270144224,-0.0045905988663435,0.00289085600525141,0.00130545103456825,8.62841770867817e-05,0.00201748637482524
"2",-0.000892767391633242,0.00306232646107674,0.00321067962795496,-0.000960656150709838,-0.00920556671917439,0.00668227206915617,-0.00344655849039555,0.000691611203365028,0.00299913459457457,0.00261494447477162
"3",-0.00515531562268734,-0.00350467907264829,-0.00706999562680721,0.0110964346677065,0.00663823494687676,0.000122064309834968,0.0117913819849491,0.00299209333024919,0.0143584413453937,-0.00997989159077406
"4",0.0028938555624336,-0.0100919296965003,0.00301853124983609,0.00332475174218416,-0.00228429352864623,-0.00093109387671575,-0.00777243357151747,-0.00153056986164302,-0.00720228534191847,-0.000208392608328722
"5",0.00401351694017649,-0.0051385392434895,-0.00347769306972623,0.00981853529810905,0.00105863763019443,-0.00482243113219738,0.00560361659154296,0.00167359295301139,-0.00460173794999719,0.00158391322474927
"6",0.00297881616279483,-0.00685508502647281,0.0021006166934967,-0.00490025850012898,0.00312660774216056,-0.00136357708834112,-0.00166877522133291,0.0105834230780602,0.0206240974366665,-0.00385913136415184
"7",0.00290457135997713,-0.00342022627592087,-0.000855319784022868,0.00772116659209132,0.00217134761624038,0.00511562544852495,0.00300396769307554,-0.000372462178347632,-0.004223199095577,0.003136235056445
"8",-0.000376174197299406,0.00119326601270586,-0.000248350115725771,0.000579682411625981,0.00178463058546185,8.98293292266317e-05,0.0173570215702057,-0.000152941007399932,-0.00396094424650073,0.00513608101755381
"9",-0.00922867655754089,0.00243452144786716,-0.00175641675014049,0.00540517410263419,-0.00503486767411232,-0.0165095161646605,0.0110566895455122,0.00295724743045866,8.6028354417067e-05,0.00414656009525061
"10",-0.00176157336682081,0.0010960876243189,-0.00336979678831995,0.000722336873877794,-0.0077756573446095,-0.0189956706017256,0.0067401984706521,0.00174547638744116,0.00148272491060197,-0.0023757042363286
"11",-0.00108712003566325,-0.000227938318857923,-5.39462644155719e-06,-0.00134050170890987,-0.00555026205256581,-2.67988343694014e-05,-0.00666143652051687,-0.0056999116204679,-0.000721686636097729,-0.00406504608690739
"12",-0.00278034992516041,7.86809760029428e-05,-0.000313340307911858,-0.00261243525892496,-0.0015328808221966,-0.0039058409165591,0.0024622892960906,-0.00138172088190913,-0.00367604498751462,0.00186709396075457
"13",-0.000302236876450479,-0.00355552136898041,0.00583433220162988,-0.0148173682391644,-0.00612697890028358,-0.00999996066093445,-0.00847764499485493,-0.00405198242515326,-0.0118250166997313,-0.00374630303122103
"14",-0.000191267565242015,-0.0026853559538722,0.00180660572368652,-0.00497434474527836,-0.0026747053489089,0.00424340274184942,0.00480161560699344,0.00109361449722201,-0.00309523264877498,0.00388538581319153
"15",0.00492173992097378,0.000914578675292432,0.00145284493919462,-0.00543333822861314,-0.00277217570692301,0.00230812164954841,0.00624359119683504,0.000761309871450067,-0.00265012681484222,0.00276823388412595
"16",0.000888715730980039,0.00126039644237608,9.73829742179078e-07,-0.00789086241275072,-0.000119600881589577,0.00649828603491187,0.0165933314710855,-0.00157428393140435,0.00180278939660639,-0.00354061764664948
"17",0.00110726326238364,-0.00133114960044622,0.000691546068992466,-0.000884302891790867,0.00211472669616342,0.000200446505914442,0.011278267018497,0.000276908132946119,0.00594658404588699,0.00064956076676026
"18",-0.000303325679851696,0.000797115673776716,-0.000833937083370984,-0.00189743738155812,0.00617095362395048,-0.0103648547083139,0.00419868715107441,0.00305936438962817,0.00406799837946892,-0.000375097442883998
"19",0.00560990860685706,0.00196542264893651,0.00285397958941758,-0.00619865581393242,4.23265482822899e-05,-0.0135589521378279,0.00758574996143579,0.000576803518924862,0.00163389439694583,0.00309787201695144
"20",-0.00396039336919785,0.000933427014388144,0.00256269564852118,-0.00271187932230532,-0.000373527873307467,-0.00404866365715861,0.0071092676371336,-0.0054008262231946,0.00136866315733641,0.00374913890846074
"21",0.000412787776440382,-0.00176216475665569,0.0019704787991941,-0.00499522499740124,-0.00330593669787049,-0.00597770977765322,-0.00708593381568789,0.00126061437185854,-0.00245661474764347,0.00159411760978401
