"","PG","WMT","CAT","CVX","T","KO","MCD","HD","MRK","DIS"
"1",-0.00184028968214989,-0.0103796692565084,-0.00588285690173507,0.000259351509157568,0.00672146957367659,-0.00268338015303016,0.000485079508507624,0.00882800854742527,0.00129067245870829,0.000883829605299979
"2",-0.00548225222155452,0.00305098108947277,-0.00484512280672789,-0.0119221964851022,0.00122641690541059,-0.00304637080989778,-0.00304234051145613,0.00209197285585105,0.00689959758892655,0.00444494700059295
"3",-0.0069860341027379,0.000445768149802461,-0.00190822407603264,-0.00047284725587815,0.00378292356617749,-0.00512125948444009,0.0102309510111809,-0.000407678890042007,0.00476695969700813,0.00618260772898793
"4",0.00317961443215609,-0.00123888254165649,-0.00273295305669308,-0.0151063334196806,0.00138835189864039,-0.00119026529137045,-0.000117097210022621,0.00174973218236119,-0.0027889902703464,-0.00119891797658056
"5",0.00317273498512805,0.00192504900041968,-0.000959394150413573,-0.00760215148329735,0.0034002480097115,-0.00585193932056427,-0.000372152950149029,-0.00334977474994957,-5.35076069354545e-05,-0.00609569577500224
"6",0.00986316334456205,-0.00665813870728016,-0.00174332351889461,-0.00628968328237534,0.0035309074446559,0.00175711826886982,0.00103100342676044,0.00762786623090506,-0.00535978144034743,0.00154047587420791
"7",0.00160132301971316,0.00409061182290316,-0.000689008040353656,0.00161759648472071,0.0009592454880476,0.00131091300863773,-0.00408092560246587,0.00280681229196489,-0.00819041393697262,-0.00684018712490797
"8",-0.00344904558733106,0.000826903793495148,0.00094072928186506,0.00156577269081026,0.00262593780644238,0.00210768776014447,0.00588191626593471,0.00160486565437168,0.00360387237742543,0.00327930995263159
"9",-0.00217862823046744,-0.000921420520171523,-0.000309068389469758,-0.00273759150877595,-0.00662494264543056,0.00448449561372399,0.000205281321541406,0.000969493761658669,0.00390013633295894,0.00903621502220631
"10",-0.00438294047489762,0.00319519126787782,-0.0138298440724611,-0.00222479947842658,0.00276064802892506,0.00122511421795934,-0.00604173773899674,0.00105530605651438,0.00726115936413407,0.00319183710962534
"11",0.00362800690345466,-0.00823520962148905,-0.00315667525865138,0.00229163630865514,0.00148640782572329,-0.00348331034183502,-0.00413909694179893,0.00368102150969207,0.00723794801160693,0.00206374609842896
"12",8.04568917374127e-05,0.00350952474400401,-0.0088200643658638,-0.0023083568084985,-0.000231016383622773,-0.00401978194713593,-0.00121480401139706,0.00478540314361453,0.00630029523745179,-0.00445695500820875
"13",0.00552137941122055,-0.00124689703807235,-0.0062820534221828,0.00134194770362228,0.00166612083557993,-0.00162900460418314,0.0075680292211473,0.0064000035636127,-0.00223094248212874,-0.00503734219819307
"14",0.00226394669152796,0.000528467353433371,-0.00793585367500782,0.00626656133681536,0.00378768891096115,-0.0130123244598508,-0.00273290975019336,0.00943346414715052,0.00316223339177668,-0.00640253908932209
"15",-0.00565098924562335,0.00948400236666203,0.00162751111201942,0.0052516614086926,0.00263719283975661,-0.00266213319264352,0.000534303253516555,0.00715831713750958,0.00229793367907405,0.00145835604052991
"16",-0.00131599407177418,-0.00635341834276915,-0.00371586577966809,-0.000477386580314487,0.00089534284779802,0.0006259621004574,-0.000401397439418361,0.00690873898565769,-0.00486753275617957,-0.0025758221745491
"17",-0.00587918469682336,0.00181523244827986,-0.00371266901493073,-0.000373743852833286,0.00234591262415051,-0.000943303515668958,-0.00351107399910688,0.00786891300231218,-0.00605488941073418,-0.0028938592877239
"18",-0.000680732191540301,-0.000979355070739985,-0.0036886518355459,0.00183055724482983,-0.00217114691622555,0.0021078665740788,0.00561637431383133,0.00626317504793406,0.00834991876035929,-0.0037478965241462
"19",-0.000912412768229842,0.00151371280662715,-0.00125709048006684,0.00550427660346031,-0.00362678105011582,-0.00066966435406357,0.0038885164540261,0.000895490229595453,0.00510886684060097,0.00525804935023189
"20",0.00329530099406838,0.00445922138169408,-0.00212077959440649,-0.00575082097202539,-0.00287281023338437,0.00429710512980819,0.00367980101145804,-0.00222086976282299,0.00404630461707711,0.00200155493803322
"21",0.00203449791297317,-0.00675827357918024,0.00293038017116487,0.00204333104193211,-0.00799220707267523,0.000215324384043925,-0.00066941452678293,0.006824164185673,0.00886123534291983,-7.33122797100805e-05
