"","CVX","MCD","WMT","CSCO","PG","HD","NKE","BA","VZ","GS"
"1",0.00200629071332514,-0.00159129174426198,-0.00229013687931001,-0.00216364627704024,0.00277111446484923,-0.00732047716155648,-0.00733912782743573,-0.00377472070977092,-0.000657839002087712,0.00647903047502041
"2",0.0091341296210885,0.00326124881394207,8.7797252490418e-06,-0.00297587644308805,-0.000481359282275662,0.00431725196540356,-0.00358238513581455,-0.00179883069358766,-0.000933922827243805,-0.00371385226026177
"3",-0.006180081050843,0.00130180257838219,0.00770320231094956,-0.00233884062618017,0.00119108450599015,-0.00951744150370359,-0.00631397543475032,0.000116206050734036,0.00610677478834987,-0.0040602101944387
"4",0.00102361710742116,-0.00022327403712552,0.000487632205476984,-0.00080013443948701,0.00362003222107887,0.00390324019826949,-0.00152596109546721,0.00431800447404385,-0.000536618405021727,0.00329604814760387
"5",0.0105401938781142,0.00263293529860675,-0.00386784388683736,-0.0011403103126213,0.00130166148301214,-0.0082971379160881,-0.00376110337674618,0.00921999849379063,0.00316021149046719,0.00135216501075774
"6",0.00513402372598648,0.000937577802687883,-0.00022543479281012,-0.00158810883294791,-0.00209437613375485,0.000189477825188078,-0.00263017416000366,-0.00236082612536848,-0.00331168831326067,0.00305223651230335
"7",-0.0124600157141685,-0.00173967762384564,-0.0132792731747031,-0.00343558681197464,0.000755383458454162,-0.0126332323998213,0.000937832286581397,0.000148583349073306,-0.00187803385779262,0.0149849290028214
"8",0.000407025450840592,0.00542022194713354,0.0037909431848675,0.00183415319770575,0.000439849012764171,0.00561871426180005,-0.00403243862092495,0.00726363388821483,-0.00197493517771363,-0.00471717584878206
"9",0.00312185054644942,0.00146441534161568,-0.00238686962984502,0.00616514356806874,0.00259315455332398,-0.00982383545488119,0.00328808627091348,0.00190787517931312,0.00793785415589809,0.00541156250983477
"10",-0.000420134834712371,0.00169554376043379,-0.00237408792600036,0.000615599507000297,0.00254048337228596,0.00182636524550617,0.00104320456739515,0.00215092371217906,-0.00393789727240801,0.0164695661514997
"11",-0.000696416711434722,0.00322544295340776,0.00594615796580911,0.00742620369419456,0.000480485352454707,-0.00881609227508307,-0.00351266236975789,0.0057392418384552,-0.00291042448952794,-0.0020233376417309
"12",-0.0103704016655684,-0.0002470743493177,0.00708109233528376,0.000301717256661505,0.0039511532522738,0.00247111287899315,0.0320345498621464,0.00416800053790212,0.00142876280006021,0.00374811491928995
"13",0.00449176318943501,0.00668724626302719,-0.00505082309246063,0.00278128008358181,-0.00230381265282631,-0.0129748433828354,-0.00347238522954285,0.000515409919898957,0.0031605523545295,0.00162248325068504
"14",-0.00491371843963861,0.00135877635329962,0.00133326905779541,0.000168263868545182,0.00133389874827117,0.00407589413225651,-0.00809483043849468,0.000917589291930199,-0.000470760249299929,0.00102964614052325
"15",-0.00971427280455828,-3.51164053427055e-05,0.000800651439931244,0.00393321923911572,0.00266819540411234,-0.00522418413311243,0.0209441110491753,0.0035779548343271,0.00296980445273221,0.00652702990919352
"16",0.00447215186432004,-0.00237722392193973,-0.0040057129226625,-0.00308136478997767,0.00144927005749196,-0.00188790366519243,0.00311992038041353,0.00772267812862992,0.00146463490091264,0.00179978588130325
"17",0.0110835153609514,0.00152154779061675,0.00463615264743567,0.00606932304799557,0.00286616384983063,-0.00609931349754333,-0.00770583422854543,0.00302693550474942,0.00249002012424171,0.000523569178767502
"18",-0.00399844069033861,0.010170103982091,0.004764290060848,7.94988663983531e-05,0.00324897957034409,0.00603889208287001,-0.000282024528132752,-0.00145062396768481,-0.00589344324544072,0.0125668263062835
"19",0.00345236319117248,-0.00101967307273299,-0.000531675410456955,0.00167842057999223,0.00245327595621347,-0.0078058885410428,-0.0139845944941044,0.00145260326098651,0.00688788946717978,-0.00163256865926087
"20",0.00737369805574417,6.76692579872906e-05,0.00057468144223094,-0.00139823835343122,0.00259860279038548,0.00300421286374331,0.00176411133725196,0.00120020762551576,-0.00307326600886881,0.00195141858421266
"21",-0.00440734531730413,0.00426958920434117,0.000423992431024089,0.00362242804840207,0.00214349874295294,-0.00474445568397641,-1.83903703145916e-05,0.00263348850421607,0.00398627808317542,0.0104546183720231
