"","PFE","PG","CVX","JNJ","HPQ","AA","HD","MRK","BA","AXP"
"1",-0.00459323404356837,0.000430189538747072,-0.00224078679457307,0.00187003437895328,-0.0118963802233338,-0.0255269575864077,-0.0163947101682425,0.00732958922162652,-0.0111990831792355,-0.017803555354476
"2",0.000754780601710081,-0.0069818408228457,0.00233381567522883,0.00334027083590627,0.00432521570473909,-0.0157419834285975,-0.0123407654464245,0.00682532927021384,0.00729382084682584,0.00793272070586681
"3",-0.00530922412872314,-0.00568316830322146,-0.00615527713671327,0.00164885830599815,0.00179607607424259,-0.00781729351729155,-0.00567780761048198,-0.000788113917224109,0.00723070139065385,-0.00167441484518349
"4",3.18923025588447e-06,0.00216133403591812,-0.00218180101364851,0.0012544299243018,-0.00148981146048754,0.00905411317944527,0.00378546910360456,-0.0210777521133423,0.0131083047017455,-0.0256955437362194
"5",-0.00416737981140614,-0.00340257468633354,0.00159586104564369,-0.000515099964104593,0.0107197174802423,0.00945008080452681,-0.00396494008600712,0.010694426484406,0.0311636943370104,-0.00980582553893328
"6",-0.00526639353483915,-0.00100628554355353,0.00308463792316616,-0.00465570436790586,0.00773810688406229,0.0011457446962595,0.000145563506521285,-0.0125520145520568,-0.00317758531309664,0.00238982937298715
"7",-0.00137098680716008,-0.00388639536686242,-0.00417771749198437,-0.00115222309250385,-0.00182772823609412,0.00841249991208315,0.00367997493594885,-0.00105607451405376,0.00312250200659037,-0.00306658120825887
"8",-0.00563255604356527,-0.00934341084212065,-0.00136886432301253,0.00375025207176805,0.00925633683800697,-0.0177805088460445,0.000925582775380462,-0.00670093158259988,-0.00437025399878621,-0.00887927319854498
"9",0.00015592660929542,-0.0023371665738523,-0.00554683059453964,-0.00100071204360574,-0.00590174272656441,-0.0116241434589028,0.00233593280427158,-0.004021973349154,0.000322646257700399,0.00619399966672063
"10",-0.00148653180804104,-0.00189257552847266,0.00548671185970306,-0.000568675110116601,0.00422039953991771,0.00213413941673934,0.00865273270756006,0.0283964108675718,-0.00653308629989624,-0.000515275285579264
"11",-0.0104633504524827,0.00127828796394169,-1.31448405227275e-05,0.000809136079624295,0.00375129049643874,-0.00225527747534215,0.0185421723872423,0.00780434487387538,-0.00281425705179572,-0.000327327667037025
"12",-0.00161553325597197,-0.00312637793831527,-0.00262387469410896,-0.00281837675720453,0.000597139354795218,-0.00254264543764293,-0.000533666054252535,0.00625857012346387,0.00810983870178461,0.018367962911725
"13",0.00554777076467872,-0.00695130135864019,-0.00519180810078979,-0.000397244351916015,-0.00308068213053048,0.0091752652078867,-0.00388359441421926,0.00183834705967456,0.0107800913974643,-0.00983263365924358
"14",-0.00371241988614202,-0.00168319302611053,-0.00779714994132519,-0.00176389620173723,0.00228383671492338,0.00515104876831174,-0.0111862299963832,-0.00795741844922304,0.00311050610616803,-0.0127593176439404
"15",0.00414528325200081,-0.00147327058948576,-0.00247012823820114,0.0027000408153981,-0.00382799981161952,-0.00280710402876139,0.00375114241614938,0.00874306820333004,0.0013349229702726,0.00374545040540397
"16",-0.0062433579005301,-0.00715835671871901,0.00120272545609623,0.000344392959959805,-0.00154886243399233,0.0126751968637109,-0.0053006736561656,-0.00414529023692012,-0.0094776563346386,-0.000362557213520631
"17",0.00691644102334976,-0.00209127040579915,-0.00669693341478705,-0.000132688102894463,0.000203958479687572,-0.00685127917677164,-0.0116216130554676,0.00614277925342321,-0.00182926876004785,0.00634744018316269
"18",-0.00158576411195099,-0.0081165311858058,-0.00506232865154743,-0.000500055146403611,-0.00693909451365471,-0.000805873889476061,-0.00523315742611885,-0.013354011811316,0.00556194130331278,0.0031465154606849
"19",-0.00654076924547553,-0.0134698087349534,-0.00634764740243554,-0.00372993503697217,-0.000187834099051543,0.0185193866491318,-0.00455390196293592,0.00595105485990644,0.00217193923890591,-0.010617321357131
"20",-0.00929537136107683,-0.00773245841264725,-0.00180476589594036,0.00261160382069647,0.00645865174010396,0.00543842557817698,0.000494568783324212,-0.00134251557756215,0.00199210876598954,-0.0112603669986129
"21",-0.00636144727468491,-0.00789419747889042,-0.00340211996808648,-0.00117871165275574,-0.00417901203036308,-0.00406195409595966,-0.00617042696103454,0.00184631173033267,0.00361853977665305,2.81463217106648e-05
