"","WMT","JNJ","PG","CVX","CAT","KO","AXP","MRK","DIS","MCD"
"1",0.00170783617068082,-0.00314312241971493,-0.000200274356757291,0.000119109652587213,0.00257145520299673,0.00255852076224983,-0.00718943309038877,-0.000752521096728742,0.000252246623858809,-0.00300838169641793
"2",0.00100122450385243,0.00461659859865904,0.00206500920467079,0.0135677019134164,0.0164233576506376,0.00168209814000875,-0.0011693398701027,0.0022663869895041,0.000956772943027318,-0.00192640023306012
"3",0.00334531208500266,0.00626457901671529,-0.00256483326666057,0.00466313073411584,0.00418939534574747,0.00328404293395579,-0.0121044488623738,0.00484586553648114,0.0056806905195117,-0.00455513224005699
"4",0.000531191530171782,-0.000748599763028324,-0.00554786622524261,-0.00414263783022761,-0.00489333039149642,0.00282304990105331,-0.0105094639584422,-0.0101257292553782,-0.00204950454644859,-0.000570208416320384
"5",-0.000303361826809123,-0.000513550825417042,-0.0136302448809147,0.00526202982291579,0.0022400519810617,0.000234132006880827,-0.0120906429365277,0.00169109692797065,0.00545158423483372,-0.00165153515990824
"6",0.00488637434318662,-0.000713132903911173,-0.00591011578217149,-0.000215895037399605,0.00803013518452644,0.00142236810643226,-0.00712568545714021,-0.00413376372307539,0.00863523408770561,0.00102949026040733
"7",-0.0048847277648747,-0.000510560697875917,0.000270998105406761,0.00183357927016914,0.00486979307606816,0.000183655705768615,-0.00382988015189767,0.00283420667983592,0.014176900498569,-0.00248325965367258
"8",-0.0034563085064292,0.000757677538786083,-0.00212084618397057,-0.00406478671357036,0.00334998965263367,0.00279420451261103,-0.00272770947776735,0.00471190828830004,0.00893350504338741,0.00183731003198773
"9",-0.00125152315013111,0.00146518787369132,0.00277640693821013,0.00659188209101558,0.0108760790899396,0.00059080240316689,0.0144532285630703,0.000329948408761993,-0.00664847856387496,-0.00679009407758713
"10",-0.000178277798113413,0.00016995360783767,0.00485466187819839,-0.00112545781303197,0.000880239182151854,-0.000234409686527215,0.00417824648320675,-0.000233226543059573,-0.000625813263468444,-0.000343100080499426
"11",0.000480981863802299,0.00308942468836904,0.00210090121254325,0.00201771454885602,0.000390744709875435,-0.00463971262797713,0.00191333761904389,0.00255450955592096,-0.00546086905524135,-0.000559371314011514
"12",0.0039372188039124,0.00146573956590146,-1.11137410385709e-06,-0.00288374465890229,0.00622813822701573,0.0023956869263202,0.0136489691212773,0.00241831550374627,-0.00487383967265487,-0.000634526542853564
"13",0.00201905192807317,-0.000395790964830667,0.0012174203293398,0.00535880168899894,0.00970696378499269,0.0011833265889436,0.00826783198863268,0.00156364310532808,0.00527646159753203,-0.000634970201645046
"14",-0.00200783344916999,-0.000304356042761356,0.00169371976517141,-0.00484917778521776,-0.0101455859839916,0.00251219514757395,0.00321984430775046,0.0035734532866627,0.00720418617129326,-0.000620214850641787
"15",-0.00214788154698908,-0.0019637334626168,0.00350991543382406,0.00698154745623469,-0.0041955728083849,-0.000196111053810455,0.00493922596797347,0.00483015505596995,0.00892644748091698,-0.00668349163606763
"16",-0.001273701665923,0.00407666014507413,-0.00170253810938448,0.00681404862552881,0.00405257754027843,0.00344883557409048,0.00874139554798603,-0.00124750111717731,0.0102326441556215,0.00331497611477971
"17",8.55758771649562e-05,0.000481871305964887,0.00266519258730114,-0.00426529627293348,-0.00205613789148629,0.00113004830200225,-0.0103339208289981,0.00421444326639175,0.00185185298323631,-0.00474250828847289
"18",-0.00159827584866434,-0.000179419919732027,-0.000920325866900384,-0.00962302181869745,0.00233308365568519,0.00433719297870994,-0.0102785378694534,-0.00379692413844168,0.0024562100879848,0.000218751607462764
"19",-0.0014833522727713,-0.000673498667310923,0.00257011339999735,0.00775439571589231,-0.00170332938432693,0.00293289171531796,0.00125710526481271,-0.004226746968925,0.0028402756433934,-0.00313176051713526
"20",0.000731337408069521,-0.00188083911780268,0.00358323287218809,-0.00415243953466415,0.00666457135230303,0.00204164930619299,-0.00702604139223695,-0.00160120893269777,-0.00521327555179596,0.00378460646606982
"21",-0.00509351259097457,0.00213496899232268,0.00181306304875761,-0.000216147789615206,-0.0032963533885777,0.00159466359764338,-0.0103619555011392,0.000177567519131117,0.000604173925239593,-0.00391433294862509
