"","CVX","HPQ","PFE","PG","JNJ","AA","BA","HD","MRK","AXP"
"1",-0.0137807540595531,-0.00659422250464559,0.00708008091896772,0.000150393447256647,0.010050936602056,0.00717547303065658,-0.0127380676567554,0.00793264620006084,-0.00292554777115583,0.00809558108448982
"2",-0.0104171456769109,0.00419570412486792,0.00255613285116851,-0.00192789861466736,0.000168087179190479,0.00103672628756613,0.00380661245435476,0.00234046694822609,0.00363816157914698,-0.0138961691409349
"3",0.0113158524036407,0.0110843479633331,0.0104649914428592,0.00867929309606552,0.0014616969274357,-0.00974341202527285,0.00715960841625929,0.026869235560298,0.00259855878539383,0.00427754363045096
"4",-0.0114573426544666,0.000284760812064633,-0.00242608925327659,-0.00621053297072649,-0.00399173051118851,0.00920034945011139,0.00278488569892943,0.00574435666203499,-0.117757685482502,-0.00531684653833508
"5",0.00921506341546774,-0.00135729624889791,-0.00652301032096148,-0.00481002358719707,0.00149563874583691,0.00277120107784867,0.0101370345801115,0.0015883146552369,0.00909455679357052,-0.0044751251116395
"6",-0.00709145003929734,-0.00479554105550051,-0.00779164209961891,-0.000717977120075375,0.00271862675435841,0.00177197705488652,0.0211934242397547,0.00809681601822376,-0.0267587266862392,-0.00936541240662336
"7",0.00218325620517135,-0.00232196901924908,-0.0103961247950792,0.00280382321216166,0.00126144243404269,-0.000216218802961521,0.013890883885324,-0.0117535088211298,0.0115890288725495,-0.0118237799033523
"8",-0.00487196212634444,0.00293946219608188,-0.00284284143708646,0.00169674505013973,0.00475700665265322,0.00147142726927996,-0.000453268265118822,0.00124989065807313,0.0054825278930366,0.00044588401215151
"9",0.000167192483786494,-0.0086796972900629,-0.00273242313414812,-0.00778895802795887,0.00122808292508125,-0.00622936524450779,0.000295760604785755,-0.0115431351587176,0.00539140962064266,-0.00266230432316661
"10",-0.0109193846583366,-0.00979539286345243,-0.00588683923706412,-0.00409140810370445,-0.00551265757530928,0.00549770472571254,-0.00237017450854182,-0.0180201586335897,0.00689063966274261,0.0223900470882654
"11",-0.00193395314272493,0.0109355840831995,-0.00483924942091107,-0.0024172835983336,-0.00124505802523345,0.00653950637206435,0.00106326129753143,-0.00790927652269602,-0.00125352258328348,-0.00464706588536501
"12",-0.0053331907838583,-0.00784971937537193,-0.00188220362178981,-0.00170853559393436,0.000655229610856622,0.00719148572534323,0.00401169899851084,-0.00755943497642875,-0.00291159166954458,-0.0124647254124284
"13",0.00406385632231832,-0.00250056316144764,-0.00133036647457629,-0.00271145813167095,-0.00358071364462376,-0.000601882522460073,0.00818699412047863,-0.012830794788897,0.0024975654669106,-0.00189266900997609
"14",-0.00479272473603487,-0.00734603824093938,-0.00524038122966886,-0.00317945424467325,0.000904484826605767,0.011749628931284,0.00486526312306523,-0.0130513105541468,-0.00306857191026211,0.00540302600711584
"15",0.00622064201161265,-0.00231034262105823,-0.0044719991274178,-0.00586919626221061,-0.00309404102154076,-0.00116898340638727,0.00192880386020988,0.00373511761426926,0.0137827293947339,-0.00149969244375825
"16",-0.00631420873105526,0.00579067366197705,-0.00026181255816482,-0.0055774818174541,0.00408108392730355,0.00754375057294965,0.00563486386090517,-0.00570338359102607,-0.00612363964319229,0.00300745246931911
"17",-0.00351110519841313,-0.00644018081948161,-0.00526550365611911,-0.00977306999266148,-0.00418192381039262,0.00614480767399073,0.00191663112491369,-0.0034770721103996,0.00811115186661482,-0.00388483749702573
"18",-0.00462666060775518,0.00252981996163726,-0.00393236894160509,-0.00189729686826468,0.00264873215928674,0.0105115212500095,0.00774784944951534,0.00416520377621055,0.00558884209021926,0.00649639684706926
"19",-0.0111435083672404,0.00962236430495977,-0.00336167914792895,0.000706811377312988,0.00155883759725839,-0.00830979738384485,0.00955879036337137,-0.0029568038880825,0.00576116144657135,-0.00289644114673138
"20",2.55019290307246e-06,0.00290259951725602,-0.00511334603652358,-0.00621163146570325,0.000584535533562303,0.00597100704908371,0.00532866409048438,-0.00812431145459414,0.00377181894145906,-0.00306304357945919
"21",-9.11470942810411e-06,0.00145410466939211,-0.00865025818347931,-0.00614769663661718,-0.00116688013076782,-0.00678837299346924,0.00963329058140516,0.00887425802648067,-0.0023787459358573,-0.00823644641786814
