"","JNJ","UNH","PG","CSCO","CVX","VZ","NKE","GS","KO","MRK"
"1",-0.00439493311569095,0.00339686730876565,0.0035912343300879,-0.00195776694454253,0.0142137641087174,0.00345981935970485,-0.00292028835974634,0.00166457961313426,0.00637351535260677,-0.00216128770262003
"2",-7.5066156568937e-05,0.00458925450220704,-0.000618956808466464,-0.00832750461995602,-0.00895715318620205,0.00727141881361604,0.00248887622728944,-0.00337206572294235,0.00122633436694741,-0.000186134740943089
"3",0.00195947592146695,-0.00306973303668201,0.000416030787164345,0.000222919930820353,-0.00359488930553198,-0.0067823389545083,-0.0015483571914956,-0.00281224399805069,-0.000472615240141749,-0.00416419096291065
"4",0.00374906789511442,0.00149021227844059,-0.0197570975869894,0.00865463446825743,-0.00549579737707973,-0.00366071192547679,-0.00900078285485506,-0.00231802836060524,0.00961337424814701,-0.00732808699831367
"5",0.00114643317647278,0.00528585445135832,0.0047259503044188,-0.000725110410712659,0.00310081127099693,-0.00216606189496815,-0.0153365163132548,-0.0059992684982717,0.000111196415673476,0.00607118802145123
"6",0.000180519229616039,-0.00172158807981759,-0.0040898765437305,-0.00348286842927337,-0.00237509957514703,0.0115447239950299,-0.00426824064925313,-0.00472060777246952,0.00150809704791754,0.000514596293214709
"7",0.00115504732821137,0.00884903036057949,0.00603341218084097,0.00326490262523293,-0.00989161152392626,-0.00102239998523146,0.00203650817275047,0.000866283953655511,-0.00868588406592607,-0.00119635963346809
"8",0.00240826490335166,0.00081162218702957,0.00730909965932369,-0.00399555312469602,0.00511746620759368,-0.00187361112330109,0.00278315087780356,-0.00811121892184019,0.00409300718456507,-0.0101617295295
"9",-0.00269201979972422,0.00281311315484345,-0.00662249000743032,0.00204906589351594,-0.00436523882672191,0.0025968465488404,-0.0011376264737919,-0.00774859543889761,0.0020257611759007,0.00329558877274394
"10",-0.00147714861668646,-0.00128699699416757,0.00774094415828586,-0.00628348393365741,-0.0010337398853153,0.00446532992646098,-0.00129914039280266,-0.00154726742766798,0.00233383500017226,-0.013138635084033
"11",-0.00176188128534704,-0.00521390605717897,-0.0105905411764979,0.000659601646475494,0.00294163799844682,-4.42765740444884e-05,0.0174972433596849,-0.00247911899350584,0.00185229280032218,-0.000446604652097449
"12",0.000101476209238172,-0.00201766309328377,0.000877691782079637,0.00472375983372331,0.00704355584457517,-0.00445380201563239,0.00259897671639919,-0.00283289747312665,0.00495084701105952,-0.00333514832891524
"13",-0.000988774816505611,0.000278904801234603,-0.00369746400974691,0.00429525598883629,0.00191888643894345,-0.00206415494903922,0.000169999068020843,-0.00676949368789792,0.00712385307997465,-4.09611857321579e-05
"14",-0.00227567902766168,-5.37748856004328e-05,0.00828899350017309,-0.00603865599259734,-0.00876060035079718,-0.00260850903578103,-0.0118998102843761,-0.000972524809185416,-3.22034211421851e-05,0.000970341206993908
"15",0.000608308706432581,-0.00517458189278841,-0.00190038839355111,-0.00128233071882278,0.00241533829830587,0.00212826067581773,-0.000757340341806412,-0.000846878567244858,0.00221942248754203,0.000764372991397977
"16",0.00616346579045057,-0.000820167362689972,0.0022805577609688,-0.00298464950174093,0.0087696248665452,-0.00213138363324106,-0.00832633581012487,-0.00630338722839952,0.00519039994105697,0.00309506058692932
"17",0.00580610614269972,-0.00016250554472208,0.000787728233262897,0.00149475282523781,-0.00592720042914152,0.00334833166562021,0.00537248374894261,-0.00708129908889532,0.00331805855967104,0.00171026529278606
"18",-0.000110759341623634,-0.00106031342875212,-0.0024062201846391,-0.00932103022933006,0.00899677723646164,-0.00179444521199912,0.0116753075271845,0.00293674785643816,0.00808684434741735,-0.00207475619390607
"19",0.00120321835856885,-0.00374821969307959,0.00248075393028557,-0.00923633482307196,-0.00192582653835416,0.000455675588455051,0.0184418335556984,0.00109371123835444,-0.0116639835759997,-0.00280646956525743
"20",0.00413551507517695,-0.00471559446305037,0.000266903050942346,-0.00539362384006381,-0.00154958933126181,-0.00100682361517102,-0.00321111408993602,-0.00398277258500457,-0.00172368786297739,0.00157113408204168
"21",0.00143179600127041,0.00168280478101224,0.00727159390226007,0.00616727164015174,-0.00461499905213714,0.0015278565697372,0.00131305842660367,-0.00197453261353076,0.00168354786001146,0.000514925282914191
