"","HD","UNH","CSCO","PG","CVX","VZ","KO","NKE","GS","MRK"
"1",0.00529642216861248,0.00713080214336514,0.00452794320881367,0.00738220242783427,-0.00420517334714532,0.00601970171555877,0.00251074181869626,-0.00278200581669807,0.005283422768116,-0.0146209551021457
"2",0.00675998302176595,0.00553070893511176,-0.00909054465591908,0.00549630168825388,-0.00112426734995097,-0.00447343708947301,-0.0107850786298513,-0.00855721533298492,-0.00422582076862454,0.00627802684903145
"3",5.04931485920679e-05,-0.00381362880580127,0.0177819803357124,-0.000403021171223372,-0.00293449172750115,0.00373007194139063,0.010658485814929,-0.0154668278992176,-0.00156018510460854,-0.00100378238130361
"4",0.00145621318370104,-0.00400363234803081,0.00329556292854249,-0.00963589828461409,-0.00521679548546672,-0.00205818912945688,-0.0159869957715273,0.00223606661893427,-0.0126782590523362,-0.000305859546642751
"5",0.00625967513769865,-0.00682099489495158,-0.0017956867814064,-0.00167506036814302,-0.0116780968382955,-0.0045622824691236,0.011737740598619,0.0118405278772116,0.00660996232181787,-0.00176844431553036
"6",0.00494132284075022,0.013000457547605,-0.00696253124624491,-0.00270052440464497,0.00432718172669411,-0.00105577381327748,-0.00447442242875695,0.0130033222958446,-0.00403687637299299,-0.00445789750665426
"7",-0.00640906859189272,0.00295551237650216,0.0057632103562355,-0.010450785048306,-0.030365813523531,0.00191020767670125,5.7716948504094e-05,-0.00598706630989909,-0.00413980288431048,0.000224766117753461
"8",-0.00331078516319394,-0.00971854757517576,0.0130992224439979,-0.00287075736559927,0.00172390241641551,-0.00176693848334253,0.00614414643496275,-0.00684113567695022,-0.00174577173311263,-0.00283586676232517
"9",0.00347735336981714,0.0144691858440638,2.63817537415889e-06,-0.00578673090785742,-0.00578836956992745,0.000810417754109949,0.00414085760712624,0.00505276257172227,-0.00262767262756824,-0.00513272872194648
"10",-0.00317680742591619,-0.000263008667388931,-0.00893883407115936,0.0017838078783825,-0.0052656945772469,-0.000228984048590064,-0.000621181272435933,-0.00181603257078677,0.00460781808942556,-0.00215228600427508
"11",-0.000159578368766233,0.0020639537833631,0.00167296908330172,0.000987939885817468,0.00186002522241324,0.00140688032843173,-0.00520699005573988,-0.0049904827028513,-0.000873761833645403,-0.000689205364324152
"12",0.00230645341798663,0.00715693132951856,-0.00324079673737288,-0.00395225081592798,0.00583066651597619,-0.00044435472227633,0.0023785661906004,0.000454271037597209,0.0112218046560884,0.00443282769992948
"13",7.22011245670728e-05,0.00108285062015057,-0.000312915799440816,0.00427565118297935,7.3754956247285e-05,-0.00221647601574659,0.0157579910010099,0.00166116515174508,-0.000254962214967236,-8.31866927910596e-05
"14",-0.000745800381992012,-0.00488456664606929,-0.00399149069562554,0.00190266605932266,0.00561229744926095,0.00384969776496291,-0.000952663249336183,0.00457287207245827,0.00397272640839219,-0.000231857658945955
"15",0.00488591799512506,-0.000261108536506072,-0.00139813625719398,-0.010204098187387,-0.00504423584789038,-0.00140035280492157,0.0113450521603227,0.000149010767927393,0.0108391614630818,-0.00236794445663691
"16",0.0075045800767839,0.00205794861540198,-0.00585520174354315,-0.00272567104548216,0.00482497038319707,0.00222294009290636,0.000445427314843982,-0.00417865812778473,0.00423642247915268,0.00273955287411809
"17",-0.00222357688471675,-0.0087655009701848,-0.00311630638316274,-0.00833579618483782,0.00418671825900674,0.00255929445847869,-0.000276460807071999,-0.00259551894851029,0.000914904056116939,0.00347463134676218
"18",0.00551382591947913,0.00471477909013629,-0.00312279793433845,0.00493819732218981,0.00889004115015268,0.000582191569264978,0.00746465660631657,-0.000919304031413049,0.00681963888928294,0.00175882538314909
"19",0.00250600534491241,-0.00693493522703648,-0.0114114582538605,-0.0068078632466495,0.00365640479139984,0.00150649680290371,-0.00656735384836793,0.0122407833114266,0.00219093216583133,0.0063610365614295
"20",-0.0106479935348034,0.00572327105328441,-0.0107832448557019,-0.00122886977624148,0.00974705163389444,-0.000308210437651724,0.00720492145046592,-0.00133006682153791,-0.00106997648254037,0.00636808387935162
"21",0.000685456790961325,0.00671742437407374,-0.00650940183550119,0.00354118645191193,0.006989651825279,-0.00322037260048091,-0.00255053304135799,0.00118917680811137,0.00705155171453953,-0.000903905427549034
