"","JPM","AIG","HD","PG","MRK","DIS","CAT","BA","AA","AXP"
"1",0.00557257235050201,0.00321382703259587,-0.00161231472156942,0.0021788056474179,0.0236460939049721,0.00814174767583609,-0.000612357805948704,-0.0146585265174508,0.00662320014089346,-0.000333012256305665
"2",-0.00200262316502631,0.000417050905525684,-0.00106390868313611,0.00425349874421954,-0.00695657916367054,-0.0017295692814514,0.00562290893867612,-0.00565851619467139,-0.00185340305324644,-0.000596947793383151
"3",-0.0125454049557447,0.00470015639439225,-0.000907606794498861,-0.00109412265010178,-0.000230925899813883,0.00353959971107543,-0.000306763540720567,0.00321691646240652,-0.0182385519146919,-0.0052157212048769
"4",0.00293278484605253,0.00054956425447017,0.0032547740265727,0.00132476049475372,-0.00293281092308462,-0.00286534777842462,-0.000893666001502424,0.000599914113990963,-0.00996815506368876,-0.00163724680896848
"5",-0.00620800768956542,0.00151485274545848,-0.00570385670289397,0.00195156072732061,-0.00865045003592968,0.000806332041975111,-0.00045466746087186,0.00013407928054221,0.0017305773217231,-0.00426337914541364
"6",0.0017414732137695,-0.00466698361560702,-0.00512789655476809,0.000980048440396786,-0.00520173646509647,0.000320538791129366,0.000113765825517476,-0.00468295253813267,0.00780537910759449,-0.00235312059521675
"7",0.00961701199412346,-0.0032666779588908,-0.00987350288778543,-0.000455142842838541,0.00878372695297003,0.00542290881276131,0.00238456227816641,-0.0018950467929244,0.00326338945887983,-0.00677715288475156
"8",-0.00407707039266825,-0.00320773269049823,-0.00687270751222968,0.000815751554910094,-0.00191166228614748,0.00323846936225891,-0.00264262780547142,-0.011169383302331,0.00839670188724995,-0.000123561461805366
"9",-0.0030463975854218,-0.00439373729750514,-0.00218888861127198,-0.000416137831052765,-0.00432085059583187,-0.00385492504574358,-0.00075251137604937,2.78930474451045e-05,0.00342073640786111,0.0045710583217442
"10",0.00780389830470085,0.00101383018773049,-0.002947305329144,-0.000996153801679611,0.00510963005945086,0.0023172665387392,0.000903605250641704,0.0039490070194006,-0.0207313299179077,0.000190480423043482
"11",0.000746352830901742,-0.00290649873204529,-0.0061404025182128,-0.00556627474725246,-0.00343914842233062,-0.00196807645261288,0.00333371851593256,0.0027034233789891,-0.00726151606068015,-0.00123658881057054
"12",0.000786548713222146,-0.000876347243320197,-0.00201306841336191,-0.00169947557151318,-0.0162944253534079,-0.000265511189354584,-5.66476273888838e-06,-0.00441579660400748,0.00888493470847607,-0.000818346394225955
"13",-0.00412772130221128,0.000181413706741296,-0.00474840681999922,0.00170244264882058,0.00104567606467754,0.00208244635723531,-0.00245494931004941,-0.00688356254249811,0.00389864086173475,0.00185746315401047
"14",-0.00168998271692544,-0.00035425994428806,-0.00499998079612851,0.00194834975991398,0.00137201324105263,0.00361747364513576,-0.000289871037239209,-0.00126776192337275,0.00289295637048781,-0.000235185099882074
"15",-0.00525641860440373,-0.00139630143530667,0.00260343914851546,0.000824584276415408,0.00484836474061012,-0.00211726175621152,-0.00100294838193804,0.00540827214717865,0.00980026088654995,-0.0022823684848845
"16",-0.0026671146042645,0.000423711782786995,-0.00903970841318369,0.00120328494813293,-0.00281231664121151,-0.00032532648765482,0.00391728477552533,-0.00292981811799109,-0.00184351357165724,0.00301913660950959
"17",0.00258982717059553,0.00190506514627486,-0.00746107194572687,8.67526832735166e-05,-0.000427325605414808,0.0013139967340976,0.00116548931691796,-0.00320632429793477,-0.0140891075134277,0.0057756993919611
"18",-0.00287979305721819,-0.00248558702878654,-0.00431562168523669,-0.00507912365719676,0.0109456749632955,0.00326036056503654,-0.00516775250434875,-0.00108735228423029,-0.0045891716144979,0.0042181215249002
"19",0.000548979500308633,0.000299197679851204,-0.00527728023007512,-0.000752203864976764,0.00666521769016981,-0.000517969019711018,-0.00419039279222488,-0.00212120194919407,0.00370896584354341,0.00204998906701803
"20",-0.00128648150712252,-0.000433435721788555,-0.0074934046715498,-0.00304942694492638,-0.00988647434860468,0.000390089466236532,0.000986091792583466,-0.0046152276918292,0.0019708841573447,0.000882195367012173
"21",-0.000952420989051461,0.000734643661417067,-0.00565855577588081,-0.00341103854589164,-0.00446443911641836,-0.000355075986590236,0.00261522154323757,-0.000971238303463906,0.0018723972607404,0.00596498604863882
