"","CSCO","V","PG","MCD","WMT","VZ","BA","MRK","HD","IBM"
"1",-0.00278122629970312,0.00674371514469385,0.00412003137171268,0.00485295010730624,-0.0496217831969261,0.00951413530856371,0.0101395910605788,-0.00208166311495006,-0.010799165815115,-0.00774857960641384
"2",-0.000289745687041432,0.00770089589059353,-0.00189031066838652,-0.0036752987653017,-0.000642164959572256,-0.00382183934561908,0.00178350636269897,0.0116492323577404,-0.00485831080004573,-0.00313816149719059
"3",-0.0068161953240633,0.00462270528078079,0.00321452412754297,-0.00159208464901894,0.000664234044961631,-0.00292704487219453,-0.00196964130736887,0.000474763801321387,0.00645203609019518,0.00371809140779078
"4",-0.00256024347618222,-0.00377985136583447,-0.0022039944306016,0.0028453569393605,0.00632258551195264,0.00244222884066403,-0.00298934290185571,0.0030691004358232,0.00147653301246464,0.00282181077636778
"5",-0.000388280604965985,-0.0021557982545346,-0.0052234367467463,-0.00318157440051436,-0.0105426162481308,-0.00307202734984457,0.0071575460024178,-0.00562170520424843,-0.00800915341824293,-0.0054589007049799
"6",0.011454246006906,-0.00576215703040361,-0.00345520069822669,0.00135903852060437,0.00320806261152029,5.37818887096364e-05,0.0021029319614172,-0.000248996104346588,-0.00852723512798548,-0.00458765868097544
"7",-0.00286826305091381,-0.0131942415609956,0.00120576634071767,-0.0024173641577363,0.0018539282027632,-0.00115799065679312,-0.00207107770256698,-0.00093159347306937,0.00780356954783201,-0.00844823382794857
"8",-0.0077379965223372,0.00121174240484834,0.00137260125484318,-0.0042687738314271,-0.00693849800154567,-0.0106742028146982,-3.30448892782442e-05,-0.00333533436059952,0.006425557192415,0.00407799193635583
"9",-0.00524258892983198,0.0019365738844499,0.00252062687650323,0.00747575890272856,-0.00458112405613065,-0.0103427050635219,-0.00663220882415771,-0.00287628872320056,-0.000822804984636605,0.00263657001778483
"10",-0.00320881512016058,-0.002323780907318,0.000218698813114315,-0.00729625578969717,-0.00582839827984571,-0.00739283487200737,-0.00385266821831465,0.00372798833996058,0.00783921498805285,-0.00399804022163153
"11",0.00327239581383765,-0.00193271401803941,0.000627018278464675,0.00326316431164742,0.00618330528959632,-0.00197013444267213,0.00307874125428498,0.00828644447028637,-0.00547646591439843,-0.00820727832615376
"12",-0.010632986202836,0.000735982204787433,0.00039509852649644,-0.00522989733144641,-0.00943113304674625,0.00664048828184605,0.00864948704838753,0.000382314727175981,-0.00171949528157711,0.00279159587807953
"13",-0.000985333230346441,-0.00247945147566497,-0.00417425809428096,-0.00613128393888474,-0.00956213660538197,0.000509162025991827,0.00286977551877499,9.70342371147126e-05,0.00287481280975044,-0.00441000191494823
"14",-0.00726335635408759,0.00484036188572645,0.00145194644574076,0.00763786304742098,0.00178133323788643,-0.00256672408431768,-0.00255047832615674,-0.00618262123316526,0.000752203224692494,-0.00348886963911355
"15",-0.00055047549540177,-0.00293805915862322,0.00153218768537045,0.000963855185545981,0.00779629917815328,0.00249461526982486,0.00652011996135116,-0.00512000266462564,0.000846438982989639,-0.00386364595033228
"16",-0.00204363139346242,0.00192297506146133,-0.00289106788113713,0.00104171736165881,0.00905304308980703,0.00146406935527921,0.00247779279015958,-0.00650800485163927,0.0032032907474786,-0.0047528212890029
"17",-0.00195988919585943,-0.00435758102685213,-0.000557079736609012,0.00533703155815601,-0.00125750305596739,-0.00207594642415643,0.00238089100457728,-0.000759358750656247,-0.00150002643931657,-0.00248322240076959
"18",-0.00301946769468486,-0.00165886955801398,-0.000330097449477762,-0.00816889759153128,-0.00129517482127994,-0.00237731519155204,0.00226067216135561,0.000788923585787416,0.000614835589658469,0.00460926303640008
"19",-0.00610549887642264,-0.00202117883600295,-8.99678998393938e-05,0.0037039106246084,-0.00102480920031667,-0.0016030011465773,-0.000186533870873973,-0.00288385129533708,0.000520510307978839,0.00272402563132346
"20",-0.00313503993675113,-0.00280120712704957,0.00119375728536397,-0.00427362602204084,-0.00186715461313725,0.000332510913722217,-0.00655287224799395,-0.000610931310802698,0.00377204199321568,-0.0050462675280869
"21",-0.000632107665296644,0.00333914184011519,0.00300654582679272,-0.00335807935334742,0.00876464322209358,-0.00304305925965309,-0.00061023811576888,-0.00306242029182613,-0.000530116667505354,-0.00689141545444727
