"","JNJ","HPQ","PG","CVX","AA","CAT","MRK","KO","HD","AXP"
"1",-0.00078736781142652,0.0111786695197225,0.0115444054827094,0.00411704182624817,-0.00796696543693542,0.00715340347960591,0.00206042849458754,-0.000510195852257311,0.00460114795714617,0.0102515416219831
"2",2.27826476475457e-05,0.00253948266617954,-0.00758656952530146,-0.00180786033160985,-0.00560022052377462,0.00289921439252794,-0.00482553616166115,0.00741998665034771,-0.00673085777089,0.0171690508723259
"3",0.00200789398513734,-0.0104004088789225,0.00206416915170848,-0.002504717791453,-0.0139402523636818,0.0176526494324207,0.00264377589337528,-0.00121454114560038,1.92967036127811e-05,-0.000424526166170835
"4",0.000212874874705449,0.00575556419789791,0.00228409888222814,0.00157925661187619,-0.00113002734724432,0.00190577784087509,-0.00041829067049548,0.00139847199898213,0.00570655567571521,-0.00832352787256241
"5",0.000259778695181012,0.00840609986335039,0.00118702335748821,-0.00437653576955199,2.67640498350374e-05,0.00176348711829633,0.00605589989572763,-6.25988177489489e-05,0.000846683920826763,-0.00798087939620018
"6",0.0037640230730176,-0.00176959449891001,0.0246785432100296,-4.91271821374539e-05,-0.00359812122769654,-0.00639331387355924,0.00494898529723287,0.00209130509756505,0.00773192057386041,0.00339197716675699
"7",0.00208082608878613,0.000981725752353668,0.00346938404254615,-0.00399734964594245,0.0157847069203854,0.00174934859387577,-0.00140951096545905,0.00194636231753975,-0.00203984463587403,0.00633140513673425
"8",0.000686561339534819,0.0072109904140234,-0.000206329292268492,-0.000344149710144848,0.00316973798908293,-0.00307113328017294,0.00908672995865345,-0.00323252216912806,0.00598452566191554,0.00712407752871513
"9",-0.00236382475122809,-7.98124383436516e-05,-0.00641219411045313,0.00137253582943231,-0.00661666551604867,0.0137303005903959,-0.00655414210632443,-0.00302135339006782,-0.00506667094305158,0.0017222004244104
"10",-0.00372992712073028,0.00596166541799903,0.000820310844574124,-0.00198368006385863,-0.00477503845468163,0.00432247761636972,-0.00377894192934036,-0.00787417311221361,-0.004853087477386,0.00584795465692878
"11",8.18945118226111e-05,-5.96301215409767e-05,0.00213882327079773,0.00395597470924258,0.0229487419128418,-0.00227648601867259,-0.00935891270637512,-0.00151441374327987,-0.00256395875476301,0.0134874898940325
"12",-0.000546802009921521,-0.00560181541368365,-0.003100267611444,0.00250505097210407,0.010086010210216,0.0171268787235022,0.000516737811267376,0.000527039694134146,0.00418658507987857,-0.0100352866575122
"13",-0.00164897262584418,-0.00164605677127838,-0.00502043729647994,0.00365617219358683,-0.0126225622370839,0.00501626310870051,0.00150572846177965,0.000786514894571155,0.00410430645570159,-0.00822403654456139
"14",0.0024291065055877,-0.00445370422676206,0.00752956559881568,0.00093374215066433,-0.0181966572999954,0.00854909233748913,-0.00413208501413465,0.00145121128298342,-0.00631006481125951,-0.0256505068391562
"15",0.00233864039182663,0.00130712555255741,-0.00621987786144018,0.00417619477957487,-0.0121810883283615,0.00868682190775871,-0.00109020830132067,0.000450532825198025,0.00307509396225214,0.00262332847341895
"16",0.000637540360912681,0.00298522785305977,-0.000227145384997129,0.00193776248488575,0.00989744905382395,0.00539801362901926,-0.00468228245154023,0.00160529813729227,-0.0026976156514138,-0.00244695716537535
"17",-0.00128424621652812,-0.00585198914632201,0.00118765875231475,-0.00353893218562007,-0.00479633780196309,0.00385284004732966,0.000330599956214428,-0.00237718829885125,0.000688038999214768,0.0064958524890244
"18",0.000191095561604016,0.000198205641936511,0.000383771723136306,0.00178530800621957,-0.00434588501229882,0.0105181252583861,-0.00214444100856781,0.00200561131350696,-0.00193849042989314,0.00447774585336447
"19",-0.00213357363827527,0.00124634092207998,-0.00117217306979001,0.00408691447228193,-0.010613058693707,-0.000218717716052197,-0.00171750306617469,-0.0050930823199451,-0.00797443930059671,0.0120932925492525
"20",-0.000750624691136181,-0.00188801344484091,0.00280611589550972,5.59888394491281e-05,0.00938865076750517,-0.000704531383235008,-0.00179410469718277,-0.0121863856911659,0.00361520750448108,0.0108544444665313
"21",-0.00376965827308595,0.00119594892021269,0.000989670166745782,-0.00129994016606361,-0.00117084092926234,0.00375418434850872,-0.0061451718211174,-0.00192035106010735,-0.000427070015575737,0.0152406813576818
