"","V","MCD","PG","CSCO","WMT","HD","GS","BA","VZ","KO"
"1",-0.00776716787368059,-0.000590260373428464,-0.00375364604406059,0.00853069964796305,-0.00718445191159844,0.00444773165509105,-0.0187624227255583,0.00458421744406223,-0.00132787006441504,0.00482214661315084
"2",0.0021714917384088,0.000543690868653357,-0.00615511275827885,0.0095683503895998,0.00637657288461924,0.00353736523538828,-0.0150939859449863,0.00169036840088665,0.00411644577980042,-0.00245444034226239
"3",-0.00442738318815827,0.00748248118907213,0.00351996393874288,-0.022378409281373,-0.000358755554771051,-0.00304695684462786,0.00102622585836798,-0.00199635419994593,0.00655513862147927,0.00794243719428778
"4",0.00701206270605326,-0.000194853215361945,-0.00348603492602706,-0.00294770090840757,-0.010719507932663,0.00321637466549873,-0.00360557273961604,0.00202388619072735,0.00305482768453658,-0.0055019767023623
"5",-0.00436683325096965,0.000712398556061089,-0.00482659041881561,0.0103142447769642,-0.00558076472952962,-0.00644377898424864,0.00123144639655948,-0.000404281017836183,-0.0173225533217192,0.00168972089886665
"6",-0.0223769266158342,0.00176424335222691,0.00108889595139772,-0.000222588569158688,0.00723179848864675,0.0041111190803349,0.00203316053375602,-0.00320928380824625,0.00644300319254398,-0.00658521009609103
"7",-0.00686602015048265,0.00294825853779912,0.00134247320238501,-0.00241479044780135,-0.00145568768493831,0.00168541469611228,-0.0104834958910942,0.011526764370501,-0.00419864896684885,-0.0014887813013047
"8",0.00924993399530649,-0.00457033654674888,-0.00598154542967677,-0.00175687053706497,0.00546371843665838,0.00441310368478298,-0.00154624204151332,-0.00416857330128551,-0.000250989571213722,-0.000553989841137081
"9",-0.00199507083743811,9.84510552370921e-05,-0.00156932405661792,-0.00414543924853206,-0.00434972858056426,0.0104426695033908,0.000226937583647668,-0.00273880641907454,-0.00172889058012515,-0.000858914747368544
"10",-0.00706237740814686,-0.000895186909474432,-0.0024193599820137,0.00396872498095036,-0.00641568098217249,-0.00246032187715173,-0.00803912710398436,-0.00236877426505089,-0.000743650540243834,0.0037403954192996
"11",-0.0011153977829963,0.000573295401409268,-0.000756032590288669,0.00207702512852848,-0.00439292984083295,0.00365059333853424,-0.00422528618946671,0.00272042769938707,-0.00233098841272295,-0.00184911873657256
"12",-0.00207160273566842,-0.000287103175651282,0.00107158219907433,-0.00542119285091758,-0.00254959776066244,0.00773292174562812,-0.00524692004546523,0.005563969258219,-0.00206607137806714,-0.0035663356538862
"13",-0.00231989845633507,-0.000755112851038575,-0.00193618575576693,-0.00574967451393604,0.000668177322950214,0.00141488760709763,0.00135073729325086,-0.00292862113565207,-0.00903034489601851,-0.00263776443898678
"14",0.00123888673260808,0.0015903030289337,-0.00141563604120165,-0.00727338809520006,-0.00393055379390717,0.00272915977984667,-0.0127869872376323,0.00101926864590496,-0.00825453642755747,0.00196113879792392
"15",0.00246746535412967,-0.000233219005167484,-0.00112738145980984,-0.00304202735424042,-0.00792022049427032,0.00469477940350771,-0.00913993269205093,0.00342752900905907,-0.0117132514715195,-0.00716483127325773
"16",0.00489434786140919,0.00203200569376349,-0.00359911913983524,0.00183123198803514,-0.00109225010965019,-0.0035852063447237,0.00594034045934677,0.00241097481921315,-0.00850814301520586,-0.000337780918926001
"17",0.00814366061240435,-0.00162287440616637,0.00185894232708961,0.00498125143349171,0.00646385876461864,0.000478728354210034,0.00261548650451005,0.00464477436617017,0.00711540132761002,0.00304083921946585
"18",-0.00259521324187517,-0.00128366029821336,-0.00103458703961223,-0.00553713645786047,0.00710195302963257,0.00138655258342624,-0.00161344604566693,0.00311628496274352,-0.00316538056358695,-0.00132213532924652
"19",-0.00643229810521007,0.00136138056404889,-0.00740365777164698,-0.00754905771464109,-0.00222548330202699,0.00326912337914109,-0.0038393170107156,0.0010669018374756,-0.000987295643426478,0.000165194622240961
"20",-0.00986163970082998,-0.001208450878039,-0.00931147113442421,0.000225679425057024,0.00102870841510594,0.00542162312194705,0.00258231884799898,-0.00302244466729462,-0.00208668294362724,0.00165633973665535
"21",-0.00845288299024105,0.000259183958405629,0.00604155426844954,-0.0134555222466588,-0.00129557785112411,-0.000900812970940024,0.000531411031261086,0.00360215897671878,-0.00118242751341313,-0.00133240665309131
