"","HD","CSCO","JNJ","GS","UNH","VZ","PG","PFE","IBM","CAT"
"1",-0.00186181685421616,-0.0053985957056284,-0.00617583189159632,0.00641743279993534,-0.00196263892576098,-0.00190071994438767,-0.0144938705489039,-0.00231742998585105,-0.00595761882141232,0.00597503548488021
"2",0.00567794311791658,-0.00190485513303429,-0.000960807723458856,0.0193103011697531,0.00581807503476739,0.00325677590444684,-0.00163637532386929,0.0015618676552549,-0.0136855654418468,0.00850959587842226
"3",0.00993633922189474,-0.00675225304439664,-0.00723253330215812,0.0191292688250542,0.00262697553262115,-0.0034856500569731,0.00318469712510705,0.0010233192006126,0.00151903613004833,-0.0165634416043758
"4",0.003216891316697,0.000132298839162104,-0.00209253304637969,0.00203757523559034,0.0119604300707579,-0.00310814729891717,0.00346285221166909,-0.00249174609780312,0.00407405849546194,-0.00348448939621449
"5",0.00253371987491846,0.00469685159623623,0.00405369186773896,-0.00510237226262689,-0.00983672961592674,-0.00637419382110238,0.00197046017274261,0.0026438501663506,0.00232916534878314,-0.00750999106094241
"6",1.99617579710321e-06,-0.00340137747116387,0.0013239118270576,-0.00539713678881526,-0.00169510045088828,0.00107035774271935,0.00482901278883219,0.00448199361562729,0.00409219972789288,-0.00780647760257125
"7",-0.0013784421607852,-0.00178191694431007,-0.000593180302530527,-0.00254025612957776,-0.00395767576992512,0.000478324276627973,-0.000984012265689671,0.0032598664984107,0.00121157872490585,-0.00296239065937698
"8",0.00901554897427559,-0.000752896594349295,-0.00448546418920159,0.00643428973853588,0.0106149334460497,0.0051875920034945,0.00155402719974518,0.00143209542147815,-0.00543970661237836,0.00593549152836204
"9",0.00446425518020988,-8.77961283549666e-05,0.000684592348989099,0.00239575910381973,0.00290719675831497,-0.00176671391818672,-0.010189606808126,0.00774979684501886,0.00367425358854234,-0.0059261959977448
"10",0.000525510171428323,0.00549452658742666,-0.000453842920251191,-0.00320673198439181,-0.00154073198791593,-0.00310799828730524,0.000415077258367091,0.000471407955046743,-0.00786067452281713,0.00873426720499992
"11",0.00208933674730361,0.00581755116581917,0.00649730581790209,-0.00548385037109256,0.000657377822790295,0.00528576783835888,0.00243618292734027,-0.00043648952851072,0.000119660406198818,-0.00118998088873923
"12",9.90649350569583e-05,0.000390785164199769,0.00105537252966315,-0.0060230540111661,0.000689874344971031,-0.000501514761708677,0.00640190206468105,0.00208724965341389,-0.000909565773326904,-0.00917664542794228
"13",-0.00239677331410348,0.00231042131781578,-0.00240426533855498,0.00152502430137247,0.00485117407515645,0.0016855145804584,0.00386840011924505,-0.00195501721464097,0.00264149927534163,-0.00215733097866178
"14",-0.00882306694984436,-0.000358282879460603,0.00262276385910809,0.0097620515152812,0.00215431884862483,-0.00296345050446689,-0.00187884108163416,-0.000407774234190583,-0.00308669148944318,-0.00314806215465069
"15",0.00147967040538788,0.00309548433870077,0.00768793094903231,-0.00353617593646049,0.00120198412332684,-0.00258011440746486,-0.000698927324265242,0.00344073912128806,-0.000600847182795405,-0.000936593278311193
"16",-0.000778586603701115,0.00383182987570763,-0.00734684802591801,-0.00311453710310161,-0.000932502502109855,-0.000131801250972785,-0.00429465482011437,0.00281989085488021,0.000269785523414612,-0.000454080232884735
"17",-0.00448763463646173,0.00194539583753794,0.000563003588467836,-0.0035738879814744,-0.00532378721982241,0.0011893892660737,0.0015698354691267,-0.000188995487405919,-0.00598442833870649,0.00539453467354178
"18",0.0019279447151348,-0.00170315732248127,0.00169485027436167,0.00231284671463072,-0.00083296763477847,-0.00477606011554599,0.00133425171952695,0.000892681069672108,0.00155184732284397,0.000803332251962274
"19",0.00224825576879084,0.00334805203601718,0.00181831466034055,0.00658857403323054,0.000941876845899969,-0.00358186545781791,0.00219187885522842,0.00102190882898867,-0.00195996114052832,0.00368650513701141
"20",-0.00752914417535067,0.00264043407514691,0.00248756096698344,-0.00174079509451985,0.00181700231041759,0.00252936710603535,0.00341346533969045,0.00278914370574057,-0.0031469773966819,-0.00717037916183472
"21",-0.000769481179304421,0.0053582563996315,-0.00818977504968643,0.00468487525358796,0.00425664568319917,0.00135580042842776,0.0055306782014668,0.00421893876045942,-0.000151568281580694,0.00726174609735608
