"","JNJ","PG","HPQ","HD","AA","BA","AXP","MRK","KO","CAT"
"1",-0.000920814287383109,-0.00417382270097733,-8.35064929560758e-05,-0.0161147825419903,-0.00860647484660149,-0.000555976992473006,-0.0126544395461679,0.00657884543761611,0.0102661401033401,-0.00611687917262316
"2",-0.00375058664940298,-0.00816204864531755,0.0134608224034309,-0.00836398638784885,0.0252130907028913,0.00301069999113679,0.0140057960525155,0.00437092175707221,0.00673916982486844,-0.0127228125929832
"3",-0.00012212386354804,0.00509758712723851,0.00190037721768022,-0.00826827809214592,0.0161322802305222,0.0126048559322953,-0.00693683326244354,-0.00393007742241025,0.0106003154069185,-0.00999147072434425
"4",-0.00209821434691548,0.00721703004091978,0.00483848666772246,-0.00935335457324982,-0.000104266771813855,-0.00146037677768618,-0.0176604427397251,-0.000885342655237764,0.00257444102317095,-0.000162513912073337
"5",0.00260902708396316,-0.00424331799149513,0.00537086790427566,-0.00899321492761374,-0.00165385368745774,0.00480437325313687,-0.00291018839925528,0.000939169258344918,0.00506188673898578,-0.00986962672322989
"6",0.00231616222299635,-0.000163314369274303,-0.0119889685884118,-0.000510807032696903,0.00480027636513114,-0.0109332278370857,-0.00111151579767466,-0.00295560155063868,0.00710266642272472,0.00794379878789186
"7",-0.00289682834409177,-0.00173860439099371,0.00990085117518902,0.0037655564956367,-0.0116292163729668,0.0083182891830802,-0.00490390369668603,-0.00514290481805801,-0.00951883941888809,0.000213663864997216
"8",-0.000260164670180529,-0.0012177259195596,-0.0013200908433646,-0.00391311105340719,0.0091366320848465,-0.00499347504228354,-0.0196480117738247,0.00429860269650817,-0.00437496835365891,-0.00150012806989253
"9",-0.00158367410767823,0.00564211141318083,0.0015686908736825,0.00123155699111521,0.00783360470086336,0.00261739990673959,-0.00554502895101905,0.00570502644404769,-0.00343380030244589,0.00208287802524865
"10",-0.0083225779235363,0.00105282000731677,0.00436361413449049,0.00679949810728431,-0.00435928255319595,-0.00244810711592436,0.00259122345596552,-0.00352869951166213,0.0050729950889945,-0.00289142760448158
"11",-0.000113602756755427,-0.00246019032783806,0.00139208592008799,0.00539538962766528,0.0100993607193232,0.00642674835398793,-0.00375059293583035,0.00558299897238612,-0.00622802320867777,0.00486767943948507
"12",0.00371420895680785,-0.00573742110282183,0.0088723273947835,0.00520351529121399,-0.00876269675791264,-0.00087317853467539,-0.00562937930226326,-0.00111837347503752,-0.00245935865677893,-0.00155648984946311
"13",-0.00400255853310227,-0.000434362329542637,-0.000795292144175619,0.000610554008744657,0.001953479135409,0.00319628627039492,0.00344223738647997,-0.00447828788310289,0.00490706600248814,0.00484663574025035
"14",-0.00324133224785328,0.00381662813015282,-0.00287870177999139,-0.00394704844802618,0.00140780152287334,-0.00672493875026703,-0.00679471530020237,-0.00265467981807888,-0.00301577127538621,-0.000162268959684297
"15",-0.00506410608068109,-0.00254427269101143,0.00365862273611128,-0.00286270678043365,0.0101721351966262,0.00593706965446472,-0.00176480563823134,0.006824666634202,-0.00366839254274964,0.00153552438132465
"16",-0.00331708136945963,-0.00630463846027851,-0.00578919239342213,-0.00045534095261246,0.00270437099970877,0.00370155065320432,-0.000181644412805326,-0.00577814038842916,-0.00498647848144174,1.16520022857003e-05
"17",-0.00265127490274608,0.000812232727184892,-0.00100296700838953,-0.0046637705527246,0.0103339971974492,0.00157819723244756,0.00245245080441236,0.00619653705507517,0.00124437385238707,0.00154959445353597
"18",-0.00422880379483104,0.00446742307394743,0.00417456822469831,-0.0048918561078608,0.00345558603294194,0.00519374338909984,-0.0198615603148937,-0.00090243254089728,-0.00274513964541256,0.000310170056764036
"19",-0.00579568091779947,0.000248917029239237,-0.000695971597451717,-0.00925096683204174,-0.0100798858329654,0.00389088923111558,-0.000972334761172533,0.00879050139337778,-0.00561985326930881,0.0004024812951684
"20",-0.00548261124640703,-0.00494350818917155,0.00183117331471294,-0.0083074402064085,0.00362529209814966,0.000318193517159671,0.00191826827358454,-0.00437347032129765,-0.00207799347117543,0.0096500888466835
"21",-0.00358722801320255,0.00143733154982328,0.00262869731523097,-0.00534335477277637,-0.00606329319998622,0.00230716052465141,-0.00167290517129004,-0.00129173183813691,-0.00039560702862218,0.00507288100197911
