"","JNJ","IBM","HPQ","PFE","KO","AXP","MCD","HD","AA","DIS"
"1",0.00967627670615911,0.00064022169681266,0.0501368120312691,-0.00552907632663846,0.0352318435907364,0.0333934426307678,0.00912374537438154,0.015579042956233,0.0342390052974224,0.0136918183416128
"2",-0.00798612181097269,-0.018697576597333,0.0341026298701763,0.00260424287989736,-0.00314004858955741,-0.00292115448974073,-0.00306928530335426,-0.0188761800527573,-0.0593422539532185,-0.0163257829844952
"3",-0.0209265183657408,0.0136246690526605,-0.0243936665356159,-0.00962172634899616,-0.0225028768181801,-0.00202249363064766,0.00802098959684372,-0.0368177257478237,-0.0157264061272144,-0.00994889065623283
"4",-0.0306162945926189,0.0147136328741908,0.00345156760886312,-0.00795261189341545,-0.00246202223934233,-0.0819978266954422,-0.00353899458423257,0.00553779629990458,-0.0470562875270844,0.00448881229385734
"5",0.00602676905691624,-0.00575622729957104,0.00695750303566456,0.00563529971987009,0.00286319549195468,0.0589247420430183,-0.00748067954555154,0.00835619494318962,0.00339042954146862,-0.00213008490391076
"6",-0.0432549938559532,-0.0368048250675201,0.0143001051619649,-0.00987496227025986,-0.0190604329109192,-0.0149236265569925,0.00579444970935583,0.0280036982148886,-0.0145664121955633,0.00568470917642117
"7",-0.0252520982176065,0.0231590699404478,-0.00459703058004379,-0.000288410548819229,0.00224982807412744,-0.0496084429323673,0.0110658127814531,-0.00461766589432955,-0.0180941708385944,-0.00844680145382881
"8",-0.0188279487192631,-0.0207021683454514,-0.0385281592607498,-0.0155161507427692,0.0177566669881344,-0.00419995188713074,-0.00547572504729033,0.0133614260703325,-0.0320278778672218,-0.0273661985993385
"9",-0.00700238067656755,-0.0200685057789087,-0.0423009023070335,0.00749050918966532,-0.0185779090970755,0.0130776558071375,-0.00511650601401925,0.00061262067174539,0.00486115133389831,-0.00636500865221024
"10",-0.034079123288393,-0.000801229383796453,0.0260287281125784,-0.0112593648955226,-0.000622345425654203,-0.0115709071978927,-0.00243769097141922,-0.00383127480745316,-0.0260110814124346,-0.0121201947331429
"11",0.00170190923381597,0.00679170805960894,0.00877030659466982,0.000694693881087005,0.0194769334048033,-0.0234305653721094,0.000375063449610025,0.0200347919017076,-0.0487833991646767,-0.00314411381259561
"12",-0.0457422360777855,-0.0100808404386044,0.0011070123873651,-0.000870126881636679,0.00644693104550242,0.00081466743722558,-0.000789468642324209,0.0305722188204527,-0.0272893905639648,0.00855494011193514
"13",-0.0176600441336632,-0.00608228147029877,-0.0136483367532492,-0.00174098077695817,0.00104730296880007,-0.00597846927121282,0.00037462476757355,0.0100338477641344,0.0324989706277847,-0.000652722141239792
"14",-0.0243193097412586,-0.00458943611010909,0.0051727038808167,-0.00777000654488802,0.00323325721547008,-0.00300902198068798,0.00316633260808885,-0.0197940543293953,0.00322918826714158,0.00321590527892113
"15",-0.0086883008480072,0.00878874678164721,0.0106842191889882,0.00250565051101148,0.0140485595911741,0.0016338147688657,-0.000611189054325223,-0.00262902420945466,-0.0172325186431408,-0.00244081276468933
"16",-0.0364994145929813,-0.00360453967005014,-0.0328376814723015,-0.00137605937197804,0.00292380177415907,0.0181216709315777,0.00277082249522209,0.0153425186872482,0.00765306409448385,0.00726778991520405
"17",0.0121871689334512,0.00738873844966292,-0.0176247954368591,-0.00595587212592363,-0.0169619042426348,0.0214155968278646,0.00898133404552937,0.00157864636275917,-0.0129954181611538,0.00655965553596616
"18",-0.0235701948404312,0.00504295108839869,0.0107796424999833,-0.00915924273431301,-0.00771597027778625,0.0148802306503057,0.00155486015137285,-0.00745719252154231,-0.00445677293464541,-0.00820980034768581
"19",-0.0183246377855539,-0.00553943822160363,0.01555719319731,0.00868654251098633,0.00412175059318542,-0.00892542954534292,0.00080224999692291,-0.00407279515638947,-0.0159916337579489,0.00141568819526583
"20",-0.00213175429962575,-0.00412875460460782,-0.00629617040976882,-0.0096158878877759,-0.0116715785115957,0.0135808438062668,0.0039646290242672,0.00319930049590766,0.0125390542671084,0.00731997052207589
"21",-0.0134035749360919,0.00495202885940671,-0.00801419746130705,-0.00872765015810728,-0.00563838984817266,0.00383352022618055,0.00356791447848082,0.0108788581565022,0.000545086804777384,-0.00461229123175144
