"","JNJ","PG","CVX","BA","DIS","MRK","KO","HD","GS","T"
"1",0.000756838242523372,-0.00423643458634615,0.00155049131717533,-0.00276792910881341,0.00188729853834957,0.00108995940536261,-0.00270551303401589,-0.00442951917648315,0.00335996598005295,-0.00349296000786126
"2",-0.0081515172496438,0.0034064429346472,-0.00563762383535504,0.00439058151096106,-0.00941729545593262,0.00374919106252491,0.00152868218719959,-0.0017012138850987,-0.00160581106320024,-0.000364100240403786
"3",-0.00598015077412128,-0.00432401802390814,-0.00589922536164522,0.000553415971808136,-0.0057508172467351,-8.38382184156217e-05,0.00153014145325869,-0.00242040632292628,-0.00425483006983995,0.00502268644049764
"4",0.00396931963041425,0.0025148456916213,0.00666200648993254,-0.00139795988798141,0.0010239640250802,0.00158291810657829,0.00079526862828061,0.0022723451256752,0.000580342661123723,-0.00464613130316138
"5",0.00143540650606155,0.000927188724745065,0.000600008061155677,-0.00696083158254623,0.00462299212813377,0.00844253599643707,0.000112841655209195,0.000757540692575276,0.000207019504159689,-0.0033530299551785
"6",-0.00605920888483524,0.00145007588434964,0.00332408840768039,-0.00120361347217113,0.0023556724190712,0.000398947624489665,0.00427827332168818,-0.00183987594209611,-0.0013543808599934,0.00229856488294899
"7",-0.0054081087000668,0.000446257181465626,-0.00439979089424014,-0.00372557551600039,-0.006076002959162,-0.00389518705196679,-0.000151527172420174,-0.00400042906403542,2.33398022828624e-05,0.000130250933580101
"8",0.0026651059743017,-2.48970100074075e-05,-0.00532048707827926,0.00481696426868439,0.00352374790236354,0.00012114046694478,-0.00132803386077285,-0.0047107245773077,-0.0035029761493206,0.00463809538632631
"9",-0.00295729888603091,-0.00157194072380662,-0.0075528253801167,-0.00104636326432228,-0.000731690670363605,0.00385673507116735,0.000373686227248982,-0.00289778900332749,-0.0016451469855383,0.00295908143743873
"10",0.00137685670051724,-0.00219352613203228,-0.000353927811374888,-0.00250258669257164,0.00289779156446457,0.000677117437589914,-0.00067707581911236,0.000428181199822575,0.00411213049665093,0.000735060835722834
"11",-0.00132056360598654,-0.000254336511716247,-0.00636527594178915,-0.0043158046901226,0.00844267196953297,0.0113416519016027,0.00105474528390914,-0.000518263899721205,-0.00385819561779499,-0.00507040740922093
"12",0.001939422567375,-0.00125191581901163,0.00334944669157267,-0.00415506819263101,0.00593026680871844,-0.00535131990909576,0.00185134273488075,0.00268106395378709,-0.00314884888939559,0.00237116636708379
"13",0.00102413829881698,0.000172856933204457,-0.00793963205069304,-0.00677179591730237,0.000387254782253876,0.0048457058146596,0.000735603680368513,-0.00190253579057753,-0.000995188485831022,-0.000577619764953852
"14",-0.00105674506630749,0.00263706804253161,-0.000685435894411057,-0.00278027332387865,0.00384436454623938,-0.00167366559617221,-0.00203267158940434,-0.0085482532158494,0.00225851102732122,0.00720154168084264
"15",-0.000432479340815917,0.000825459836050868,-0.00708599947392941,-0.00649675959721208,0.00689987512305379,0.0015372047200799,-0.000462466763565317,-0.011083266697824,-0.000685354170855135,0.0015273264143616
"16",0.00198547053150833,-0.00340685714036226,-0.00332877901382744,0.00554565479978919,-0.00602083746343851,0.000569016032386571,-0.00228887633420527,0.00111506227403879,0.00199675117619336,-0.000516144558787346
"17",-0.000540128909051418,-0.00261159660294652,-0.000479041656944901,0.000419351388700306,0.00561408372595906,-6.58581993775442e-05,-0.000879600353073329,0.000975574890617281,0.00342928851023316,-0.00146557856351137
"18",0.0022727029863745,0.0011072198394686,0.00360804121010005,0.000393174210330471,-0.00389806251041591,-0.00646417681127787,0.00271531846374273,0.00224687741138041,-0.0050618932582438,0.0027875960804522
"19",0.00100303324870765,-0.000266940391156822,-0.00418214965611696,-0.00504307867959142,-0.0047377860173583,0.00329396105371416,-0.00247726775705814,-0.0026513107586652,2.58544823736884e-05,-0.0027911972720176
"20",-2.04649659281131e-05,-0.000283136498183012,0.00204856577329338,-0.00371326832100749,-0.00340851256623864,-0.00229090871289372,0.00263500027358532,-0.00710429716855288,0.0034341320861131,0.00257701543159783
"21",0.000678185315337032,4.25392245233525e-05,-0.00618573930114508,-0.00522276340052485,7.42865158827044e-05,0.00598350400105119,8.21695066406392e-05,-0.00188140198588371,-0.00430594291538,0.00653065973892808
