"","JNJ","WMT","PG","CVX","CAT","KO","AXP","MRK","DIS","MCD"
"1",0.00250907824374735,-0.00303197465837002,0.00342373619787395,0.00296703958883882,-0.00221688114106655,0.00404692068696022,0.00884770229458809,0.00354778463952243,-0.00559451710432768,-0.00352678308263421
"2",-0.00501646986231208,-0.00179987726733088,0.00803495571017265,-0.00381212425418198,0.00815792009234428,0.0122840590775013,0.0031628601718694,0.00180722528602928,0.00871470104902983,-0.00462550763040781
"3",-0.00971606466919184,0.00301591632887721,0.0034643120598048,0.00190638296771795,0.00628755008801818,0.00140468706376851,0.00012818282993976,-0.00262685399502516,0.000265473674517125,0.00561275146901608
"4",0.000209306948818266,0.00111259077675641,-4.51773521490395e-05,0.00500866863876581,0.00444382196292281,0.000835644372273237,0.00530326040461659,0.000327760906657204,-0.00268041086383164,-0.00552153354510665
"5",0.00374239031225443,1.05801618701662e-05,-0.00232365261763334,-0.000805738964118063,0.00903608277440071,0.00501505751162767,-0.00122778245713562,0.00353757338598371,-0.00210094684734941,-0.00144478515721858
"6",-0.00648532155901194,0.00313643924891949,-0.00137092790100724,-0.00138402183074504,0.00493582198396325,0.00306896935217083,0.0037270535249263,0.00534631684422493,0.00565297482535243,-0.00105587055440992
"7",0.00136040186043829,-0.0027463985607028,0.00163787638302892,-0.00194979412481189,-0.00328390626236796,0.00137020810507238,-0.00458627892658114,-0.00379828899167478,0.00680532539263368,0.00108337099663913
"8",0.0043210331350565,0.00331755192019045,-0.00219404324889183,0.00142771657556295,-0.000423329562181607,-0.00181537377648056,-0.00167350971605629,0.00124861556105316,0.00623417226597667,0.0026663551107049
"9",-0.00427102809771895,0.00347834662534297,0.0068451170809567,0.00612647132948041,-0.000525515410117805,-0.00267617614008486,0.00235993065871298,0.00165268674027175,0.00541911134496331,-0.00615248782560229
"10",-0.00488201947882771,0.00115732429549098,0.000368728971807286,0.00412694877013564,0.00202545686624944,0.00103628763463348,-0.00332037778571248,-0.00202044751495123,0.00486487103626132,-0.00524104572832584
"11",-0.000837625411804765,0.00117898022290319,0.000680471130181104,0.000711713801138103,-0.00462127616629004,0.00285764504224062,-0.0014283019118011,-0.00323670241050422,0.00339747429825366,0.00755827873945236
"12",0.00791787728667259,-0.00205092411488295,0.00190643675159663,-0.000727011705748737,-0.00121240806765854,0.00302294711582363,-0.00410639215260744,0.000168433776707388,0.00296350289136171,0.00202430016361177
"13",-0.000330654322169721,-0.00505321379750967,-0.000542834575753659,0.00411823811009526,-0.00159291783347726,0.000291097239824012,0.00461409892886877,-0.00200671446509659,-0.0022540686186403,-0.00230724760331213
"14",-0.00139890110585839,0.00250664004124701,-0.000280813925201073,0.00143844063859433,0.00242810416966677,-0.00461366167291999,-0.00645382143557072,0.000758097739890218,-0.0061244941316545,-0.000785637064836919
"15",4.61191575595876e-06,-0.00131385971326381,-0.00104080885648727,0.00225735735148191,-0.00117788498755544,-0.00203683529980481,0.000230794757953845,-0.00213306699879467,-0.000204445939743891,-0.00177969364449382
"16",0.0016723913140595,0.00242360029369593,0.00159653136506677,-0.00236041587777436,0.00315858423709869,0.0013708263868466,0.00576447509229183,-0.000730469066184014,-0.00616421503946185,-0.00188698899000883
"17",0.00100667239166796,0.00331691210158169,0.00197788467630744,-0.0042095510289073,-0.00470297690480947,0.00180473900400102,-0.006029037758708,0.0026459104847163,-0.00428705429658294,0.000460914190625772
"18",-0.00705291237682104,-0.000910874805413187,0.00279525388032198,-0.00325895240530372,-0.000683478894643486,0.0034475710708648,0.00169403478503227,0.00377247668802738,-0.00686778780072927,-0.0100770723074675
"19",-0.00193189538549632,-0.00269484939053655,0.00125478755217046,0.00867072306573391,-0.00442837085574865,-0.000462360883830115,-0.00187537632882595,-0.000596446567215025,-0.00503810588270426,0.00149826856795698
"20",-0.0051580467261374,0.000571573909837753,-0.0018584942445159,0.000225198018597439,-0.00559451803565025,-0.00266728363931179,0.0123536726459861,-0.00620959792286158,-0.00633222097530961,0.00242626201361418
"21",0.00340314395725727,0.000251556659350172,-0.000960641482379287,0.00084134005010128,-0.00688530178740621,-0.000233441707678139,-0.00139617943204939,-0.000907401379663497,0.000448839127784595,-0.00632852222770452
