"","HD","JNJ","WMT","PG","VZ","CSCO","KO","MRK","GS","NKE"
"1",0.00521623389795423,-0.00681598531082273,-0.00141555606387556,-0.00319868884980679,-4.72059546154924e-05,-0.0164465513080359,0.00111277133692056,0.00238298298791051,-0.0123151782900095,0.00164039968512952
"2",-0.0121661508455873,-0.00031581221264787,0.00142640678677708,-0.00074104021769017,0.00349262496456504,-0.00790597032755613,0.00558773148804903,0.00554658146575093,-0.0100803850218654,-0.0224380232393742
"3",-0.0103906774893403,-0.00225337315350771,-0.00577113684266806,-0.00219135312363505,0.00881466828286648,-0.00129048060625792,0.00177551596425474,0.000870590098202229,-0.0162497255951166,-0.0266952179372311
"4",0.0161207988858223,-0.0109096867963672,0.00834928918629885,0.00163924542721361,-0.00401409342885017,0.0164636503905058,-0.0100636435672641,-0.000983805861324072,-0.00446079950779676,-0.00441151717677712
"5",-0.00472368486225605,-0.0128963980823755,0.00169537251349539,0.00011870134039782,0.00490951631218195,-0.00879200920462608,0.00159640563651919,-0.00490788044407964,-0.001572449458763,0.0128099722787738
"6",-0.0151514504104853,-0.00526994839310646,-0.00166354794055223,-0.0039413757622242,-0.00771530997008085,0.00908757746219635,-0.00176987843587995,0.00544349616393447,0.000161159012350254,-0.00618643127381802
"7",0.0135356429964304,-0.00243091001175344,-0.000931787537410855,-0.00174248800612986,-0.00587827386334538,0.00162263156380504,0.00239359214901924,0.00365755800157785,-0.00912189763039351,0.000752487976569682
"8",-0.00310966372489929,0.00134659511968493,-0.00729655101895332,0.00267890514805913,0.00350567721761763,0.00866151507943869,-0.00548865692690015,0.00297181052155793,-0.00865063723176718,-0.0186210069805384
"9",-0.0195626188069582,0.00708839436993003,-0.00276395003311336,-0.000916676421184093,0.00259905424900353,0.00272946013137698,0.00581179652363062,0.00803227443248034,0.00712696090340614,-0.000457586138509214
"10",-0.0165088903158903,-0.00963502656668425,0.0146515900269151,-0.00385524216108024,0.00547869363799691,-0.00304596149362624,-0.00343661499209702,0.00061196438036859,0.0142336040735245,0.00727054430171847
"11",0.00229271058924496,-0.00954147800803185,0.00422488292679191,0.00490352604538202,-0.0025382163003087,-0.00076991505920887,-0.00818600784987211,-0.000704816484358162,0.00185726350173354,0.00554228294640779
"12",0.0153543492779136,0.000170094906934537,0.00532945338636637,-0.00503231165930629,-0.00420761527493596,-0.0108560929074883,0.00433477573096752,-0.00227630650624633,-0.0111044580116868,-0.00640623597428203
"13",-0.00714275473728776,0.00287474342621863,0.00130389013793319,-0.00710724573582411,0.000573546043597162,-0.0130133097991347,-0.00673292810097337,0.0102836349979043,-0.0151137011125684,0.0019860384054482
"14",-0.0145564274862409,-0.00899687875062227,-0.00484832003712654,-0.00610700063407421,-0.00307869561947882,0.00431978097185493,-0.00182579597458243,-0.00782766379415989,-0.00711824186146259,-0.0224179215729237
"15",0.00221022358164191,-0.00634557707235217,0.00288944877684116,-0.00226354459300637,-0.00509727839380503,0.0123901991173625,0.0024741911329329,-0.005671342369169,0.00891948211938143,0.01693912781775
"16",0.00729699758812785,-0.00181658111978322,-0.002703498583287,-0.00783816445618868,0.00201940117403865,-0.00278099742718041,0.0113970870152116,0.00213075801730156,0.00199699285440147,-0.0071037937887013
"17",-0.00207110587507486,-0.00978099461644888,0.00103198422584683,-0.00780940381810069,0.00412485096603632,-0.00860560778528452,-0.00307016610167921,0.0107078086584806,-0.0151082230731845,0.00164869788568467
"18",0.00421044463291764,-8.92211101017892e-05,-0.00337370065972209,-0.000722553406376392,-0.00816873647272587,0.00222954852506518,-0.00403439812362194,0.00242252694442868,-0.0134832914918661,0.00188849144615233
"19",0.00593414017930627,-0.00779647054150701,0.000449464714620262,-0.00499224476516247,0.0027345425914973,0.00182929541915655,0.00641142390668392,-1.23557338156388e-05,-0.0223786551505327,-0.00408796267583966
"20",-0.00507414480671287,-0.00203646114096045,-0.00799208227545023,9.70115070231259e-05,0.00369987031444907,-0.00345482141710818,-0.00157864822540432,0.00462540797889233,0.00205984059721231,-0.0134478360414505
"21",-0.00969367660582066,-0.00933334324508905,0.00348685868084431,-0.0102239130064845,0.00312193389981985,-0.00574628077447414,-0.00632477970793843,0.0115264160558581,0.00637520756572485,-0.00214826478622854
