"","V","CVX","PG","VZ","IBM","BA","MCD","KO","MRK","HD"
"1",0.000796024163719267,-0.0046072481200099,-0.00243517640046775,0.0105413319543004,-0.00118000560905784,-0.00451875943690538,0.000612117059063166,-0.000840282591525465,-0.000975674309302121,0.0028532026335597
"2",0.0067861583083868,0.0014016410568729,-0.00329419574700296,-0.00369562557898462,0.00457394635304809,-0.00444838916882873,0.00419359235092998,0.0124291712418199,-0.00663554109632969,-0.00275743054226041
"3",0.000271904980763793,-0.00499215675517917,0.00167122751008719,-0.000308661430608481,-0.00424643792212009,-0.0157073587179184,-0.00125777104403824,-0.000727182778064162,-0.00216213776730001,0.000942205777391791
"4",-0.00299297645688057,-0.000656217394862324,-0.00153570657130331,-0.00238618394359946,0.000549263670109212,-0.000218400411540642,0.00223149708472192,-0.0073383878916502,-0.0048289424739778,0.00169368647038937
"5",0.00115832965821028,0.00510768219828606,-0.000730183674022555,0.00403160881251097,0.00264416192658246,0.00660425750538707,0.000268207106273621,0.00134973379317671,0.0116272857412696,0.00132177036721259
"6",-0.00874471664428711,-0.00553433783352375,-0.000540569424629211,0.00287254573777318,-0.00110141572076827,0.00785104744136333,0.00363862584345043,0.00212244736030698,-0.00317889475263655,0.00479290634393692
"7",-0.0033573794644326,-0.000716709182597697,0.000372316921129823,0.00275534461252391,-0.000922331179026514,-7.31908949092031e-05,0.00216303905472159,0.00185459631029516,-0.00411558384075761,-0.00265726516954601
"8",0.00552914012223482,0.00232792901806533,-0.000454569730209187,-0.000894445518497378,0.00376993883401155,-0.00185684266034514,0.00622829375788569,0.000434483488788828,0.0111751323565841,-0.00190983188804239
"9",-0.0032870362047106,-0.00156942137982696,-0.00201935088261962,0.000153626911924221,-5.97292528254911e-05,0.00547843333333731,-0.00279054627753794,0.00421805866062641,0.00440206844359636,0.00329294078983366
"10",0.00145834824070334,0.000868941191583872,0.00238031800836325,-0.00473964679986238,-0.00258045992814004,-0.00107031548395753,0.0094685684889555,0.0034133221488446,-0.0132482452318072,0.00177487335167825
"11",0.00195103918667883,-0.0051168785430491,0.00024856542586349,-0.00274791289120913,-0.000370387337170541,0.00347737851552665,-6.26014298177324e-05,0.00441094115376472,-0.00653274171054363,0.000530455028638244
"12",-0.00214848015457392,-0.00606346921995282,-0.00822918396443129,0.000912850082386285,-0.000649459601845592,0.00227513234131038,0.00217528804205358,0.00453524757176638,0.00655491044744849,0.00329871475696564
"13",0.00239103473722935,-0.00297678424976766,-0.00499761896207929,-0.00114461779594421,0.000371228641597554,0.00175897660665214,-0.00245637842454016,0.00157382618635893,0.000637370219919831,-0.00580390403047204
"14",-0.00212349626235664,-0.00249322899617255,-0.000914466974791139,0.000299521547276527,0.000253780337516218,0.00774079328402877,-0.00104798295069486,0.00344983721151948,0.00181331112980843,-0.000642721250187606
"15",-0.00178823352325708,0.00325637357309461,0.00239360332489014,0.00092133175348863,-0.00301877129822969,0.00299457227811217,0.00158143613953143,0.00776540627703071,-0.000646575936116278,0.00446953298524022
"16",-0.0011334513546899,-0.0010514238383621,-0.000385637831641361,0.000216313288547099,0.000714273541234434,0.00059445045189932,0.00191338628064841,0.0057941977865994,0.00180718372575939,0.00351877370849252
"17",-0.00281062070280313,0.000305214984109625,-0.00705969240516424,-0.00139328208751976,-0.00121199816931039,0.00941948685795069,0.00371048506349325,0.00169158331118524,-0.00171337241772562,0.00593222165480256
"18",-0.00730914529412985,0.000413754110923037,0.0023004210088402,0.00208639795891941,0.00142816314473748,0.00481101358309388,0.00115137081593275,0.00200550886802375,-0.0043501709587872,-0.00540169002488256
"19",0.00550756882876158,0.000373882212443277,0.000989135820418596,-0.00406585680320859,0.003571851644665,0.0128574976697564,-0.000635321659501642,-0.000721748161595315,0.000867415801621974,0.000662578910123557
"20",-0.00403802003711462,-0.00147923780605197,0.00310572772286832,-0.00246378197334707,0.00386761641129851,0.00927687156945467,0.00204318785108626,0.00478743156418204,-0.00173323717899621,0.0012541941832751
"21",0.0035761056933552,-0.00109966797754169,-0.00796276703476906,-0.00165152584668249,-0.000116363960842136,0.0104895224794745,0.00267755053937435,0.00271186465397477,-0.000235137500567362,-0.000402876758016646
