"","HD","WMT","PFE","UNH","PG","VZ","GS","CAT","CVX","MRK"
"1",0.00177148671355098,-0.00783736910670996,0.0228726044297218,0.0141000356525183,0.00488564558327198,0.00237314240075648,-0.00293498882092535,-0.00784669164568186,0.0151997534558177,-0.00849735923111439
"2",-0.00813033245503902,-0.00389446807093918,0.00875401962548494,-0.00199817540124059,-0.0068848286755383,0.0135596636682749,-0.00857793260365725,-0.0143463565036654,-0.000986107857897878,0.0110376756638288
"3",-0.0030705058015883,0.00460642389953136,0.000388640793971717,-0.00368560268543661,0.00158131308853626,0.0136426547542214,-0.0146326320245862,0.00394487706944346,-0.00607157824561,0.00843626353889704
"4",0.000788185570854694,0.00698601780459285,-0.00812079571187496,0.0022941620554775,-0.00400504004210234,-0.012242610566318,-0.00635038735345006,0.00457757757976651,-0.000645676103886217,-0.000646569242235273
"5",0.0022739099804312,-0.00124808377586305,-0.00510391732677817,0.00138751626946032,0.00187408295460045,0.00465850718319416,-0.00287451245822012,-0.0156066296622157,0.00311833340674639,0.0121655184775591
"6",0.00390516710467637,0.00627082865685225,-0.00703715486451983,0.00535071128979325,0.00470308167859912,0.0108422506600618,-0.00221652165055275,0.0161814372986555,-0.00234745419584215,0.00499353278428316
"7",0.000723352073691785,0.00195876858197153,0.00228215893730521,0.00436777994036674,-0.00105958560016006,0.0153994988650084,-0.0018871168140322,0.00605189008638263,-0.00215066503733397,9.30089518078603e-05
"8",-0.00455905683338642,-0.00743886083364487,0.0135532291606069,-0.00029314897255972,0.00313088134862483,0.0030888004694134,-0.00474486546590924,0.0109060676768422,0.000870305462740362,0.00249103060923517
"9",-0.00273524667136371,0.00644428608939052,0.00571398111060262,-0.00773730967193842,-0.00318017043173313,0.0125028528273106,-0.00739381089806557,-0.0109983133152127,0.00670733954757452,0.00225923908874393
"10",-0.00290510011836886,-0.000770882412325591,0.00199529249221087,0.000780465081334114,-0.00317935715429485,0.00898501835763454,-0.0208897050470114,-0.0089222751557827,0.000460014678537846,-0.00771030085161328
"11",0.00170617771800607,0.00434593018144369,0.00412688497453928,0.00453827902674675,-0.00342730968259275,-0.00161765154916793,-0.00789405778050423,-0.013906535692513,0.00465297000482678,-0.00391183467581868
"12",0.00884938798844814,-2.65356493400759e-06,0.00875551719218493,0.00582138216122985,-0.00749120488762856,0.00622266763821244,0.0012970264069736,0.00123219878878444,0.00563312787562609,0.00376336625777185
"13",-0.000449734565336257,0.00264101987704635,0.00505944900214672,0.00162825896404684,0.00549282785505056,0.00426896847784519,-0.00290891458280385,-0.0243129339069128,-0.00202325079590082,-0.000995629350654781
"14",0.000151881802594289,0.00159807689487934,0.00297693465836346,-0.00461029727011919,-0.00245211669243872,0.00399370165541768,-0.00297988555394113,0.000605261535383761,-0.00135982374195009,0.00437973206862807
"15",0.00508901989087462,-0.00219409703277051,0.00281724450178444,-0.00219025928527117,0.00147511810064316,0.00229749688878655,-0.0060250423848629,0.00316087692044675,0.00373884406872094,-0.00271415873430669
"16",-0.00765682198107243,0.00545621011406183,0.00159528548829257,0.00519887590780854,0.00399582646787167,-0.00311311171390116,-0.00979231018573046,0.00637562666088343,-0.00397520558908582,-0.00609517702832818
"17",-0.000580630789045244,0.00393202109262347,0.00323418923653662,0.00649665528908372,-0.000216707354411483,-0.0025058058090508,-0.0029250867664814,-0.00103417679201812,0.00188980938401073,-0.000182313349796459
"18",0.00194822635967284,-0.000655629497487098,-0.00315360608510673,0.00134116993285716,0.00185035110916942,-0.000136806978844106,-0.00598006928339601,-0.00291178468614817,-0.00603792164474726,0.00958041474223137
"19",-0.00736039271578193,0.00648882100358605,-0.00273500825278461,0.00216477597132325,-0.00229061441496015,0.00425272947177291,0.00116788572631776,0.00125495658721775,-0.00168470933567733,0.000416509428760037
"20",0.00124122865963727,0.0095955915749073,0.00193819229025394,-0.00251446175388992,0.00504720816388726,-0.00226011476479471,-0.00859201792627573,0.00514203729107976,-0.000187666286365129,-0.00198894646018744
"21",0.00469863601028919,0.00105622480623424,0.00271296058781445,0.00573625694960356,-0.0042669870890677,-0.00439308397471905,0.0152989979833364,0.00281200837343931,-0.0107194781303406,0.00736103719100356
