"","XOM","WMT","HD","CSCO","VZ","PG","UNH","PFE","IBM","MRK"
"1",-0.0041006188839674,0.00573483109474182,0.00885676313191652,0.00356987398117781,0.00732925208285451,0.00675400858744979,-0.012597412802279,-0.00730646960437298,-0.000266142917098477,-0.0119817107915878
"2",0.0042171236127615,0.00577530032023787,-0.000749068451113999,-0.00381475943140686,0.00556822121143341,0.00369197665713727,0.0108093377202749,0.00436674989759922,-0.00115975132212043,0.0123885031789541
"3",0.00425390480086207,0.00556958978995681,-0.00138135487213731,0.00768158072605729,0.00526116695255041,0.000793889106716961,0.00124283402692527,0.0101903090253472,0.00205851439386606,0.00797205790877342
"4",0.00274499459192157,-0.00471521308645606,0.00859678722918034,0.00980217289179564,0.00185954349581152,0.00212390208616853,0.0107554607093334,0.0244366936385632,0.00840282067656517,0.010258637368679
"5",0.00362181710079312,0.00259161135181785,0.0113669540733099,0.00326344231143594,-0.009291703812778,0.00560054276138544,0.000378362979972735,0.0115771796554327,-0.000932583177927881,0.0116590913385153
"6",0.00115939253009856,-3.88975531677715e-05,0.0020720143802464,0.000898960395716131,-0.00092854822287336,-0.00273825507611036,0.0109483161941171,0.00790388323366642,-0.0058519272133708,-0.00359425228089094
"7",-0.00309367990121245,-0.00148666987661272,0.00178168131969869,0.00315156113356352,-0.00951339490711689,-0.00277200806885958,-0.000604239467065781,0.00746769923716784,-0.00568183604627848,-0.00229953695088625
"8",-0.00226354622282088,0.00279841362498701,0.00947323627769947,0.00486301584169269,-0.000939663150347769,0.00199110736139119,0.00209409254603088,0.00903891678899527,-0.00177255959715694,-0.00227833515964448
"9",0.00265319156460464,0.00084151147166267,0.00795266963541508,0.00262362649664283,-0.00739057594910264,0.000291939941234887,0.000998297822661698,0.0158268101513386,-0.00372123811393976,-0.00324330595321953
"10",-0.00729193305596709,-0.00409555528312922,0.00454006250947714,0.00567811448127031,-0.000758953276090324,-0.000903595762792975,0.0032320418395102,0.00973404478281736,0.00416974164545536,-0.00475710071623325
"11",-0.0071427128277719,0.00335495034232736,-0.00340491812676191,0.000883570173755288,-0.00315734394825995,-0.00163066654931754,-0.00294451182708144,0.0112472213804722,0.00674033630639315,-0.00555530423298478
"12",0.00373778701759875,0.00308672897517681,0.00617272639647126,-0.00163979630451649,-0.00426293211057782,-0.00115376466419548,-0.000953253824263811,-0.00304214144125581,-0.00218080682680011,-0.00270060752518475
"13",0.00135103717911988,-0.000187363737495616,0.0024739436339587,0.00475963624194264,0.000549957621842623,-0.00340961967594922,-0.00250539463013411,-0.00108247506432235,-0.00161150598432869,-0.00417009647935629
"14",0.00512930052354932,-0.00480667827650905,-0.000263709807768464,-0.00182642287109047,-0.00487371301278472,-0.00215117842890322,-0.00248407782055438,0.00137802259996533,-0.00277236825786531,0.000746482168324292
"15",-0.00584769761189818,0.00521954009309411,0.00102151406463236,-0.00230794539675117,-7.86679374868982e-05,-0.0011978461407125,-0.000979827484115958,0.00148029113188386,-0.00134380429517478,0.00211004144512117
"16",-0.0039665917865932,-0.0012169093824923,0.00351040484383702,0.00145865569356829,-0.00139654881786555,-0.00170027348212898,-0.00114970339927822,0.0027393102645874,0.00040943585918285,-0.00500985002145171
"17",0.000959275581408292,0.00211726175621152,-0.0015661611687392,-0.00438065361231565,0.000438226968981326,0.000476637273095548,0.00278719607740641,0.000828497170004994,0.00512302108108997,-0.000893146556336433
"18",0.00203178217634559,7.29612438590266e-05,0.000942175160162151,0.00299836951307952,-0.00332054099999368,-0.00100039097014815,6.9817848270759e-05,0.00161460321396589,0.00180730887223035,-0.00235574180260301
"19",0.000975187285803258,0.0024188500829041,0.00236083241179585,-0.00210386863909662,0.000603852851781994,-0.00125331594608724,-0.00435302359983325,0.00102526729460806,-0.00239183916710317,-0.00249261618591845
"20",-0.00522068794816732,-0.00379561958834529,0.000367572793038562,0.0021919091232121,-0.00513845914974809,0.0021325929556042,0.000220198591705412,-0.00551225617527962,-0.0048143588937819,-0.000363516999641433
"21",0.00323712104000151,0.00737770786508918,0.00124564673751593,-0.00323373265564442,-0.00013293647498358,0.000287662725895643,-0.00458878837525845,-0.00249017868191004,-0.00117582071106881,-0.00425046915188432
