"","INTC","GS","CVX","CSCO","WMT","VZ","HD","NKE","MCD","MRK"
"1",0.0030325863044709,0.00519372429698706,-0.00242656981572509,7.66646408010274e-05,0.0162428878247738,0.00223380024544895,-0.00422015972435474,-0.00392014253884554,-0.00386994332075119,-0.0056649693287909
"2",-0.00108533096499741,0.00707009108737111,-0.000598392216488719,0.00115419609937817,0.00674590701237321,0.0013455554144457,0.0016770432703197,-0.00509839085862041,-0.00324470037594438,0.00133570667821914
"3",0.00426864810287952,-0.00294566946104169,0.00423267390578985,-0.000858333485666662,-0.0167486742138863,0.0112019488587976,0.00085426663281396,-0.00593461003154516,-0.00370627455413342,0.00150011095684022
"4",0.00227272952906787,-0.00590604078024626,-1.79084436240373e-05,-0.000491582904942334,0.00723516289144754,0.00156527431681752,0.00439581368118525,0.00423685042187572,-0.0068600638769567,-0.0010028233518824
"5",0.00154928001575172,0.00542875798419118,-0.00383800594136119,-0.00142280501313508,0.00583859533071518,0.00174915697425604,-0.00277866399846971,0.00232705124653876,0.00123227899894118,0.00777284428477287
"6",-0.00303296744823456,-0.0026406601537019,-0.00110032793600112,0.00059005367802456,0.00763359246775508,-0.00258291815407574,-0.00102950690779835,0.000379899138351902,-0.000975462317001075,-0.00401155184954405
"7",-0.00413482636213303,0.00304742297157645,0.00670678215101361,0.00111820839811116,-0.00217537931166589,0.000205032862140797,-0.00143840222153813,0.000231523910770193,0.0062367501668632,0.00281259813345969
"8",0.000735037494450808,0.011140514165163,-0.00711437547579408,0.00305649451911449,0.0010873848805204,-0.00482999859377742,0.000209922276553698,7.94715087977238e-05,-0.00137896602973342,-0.00218148599378765
"9",-0.00426519801840186,0.000443071796325967,-0.00343273114413023,-0.000520190282259136,-0.00601676572114229,0.00552729703485966,-0.000310628151055425,-0.0029603773728013,-0.00242422567680478,-8.64682151586749e-05
"10",-0.00320665235631168,0.00466819480061531,-0.00964502990245819,0.00103959883563221,0.000321389670716599,-0.00322947674430907,0.00184565875679255,-0.00397469336166978,0.000554712663870305,0.00234402134083211
"11",-0.000567950890399516,0.00147016695700586,-0.00110766175203025,0.0014492126647383,-0.00752211268991232,0.00212508393451571,-0.0013141434174031,-0.00544807268306613,0.0024187124799937,-0.002102583181113
"12",0.00186930736526847,0.00040052889380604,0.00415568659082055,0.00162290851585567,0.00683401105925441,-0.00633163098245859,0.00339613435789943,-0.00200147181749344,0.00652300147339702,-0.00405249046161771
"13",0.00562098016962409,-0.00186983973253518,-0.000723700504750013,0.00127301795873791,-0.00711858225986362,-0.00137105025351048,-0.000213337712921202,-0.00206017144955695,0.00169552280567586,0.00111239368561655
"14",-0.00110607012175024,0.00602671038359404,-0.00289350445382297,0.00305833853781223,-0.00105682190041989,-0.00278119929134846,-0.00135496538132429,0.00183312117587775,0.00312996422871947,-0.00159665488172323
"15",-0.00169533351436257,-0.00875662453472614,0.0051647168584168,0.000296177924610674,-0.00175545329693705,-0.003646619617939,0.000629466376267374,0.00233313045464456,-0.00109286815859377,0.0025418009608984
"16",-0.00105143454857171,0.000395652110455558,-0.000289517309283838,0.00250024651177227,0.00345139531418681,-0.00297654839232564,-0.00165529549121857,-0.000623444037046283,-0.00110449839849025,-0.00200498546473682
"17",-0.00262404861859977,0.00393407419323921,-0.00916744582355022,0.00123766134493053,-0.00366684864275157,-0.00510391313582659,0.00240570725873113,0.00384385837242007,0.00405625347048044,0.00354628544300795
"18",0.00391501933336258,-0.00261409138329327,-0.00118693395052105,0.00171386916190386,0.00136757281143218,-0.00373528758063912,-0.00217101536691189,0.00370070617645979,0.00513033010065556,0.0224127564579248
"19",-0.00181630544830114,0.0052533783018589,-0.00521501433104277,0.0011067318264395,-0.00751675106585026,-0.00432673748582602,0.00210971850901842,-0.00463069789111614,-0.000350421003531665,-0.0212835893034935
"20",0.00593173922970891,0.00197276938706636,0.00294718495570123,0.00143573922105134,0.000793249462731183,-0.00494508817791939,1.9802446331596e-05,-0.00289210630580783,-0.00013175695494283,-0.00253144023008645
"21",-0.00143231125548482,0.00598905747756362,7.33319320715964e-05,0.000850425043608993,-0.00282313325442374,-0.00350393448024988,0.000695879803970456,0.00555364228785038,-0.00248029199428856,0.0032179793342948
