"","IBM","JNJ","PG","CVX","AA","CAT","KO","MRK","HD","AXP"
"1",-0.00448309164494276,-0.00446740165352821,-0.00299573712982237,-0.00495628546923399,-0.0103181339800358,0.00185651262290776,0.000114965514512733,-0.00152527599129826,-0.0029682838357985,-0.0124217821285129
"2",0.000488226156448945,0.00288305873982608,-0.000164463577675633,-0.00432671047747135,0.00125591654796153,-0.00611140346154571,-0.00377230043523014,-0.00524807488545775,0.00212138122878969,0.0115381581708789
"3",0.00220712600275874,-0.000342239771271124,-0.000353400828316808,0.0033716622274369,0.00706375297158957,0.00960574671626091,0.00345839210785925,0.0201450549066067,-0.004478067625314,0.00773535761982203
"4",-0.00438839197158813,0.00251874071545899,-0.000129454376292415,-0.00409029191359878,-0.00506497453898191,-0.0223917867988348,0.00592193705961108,0.00565597508102655,0.00427259411662817,0.00753935938701034
"5",0.00913239363580942,-0.00414707092568278,-0.00168684509117156,-0.00705974595621228,-0.00460012070834637,0.00593917816877365,0.00277226394973695,-0.00449357274919748,0.00118387304246426,0.0105564184486866
"6",0.00383207388222218,0.00142215727828443,0.00304214446805418,-0.00662530260160565,-0.0036957673728466,-0.00201752944849432,-0.00328222801908851,-0.00746346451342106,-0.00107404182199389,0.00665696011856198
"7",0.00083568663103506,-0.000575841986574233,-0.00171866966411471,-0.00300939055159688,0.0190139673650265,0.00559146888554096,-0.000403968413593248,-0.00417639082297683,0.00456512812525034,-0.00166998174972832
"8",0.00102614774368703,0.00543068582192063,0.00347787607461214,0.00336488941684365,-0.00224325060844421,0.00813310313969851,-0.0016634080093354,0.00548160076141357,0.00311945797875524,-0.00735847791656852
"9",-0.0022557086776942,0.00119738315697759,-0.000627555302344263,0.00290465215221047,0.00146149983629584,-0.0112656941637397,-0.0147705720737576,-0.00164201331790537,0.0046509294770658,-0.0112482467666268
"10",0.0107313422486186,0.00309358071535826,0.00190450344234705,-0.00307554798200727,-0.00826095230877399,0.015970466658473,-0.00251297350041568,-0.0016636960208416,0.000787002383731306,-0.00463546207174659
"11",-0.00180717220064253,-0.0017477129586041,-0.000649182591587305,-0.00248653395101428,-0.00284903612919152,-0.0140971150249243,-0.00177250627893955,-0.00119407568126917,0.00234854314476252,-0.00848299916833639
"12",0.00747504271566868,0.00537607353180647,-0.00175072497222573,0.00219387002289295,-0.00163344165775925,-0.0059715723618865,-0.00474632484838367,0.00812037009745836,-0.000443750148406252,0.000378042634110898
"13",0.00308117177337408,0.000768848520237952,0.000408874504501,0.000700868258718401,0.00398708833381534,-0.00448526442050934,0.00186495389789343,0.00156434869859368,0.00594775890931487,-0.000828121032100171
"14",-0.00309062097221613,0.000311259675072506,0.0012606797972694,-0.00710468785837293,-0.000921207247301936,0.00275920331478119,0.00493742153048515,-0.00404969230294228,0.00443839374929667,-0.00499075744301081
"15",0.00111655110958964,-0.000595917750615627,6.28302659606561e-05,-0.00504899024963379,0.00176547956652939,0.0259949658066034,0.000462129770312458,-0.000140068397740833,-0.00191855116281658,-0.00543282320722938
"16",-0.000676660099998116,0.0035445592366159,0.000104016660770867,-0.00420000636950135,-0.00173221935983747,-0.0186055898666382,-0.000530341523699462,2.81132288364461e-05,0.00187957973685116,-0.0055037192068994
"17",0.00351172592490911,-0.00109335605520755,0.001756661105901,-0.000386843283195049,0.00241087260656059,0.00652053998783231,-0.00294438749551773,0.00771582452580333,0.00623530615121126,-0.000210251047974452
"18",-0.00164400401990861,0.00150125322397798,-0.00257819076068699,-0.00143404025584459,-0.00152062380220741,0.00543082784861326,0.00216656737029552,0.00866950862109661,0.00446050520986319,0.0046936753205955
"19",0.000575386278796941,-0.00150711077731103,-0.00132237782236189,-0.00306829181499779,-0.00626818556338549,0.0114027978852391,-0.0177631545811892,0.00484674330800772,0.00403608055785298,0.00206341152079403
"20",-0.00159143656492233,0.00176916888449341,-6.44243700662628e-05,0.00220646243542433,0.00431755650788546,-0.00417694449424744,-0.00296054757200181,0.00371545553207397,-0.000142464981763624,0.00104618025943637
"21",0.00285760755650699,0.000853099103551358,-0.00105000368785113,0.00229141348972917,-0.00308642955496907,-0.0193004347383976,0.0013247246388346,0.00354664959013462,-0.000469549297122285,0.00404954003170133
