"","V","CSCO","PG","MCD","WMT","HD","BA","VZ","GS","MRK"
"1",0.00617051683366299,-0.00630323775112629,0.00108611583709717,-0.00208346219733357,0.00955905020236969,-0.00376629550009966,0.00523542053997517,0.00209142919629812,-0.00181490299291909,-0.00348505447618663
"2",-0.0125768501311541,0.00159224192611873,0.00305066374130547,0.00773391639813781,-0.00812284927815199,0.00884027872234583,0.00534475548192859,-0.0027554496191442,0.00822234898805618,-0.00278706755489111
"3",-0.0129713406786323,0.00843728240579367,-0.00385162141174078,-0.0055060307495296,0.00209495704621077,0.0021492000669241,0.00513731222599745,-0.00650221295654774,0.0003396829997655,-0.00185613101348281
"4",0.0157547853887081,-0.00217287708073854,-0.00144162855576724,0.0037618475034833,-0.0032620164565742,0.00285635446198285,0.00183398369699717,0.00199459958821535,0.0027474055532366,0.00236718845553696
"5",-0.00010182338883169,-0.00290842237882316,-0.00233094999566674,-0.00285383104346693,-0.00697318278253078,0.00747061241418123,-0.0131905507296324,-0.00145186216104776,0.0100190946832299,0.00383348180912435
"6",0.00406958116218448,-0.00581399630755186,-2.89637591777137e-05,0.00613642809912562,-0.0265637654811144,-0.00547791039571166,-0.00353451701812446,-0.000836665218230337,0.00180937012191862,-0.00555644975975156
"7",-0.00261809211224318,-0.00760053331032395,0.0025603068061173,0.00167448085267097,0.00253549986518919,0.00232376414351165,-0.00616764836013317,-0.00963443517684937,0.0040374849922955,0.00532511342316866
"8",-0.00377644482068717,-0.00316761573776603,-0.00820453371852636,0.00224254466593266,-0.00148172036278993,0.00124137534294277,-0.00304853427223861,-0.0016160486266017,0.00523517234250903,-0.00462865363806486
"9",0.00338387954980135,0.00297320983372629,-0.00560619682073593,-0.00307118566706777,-0.00649584177881479,0.00735835358500481,-0.00600432464852929,0.00250501884147525,-3.77777141693514e-05,-0.00707826716825366
"10",0.00213363883085549,-0.0108888233080506,-0.00088592799147591,-0.00244782259687781,0.00533432979136705,-0.00155296002048999,0.0160763412714005,-0.00257200049236417,-0.00462671043351293,0.000497955887112767
"11",-0.00787105318158865,0.00440267799422145,0.00144189468119293,-0.00226581888273358,0.00588032882660627,0.00324616557918489,-0.000545160786714405,-0.000157832677359693,0.0057931998744607,0.00259638507850468
"12",0.00124706816859543,-0.00632273545488715,-0.0035708243958652,0.00316197145730257,0.000567627837881446,-0.0028825409244746,-0.00441282335668802,-0.00018637151515577,-0.000852606084663421,0.00184061855543405
"13",-0.00536178657785058,-0.0116067063063383,-0.00463172979652882,-0.00411504739895463,-0.000186144767212681,-0.00170783814974129,0.00472001126036048,-0.00179400225169957,0.000441709911683574,0.0065973699092865
"14",-0.00905019696801901,-0.0122991865500808,-0.000621673592831939,0.000720248674042523,-0.00233746133744717,0.00155518180690706,-0.000132900866447017,0.000343524385243654,-0.000377039395971224,-2.44212278630584e-05
"15",-0.00881712138652802,0.00163832004182041,-0.00788016617298126,0.000672736729029566,-0.00257814396172762,-0.000706228660419583,-0.00280224671587348,-0.00132465432398021,-0.00435553258284926,-0.00152425502892584
"16",-0.0063410815782845,-0.00417526764795184,-0.00373944500461221,0.00346062425523996,-0.00492058554664254,-0.00373231596313417,-0.00321191665716469,-0.00281549757346511,0.0107927406206727,-0.00263683800585568
"17",0.00162844557780772,-0.0104964477941394,0.00116448232438415,0.000489670434035361,0.00380349298939109,-0.00741496309638023,0.0033877226524055,-0.00530337262898684,-0.00434298114851117,-0.00385474995709956
"18",-0.00864759180694818,-0.00494063831865788,0.00278247706592083,0.00282124360091984,0.000390639004763216,-0.00304437219165266,0.00228980672545731,0.000646931410301477,0.00402166694402695,0.000393445196095854
"19",-0.00914421863853931,-0.0086639765650034,-0.00791459809988737,-0.00398357259109616,-0.00225487351417542,0.00337161961942911,-0.00286167999729514,0.00270982342772186,0.00311474408954382,0.00527505204081535
"20",-0.0124226398766041,-0.000616331933997571,-0.0028568075504154,0.00132354279048741,0.00124737876467407,0.00199897564016283,0.000124762460472994,-0.00192990165669471,-0.00163348799105734,0.00217897188849747
"21",0.00446775602176785,-0.0133765498176217,0.000271572935162112,0.00135888857766986,0.00987826380878687,-0.00940411537885666,0.00677536521106958,-0.00182196253444999,-0.00517287896946073,-0.000859375461004674
