"","HPQ","JNJ","PG","CVX","AA","CAT","MRK","KO","AXP","HD"
"1",-0.00498081464320421,-0.00458236876875162,0.000613624171819538,-0.00585010461509228,-0.00113177334424108,-0.000748690450564027,0.0199923850595951,0.00174578803125769,0.00515968585386872,-0.011340755969286
"2",0.00665070349350572,0.00187158735934645,0.00330273690633476,0.0112801594659686,0.000490315607748926,0.00690923584625125,0.00779874809086323,0.00445037614554167,-0.00119180919136852,0.0110179083421826
"3",-0.0116550410166383,0.000371929520042613,0.00162913277745247,0.00367237697355449,0.000864492612890899,0.0434514842927456,0.0103331990540028,0.0119445724412799,-0.000852771860081702,0.00628513609990478
"4",-0.00468498701229692,0.0100902123376727,0.0058483355678618,-0.0021935342811048,0.0223861578851938,-0.016776954755187,0.0033562567550689,-0.0111180106177926,0.0228525809943676,-0.011783804744482
"5",-0.0219126679003239,-0.00181330076884478,0.00639163004234433,-0.00552999041974545,-0.00515471585094929,0.008948078379035,0.00537602230906487,0.0137708568945527,0.0110986782237887,0.00459517072886229
"6",-0.00236782012507319,-0.000184783173608594,-0.00106240261811763,0.0101348701864481,0.00169364199973643,0.0411965437233448,0.00630139885470271,0.0032498745713383,0.00222478178329766,-0.00490989442914724
"7",0.0054968181066215,-0.00558353262022138,-0.00407846784219146,0.00464593432843685,0.00809221714735031,0.00889416970312595,0.00296759977936745,-0.0192099492996931,0.0211626049131155,-0.0146373761817813
"8",0.0110710775479674,-0.00217749620787799,0.00267029693350196,-0.00371349952183664,0.0082259951159358,0.0169345289468765,0.00333900051191449,0.00131215993314981,0.019993532449007,0.0111893583089113
"9",-0.00509410444647074,0.00152388832066208,-0.000128925312310457,-0.00974095053970814,-0.023603031411767,0.00113436300307512,0.00329102715477347,0.00390057475306094,0.00259295920841396,-0.000604103086516261
"10",0.00224483804777265,0.00494082318618894,0.00518479803577065,0.00749356998130679,-0.00706658372655511,0.0156953278928995,-0.00414071837440133,0.00515016028657556,-0.00735612027347088,-0.00742346467450261
"11",0.00297007709741592,0.0036714740563184,0.00150548305828124,0.00180703680962324,0.000308607879560441,-0.00484411651268601,-0.00397650664672256,-0.00178752443753183,0.0196700189262629,0.00266616186127067
"12",-0.00837875809520483,0.00126898195594549,0.010668532922864,-0.00268946262076497,0.0150861460715532,0.000761287054046988,-0.000957249838393182,-0.0125447316095233,0.0137846693396568,-0.000960791192483157
"13",0.00714930705726147,3.2907282729866e-05,-0.0110984770581126,-0.00468795886263251,-0.0106977177783847,-0.0101427705958486,0.00546523556113243,0.00325367646291852,-0.00306452508084476,0.00767104607075453
"14",0.00685398513451219,-0.00153977668378502,-0.00646874494850636,0.0127087133005261,-0.0220410656183958,0.00490066781640053,0.00725286547094584,-0.00786210969090462,0.000364756851922721,0.00486096600070596
"15",-0.000479474780149758,0.0013881087070331,0.000206118857022375,-0.00329987588338554,-0.0111827496439219,0.00854624900966883,0.000452274980489165,-0.0112367616966367,0.00566403428092599,-0.000525629031471908
"16",0.000814022962003946,-0.00163631455507129,-0.00112036697100848,-0.00679985294118524,0.0159350037574768,-0.00721212662756443,0.00476574152708054,0.00660482421517372,0.00148883939255029,0.00523923663422465
"17",-0.00342474179342389,0.00294565921649337,-0.002068932633847,-0.00345993996597826,-0.00867982488125563,0.00198476598598063,0.00283629773184657,-0.00126330775674433,0.00132566026877612,0.00234316056594253
"18",-0.00386365433223546,-0.000147034326801077,-0.000154928115080111,0.00731199607253075,0.0082229720428586,0.000491701764985919,0.00306091061793268,-0.00424087280407548,-0.00505819357931614,0.0049020447768271
"19",0.0109764309599996,0.00123432360123843,0.002003806643188,-0.00105819036252797,0.00386611931025982,0.0146836247295141,-0.00418057478964329,0.000458609225461259,-0.00120545190293342,0.00877094361931086
"20",0.00130357593297958,-0.000259519583778456,-0.00249267998151481,-0.00269864615984261,0.0101951789110899,-0.00394206354394555,0.00168149312958121,0.00426612049341202,-0.000563234090805054,-0.00111878325697035
"21",-0.00359927373938262,0.00213323649950325,0.00350316055119038,0.000831988698337227,-0.0164831858128309,-0.00103092566132545,-0.00143411324825138,0.00757686933502555,0.001937888097018,0.00615205708891153
