"","JNJ","WMT","HD","VZ","CSCO","PG","PFE","UNH","IBM","NKE"
"1",-0.00161154160741717,0.00435579707846045,7.54228385630995e-05,-0.000104973099951167,0.00456554442644119,-0.00103213603142649,-0.00511275650933385,0.00275912880897522,2.03017680178164e-06,-0.00292193912900984
"2",0.00221153534948826,0.00501152779906988,-0.00347915990278125,-0.00570019008591771,-0.00380964833311737,-0.000964919570833445,0.00109171739313751,-0.000642480445094407,0.000352764094714075,0.002000029431656
"3",-0.00328399240970612,0.00358635047450662,0.00230586482211947,-0.00211803964339197,0.00502609414979815,-0.0024399277754128,-7.99239496700466e-05,0.00702873896807432,-0.00228357245214283,-0.00275873113423586
"4",0.0023674750700593,-0.00237866002134979,0.00166514923330396,-0.003345389617607,-0.0043505122885108,0.00159550865646452,0.000268341857008636,0.00114649708848447,0.0059285587631166,0.00662498315796256
"5",-0.00397100439295173,-0.00191324774641544,-0.00136164983268827,-0.00781011069193482,0.00500542391091585,-0.000623161962721497,0.00322961970232427,-0.00461213989183307,-0.00101400259882212,-0.00532109057530761
"6",0.00556774577125907,-6.12507574260235e-05,-0.000745636527426541,-0.00681712757796049,-0.00236537400633097,0.000948108325246722,-0.00212553469464183,0.000479675189126283,-0.000346826505847275,-0.00148552877362818
"7",0.00409587845206261,0.0060381623916328,-0.00133515452034771,-0.00299644353799522,-0.00132930639665574,-0.000197247427422553,-0.00353968888521194,0.00506450654938817,0.00290322280488908,0.00355766387656331
"8",-0.0017622928135097,0.00451047206297517,0.00404771184548736,0.000529658747836947,-0.00375410937704146,0.00121377524919808,0.00150239013601094,-0.000714644032996148,-0.00578699959442019,-0.00160397891886532
"9",0.00154437788296491,0.00019026076188311,-5.14184721396305e-05,0.00217547942884266,0.00272400584071875,-0.000218944231164642,-0.000423305260483176,0.00361331226304173,-0.00347931683063507,-0.00313850189559162
"10",-2.66172446572455e-05,-0.00441226037219167,-0.00365177821367979,-0.00314572965726256,0.00257478351704776,0.00128795939963311,0.0011766372481361,0.00317192333750427,-0.00133931741584092,-0.000433782872278243
"11",0.0012600754853338,0.00548761337995529,0.000902576139196754,0.00200939038768411,-0.00484442431479692,0.00115143414586782,-0.00120117224287242,0.0018362277187407,0.00392444338649511,0.00143505376763642
"12",0.00198406516574323,0.00665114726871252,0.00163167179562151,-0.00159285729750991,0.00382655300199986,0.00143280194606632,-0.00197961879894137,0.000226275980821811,0.00378716923296452,-0.00979441776871681
"13",0.000708407838828862,0.00149622291792184,-0.003874585730955,0.0015237097395584,-0.00350057031027973,0.000760522612836212,-0.0014074764912948,-0.0024685044772923,-0.00343573139980435,0.00757679622620344
"14",0.00401019537821412,0.00229819840751588,-0.00337344803847373,0.00314647750928998,0.00237674615345895,0.00186741433572024,-0.000355866621248424,0.00108708743937314,-0.00477502215653658,-0.000399929005652666
"15",0.00150253367610276,-0.00115977285895497,-0.00038207572652027,-0.00180094176903367,-0.00398670928552747,0.00206567533314228,-0.000263737048953772,-0.00235535018146038,0.000465863879071549,4.18088893638924e-05
"16",0.00266117486171424,-0.00186439615208656,0.00310173351317644,-0.00660452246665955,0.00177775998599827,0.00240477244369686,0.000114665635919664,-0.00494929868727922,-0.00348592316731811,0.00485858973115683
"17",0.00446530524641275,0.00741271069273353,-0.004860267508775,-0.000325414788676426,-0.00182619516272098,0.0015175222652033,-0.00081677851267159,0.00143839337397367,-0.000976713374257088,0.000715478090569377
"18",0.00533678429201245,0.0015741097740829,-0.000494467793032527,-0.00806270912289619,-0.00217446219176054,0.00228748843073845,-0.00131255539599806,-0.00221449346281588,0.013684649951756,-0.00365147180855274
"19",0.00221451139077544,8.97360150702298e-05,0.00186039519030601,-0.00113960425369442,-0.00431402307003736,0.00228748843073845,-0.000668142107315361,0.00109951116610318,-0.00866586808115244,-0.0027206321246922
"20",-0.00147938716690987,-0.00418016267940402,7.53091735532507e-05,-0.00584289012476802,0.00260867341421545,0.00182315637357533,0.00163120229262859,-0.000883907312527299,0.00535391503944993,0.00243136193603277
"21",-0.00179963337723166,0.00382782123051584,-0.00616482878103852,-0.00609018467366695,0.00521042291074991,0.00182315637357533,-0.000717442948371172,-0.00516722304746509,-0.002944152103737,0.0037905084900558
