"","JNJ","HD","HPQ","PG","AA","BA","AXP","MRK","KO","CAT"
"1",0.0113219004124403,-0.00990296620875597,0.0408673249185085,0.00125468720216304,0.0112744383513927,0.00215497496537864,0.00885182246565819,0.0106039680540562,0.00541883846744895,0.00447648111730814
"2",0.00050202093552798,-0.0129541233181953,-0.000701456388924271,-0.000249890057602897,-0.0108803063631058,0.000855992257129401,-0.00133286300115287,0.00833539944142103,0.00377953751012683,-0.00173775968141854
"3",0.00363976298831403,0.010715956799686,-0.00112659099977463,0.00454799504950643,-0.0022453588899225,-0.00194562622345984,-0.00101489934604615,-0.00668350933119655,0.000332051480654627,-0.00259244767948985
"4",-0.00478469207882881,-0.0268118530511856,0.0391823165118694,0.00136919692158699,0.0053455401211977,-0.000922857027035207,-0.000745574943721294,-0.00280380435287952,0.0079064154997468,0.000510546611621976
"5",0.00276650604791939,0.00924553629010916,0.00368770840577781,-0.00215300032868981,-0.00100445083808154,0.00142430665437132,0.000661207479424775,0.00957637093961239,-0.00260195438750088,-0.00335433473810554
"6",0.0043643768876791,0.00133229710627347,-0.00439716642722487,-0.000510268786456436,0.00917944777756929,-0.00759377935901284,-0.0339877866208553,-0.00817759241908789,0.0034228062722832,4.3322939745849e-05
"7",-4.96511165692937e-05,0.0216783508658409,0.0258102267980576,-0.00354596553370357,0.00530592445284128,0.00847037974745035,0.0071183517575264,-0.00234303576871753,-0.00157378590665758,0.0037426978815347
"8",-0.000647085777018219,0.00485813105478883,0.0300874579697847,7.04613266861998e-05,0.000962251040618867,0.00669669918715954,0.00131867325399071,0.00496900733560324,-0.00261669768951833,0.0100123323500156
"9",0.00182146951556206,0.00312534673139453,0.00249105831608176,-0.00596731901168823,-0.00666033430024981,4.92970575578511e-05,0.00334252743050456,-0.00314971874468029,-0.000266245799139142,0.00493218004703522
"10",0.00157795671839267,0.00180594599805772,-0.00897887907922268,-0.000631392002105713,-0.0028615016490221,0.00385185750201344,-0.00407018978148699,-0.000410457549151033,0.00511428946629167,0.000637616903986782
"11",-0.00106165092438459,0.00894436612725258,0.0346322320401669,0.000727186095900834,-0.00269970414228737,-5.26687581441365e-05,0.00289928121492267,0.00133330200333148,-0.00137699989136308,-0.0041063018143177
"12",-0.00171221443451941,0.00150215497706085,0.00964721664786339,0.00346694979816675,0.000285026093479246,-0.000356380973244086,0.0099895428866148,0.000995740061625838,-0.00524559477344155,-0.00470266956835985
"13",-0.000968113425187767,-0.0149275455623865,-0.0156797934323549,-0.00104707235004753,0.00570699060335755,0.003332301042974,0.00168344541452825,0.00308861979283392,0.000334324693540111,0.00131718383636326
"14",-0.00240600132383406,-0.0175892915576696,0.0319954305887222,-0.00116833345964551,0.000959564291406423,0.00216678366996348,-0.00299770873971283,0.000528310600202531,-0.00307865254580975,-0.00313527858816087
"15",-0.000349964917404577,-0.00684281857684255,-0.00411919690668583,0.00357084115967155,0.00649413885548711,0.00154953903984278,0.00451659504324198,-0.00353227159939706,-0.00156670249998569,0.00790078938007355
"16",-0.0021223237272352,-0.000848426716402173,-0.00889186374843121,-0.00189875974319875,0.00148870004341006,0.00569199025630951,-0.0206680726259947,0.00727586029097438,-0.00440275389701128,0.00733725912868977
"17",-0.00273301638662815,-0.00355608179233968,-0.00120734411757439,0.00276446039788425,0.00593799958005548,0.00673016859218478,-0.00362593401223421,0.00659101502969861,-0.00122159312013537,-0.00157289882190526
"18",-0.00293477601371706,0.00249801110476255,0.000991084147244692,0.00745884282514453,-0.000514082086738199,0.0024312436580658,-0.00237734988331795,-0.00601357780396938,0.00025722270947881,0.001120864180848
"19",-0.00366499717347324,-0.000924989755731076,-0.00815565604716539,-0.00477963546290994,0.00478202197700739,0.00505575723946095,0.000855063903145492,0.00588040193542838,0.00235019414685667,-0.00132493104320019
"20",-0.00674990843981504,0.00646657356992364,-0.00544566567987204,-0.00232288986444473,0.00360890501178801,0.00641014333814383,-0.0122778359800577,-0.00136441539507359,-0.00212859059683979,-0.00279811210930347
"21",-0.00278698327019811,0.00771420355886221,0.0146638797596097,0.00642037810757756,0.0015665132086724,0.00704891793429852,0.000235900908592157,-0.0025978940539062,-0.000709909305442125,-0.00656641274690628
