"","HD","JNJ","WMT","PG","CSCO","VZ","MRK","KO","GS","NKE"
"1",-0.00233629089780152,0.000765952398069203,-0.00270983343943954,0.00629614386707544,-0.00247087329626083,0.0112936915829778,0.0014949511969462,-0.00111276423558593,0.023628905415535,-0.00579837011173368
"2",0.00619523739442229,0.00748854409903288,-0.0043380013667047,0.0107386698946357,0.00735627813264728,0.00359876709990203,-0.00288411392830312,0.00425143353641033,0.00883778557181358,-0.0152987139299512
"3",0.0238093230873346,0.0117630902677774,-0.0063295909203589,0.0112765673547983,-0.00806163437664509,-0.00615956587716937,0.00645120395347476,0.00318818422965705,-0.0148712638765574,0.00789246987551451
"4",0.0129169523715973,0.000529534998349845,-0.00226418976671994,0.00578421773388982,-0.00300604128278792,-0.00752922985702753,-0.00496260030195117,-0.00270905019715428,0.00985807739198208,0.018606586381793
"5",0.00487663922831416,0.00346658239141107,0.00366138480603695,0.00751345278695226,0.00256195268593729,0.000357523967977613,-0.00423483550548553,0.00389791233465075,0.00458389474079013,0.0228325314819813
"6",0.0191738922148943,-0.008626121096313,-0.00788419228047132,-0.000897300720680505,-0.00514825200662017,0.00659125484526157,0.00575631344690919,0.0013802443863824,-0.0139656066894531,0.00217530759982765
"7",-0.00901537295430899,0.00217724544927478,-0.00846904702484608,-0.00925492495298386,-0.010909890756011,-0.00315371132455766,-0.0170760713517666,-0.000163218399393372,0.00395571952685714,0.0219096578657627
"8",0.00115542917046696,0.0017733940621838,-0.00689786113798618,0.00628094328567386,-0.00483928807079792,0.00274213869124651,-0.00186691817361861,-0.000247699645115063,0.00663549685850739,0.0147615373134613
"9",-0.00955780036747456,2.93611319648335e-05,0.00393079593777657,0.00595437595620751,-0.00243024970404804,0.0138231925666332,0.00219565210863948,0.000155676127178594,-0.00482809916138649,-0.0035672215744853
"10",-0.00459111668169498,0.00507139274850488,0.000422508950578049,0.00889271683990955,-0.00648292992264032,0.00252046016976237,0.00102180661633611,0.00184699636884034,-0.00455129845067859,0.0122793214395642
"11",0.000303859123960137,0.00374959176406264,0.000374445487977937,-0.00250759162008762,-0.00297051016241312,-0.00400771154090762,-0.00384300062432885,-0.00318921054713428,-0.00274907099083066,0.00676108105108142
"12",0.00228004483506083,0.00495324609801173,0.00988402031362057,-0.00402303785085678,-0.00129510264378041,0.00548410369083285,0.00873991660773754,0.000900968501809984,0.00371034420095384,0.00505471928045154
"13",0.0139704523608088,-0.00182017392944545,0.000177895009983331,0.00328456400893629,-0.0108208963647485,-0.00105643505230546,0.00309970695525408,0.00273123919032514,-0.00462783221155405,-0.00479355733841658
"14",-0.00141610635910183,0.000137387498398311,-0.0086671207100153,-0.000780088594183326,-0.00287441653199494,-0.0112053910270333,0.00149000040255487,0.00184734573122114,0.0112588545307517,-0.00495212385430932
"15",0.00770880933851004,0.00339184491895139,-0.00334596377797425,-0.00214589247480035,-0.00510396668687463,-0.00238835578784347,0.0135941412299871,0.0028770815115422,0.0102380374446511,-0.00630465429276228
"16",0.0047458284534514,0.000505744072142988,0.0025863538030535,-0.00211214344017208,-0.00988622475415468,-0.00376117322593927,0.00232781609520316,-0.00126450241077691,-0.013658887706697,0.00304590491577983
"17",0.00924396794289351,0.00323429913260043,-0.000116327602881938,0.00111872237175703,-0.00745570380240679,-1.98813395400066e-05,0.00103541219141334,0.00222578016109765,-0.0223856475204229,0.000453446031315252
"18",-0.00553415343165398,-0.00441067200154066,0.00111319741699845,-0.00173289782833308,-0.00388223375193775,-0.00986327882856131,0.00541489664465189,0.000563061912544072,-0.0101659996435046,-0.00445189047604799
"19",0.00869893562048674,-0.00402760040014982,0.00803319364786148,-0.00487475004047155,-0.000198764624656178,3.55077099811751e-05,-0.000219889931031503,0.00378483324311674,-0.0101534649729729,0.00283494871109724
"20",-0.00233184918761253,0.00195056991651654,0.00477908831089735,0.000205105330678634,-0.0013477373868227,0.006618807092309,0.000434427493019029,-0.000329497415805236,-0.0116951921954751,-0.0011964722070843
"21",0.0041662915609777,0.00287141231819987,-0.00132106675300747,-0.000902439700439572,0.00197428255341947,0.00121165695600212,0.0105216959491372,-0.00380765250883996,-0.00709856022149324,-0.00802528858184814
