"","CVX","MCD","WMT","CSCO","PG","HD","BA","NKE","GS","VZ"
"1",-0.0012361112749204,0.00557739520445466,0.000205434989766218,0.00060875661438331,0.00569861568510532,-0.00608353177085519,0.00776683958247304,-0.0126739693805575,-0.00270574749447405,0.00205976888537407
"2",0.0113520612940192,0.000206939628697,-0.00332706118933856,-0.00198968080803752,-0.00946442037820816,-0.00664265546947718,-0.00205565546639264,-0.0171875841915607,-0.00838662032037973,-0.00691752275452018
"3",0.00291892886161804,0.00552802858874202,0.00502461334690452,0.00568040600046515,-0.000146964826853946,0.00502725737169385,0.00123330613132566,-0.0165207032114267,-0.0142665114253759,0.00745418621227145
"4",-0.00293477484956384,-0.00176027207635343,-0.016546756029129,0.00557225150987506,0.00218691118061543,0.012599672190845,-0.0333430729806423,0.00670966040343046,0.0263829808682203,-0.00627451948821545
"5",-0.00184008479118347,-0.0028180405497551,0.00204127887263894,-0.00850965082645416,0.00215208833105862,-0.00495836231857538,-0.0031013332773,0.00735544878989458,0.00365715846419334,0.00406151590868831
"6",0.00100072112400085,0.00256873993203044,-0.00469247391447425,-0.0084997471421957,-0.000257398874964565,0.00419324310496449,-0.0170338619500399,-0.00467266514897346,-0.0237579066306353,-0.00509320525452495
"7",0.00206550001166761,-0.000746449397411197,-0.0138654634356499,0.00668757548555732,-0.000752734660636634,-0.00480296369642019,-0.013056973926723,0.00263032410293818,-0.00634416751563549,-0.00121242622844875
"8",-0.000150921172462404,0.00308251054957509,0.00904177036136389,-0.000824054819531739,-0.00915232207626104,-0.00943272933363914,-0.00486965570598841,-0.0141515834257007,0.0106295570731163,0.0070836404338479
"9",0.00523208035156131,-0.0131982145830989,0.00289185298606753,-0.00541557557880878,0.00152850907761604,-0.00193019350990653,0.00176898017525673,0.00094658526359126,6.51873269816861e-05,-0.00537567399442196
"10",0.0112538943067193,-0.0126604037359357,-0.000451448315288872,0.00149994634557515,0.000468682555947453,0.00132029852829874,0.00359105411916971,0.0185615085065365,0.00110483064781874,-0.00236747646704316
"11",-0.00757598550990224,0.0132393250241876,0.00502775749191642,-0.00124526128638536,-0.00259059458039701,-0.00107630179263651,-0.0182770416140556,0.00244970968924463,0.00775409117341042,0.00337751558981836
"12",0.00387055915780365,-0.00294114649295807,0.00132437201682478,-0.00126743002329022,-0.00183581619057804,-0.00626625400036573,0.000856817874591798,-0.00852005183696747,-0.0144137386232615,0.000768485944718122
"13",-0.00178226642310619,-0.00274345418438315,-0.000203875752049498,0.00376487011089921,-0.00083536992315203,-0.0038615963421762,0.0053276289254427,-0.00562773924320936,-0.0111602516844869,-0.00233293999917805
"14",0.00577632104977965,0.00336880795657635,0.00281446077860892,-0.00331860291771591,0.000359193451004103,0.00624207779765129,0.00388673576526344,-0.00842520501464605,0.00642017461359501,0.00296341557987034
"15",-0.00701205711811781,-0.00578966317698359,0.00443268893286586,0.0020354543812573,0.00286507280543447,0.00127944687847048,0.0025823088362813,-0.00337887369096279,-0.00247901142574847,-0.00515590375289321
"16",0.0166222397238016,-0.00532563263550401,-0.0012728365836665,0.000992864137515426,0.00307367229834199,0.000354802614310756,0.00741191441193223,-0.00382923823781312,-0.00462012365460396,-2.56364146480337e-05
"17",-0.00121358735486865,0.00887746829539537,0.00349928764626384,-0.00739820674061775,-0.0085534481331706,0.00331780803389847,0.00301307230256498,-0.0023555860389024,0.00099901482462883,0.00202225451357663
"18",0.00855129212141037,0.000437351030996069,0.0027554000262171,-0.00625954102724791,-0.0133091043680906,-0.00783452484756708,0.00701157515868545,0.00485067581757903,-0.0057729440741241,-0.0025645368732512
"19",0.00201762281358242,0.00394604634493589,-0.00185251084621996,-0.00278261513449252,0.00847683381289244,-0.000213392602745444,0.00610388955101371,-0.0117832608520985,0.00103734608273953,0.00543050747364759
"20",0.00389082217589021,-0.00149763491936028,0.00685205776244402,-0.000192494611837901,-0.0016329683130607,0.00252980063669384,0.00307908863760531,-0.0027151966933161,0.00210367515683174,-0.00251211249269545
"21",0.0013591789174825,0.00319106830283999,0.00211690552532673,-0.00725724967196584,-0.00364367943257093,0.000873245124239475,0.00660380627959967,0.000670201436150819,-0.00489917444065213,0.00517945131286979
