"","MRK","PG","GS","CVX","WMT","DIS","T","HD","BA","KO"
"1",0.00367930438369513,-0.00189487682655454,-0.00620618043467402,0.00677109370008111,0.00148658361285925,-0.000181472772965208,0.00711156846955419,0.00108261208515614,0.00135063088964671,-0.00262627121992409
"2",0.00762354955077171,0.00331988255493343,-0.000215591280721128,-0.0100308135151863,-0.0032121657859534,0.00461333384737372,-0.00937768537551165,-0.000123546182294376,0.00733429240062833,0.000377831078367308
"3",0.00151785463094711,-0.0046380995772779,0.0080884201452136,-0.00227791722863913,0.00133502692915499,0.00482976855710149,0.0115294242277741,-0.00781031511723995,0.0227246787399054,-0.00741932680830359
"4",-0.00442458875477314,0.00889788381755352,0.00470304908230901,0.00233655911870301,-0.00132624106481671,-0.000814211845863611,0.00720694707706571,-0.00301551911979914,-0.00270130811259151,0.0114326477050781
"5",0.00237699644640088,0.00848591793328524,-0.00118541903793812,-0.00638868706300855,-0.0043227905407548,-0.00177546322811395,-0.00431543495506048,-0.00165017961990088,0.00128171627875417,0.00457439525052905
"6",0.00287275295704603,-0.00189277657773346,0.00547340279445052,0.000283303408650681,-0.00328907696530223,-0.00296493526548147,-0.00348493154160678,0.00672251731157303,-0.00317857251502573,-0.00512196309864521
"7",0.00641835387796164,-0.000716145033948123,7.57386951590888e-05,-0.000746070698369294,-0.00240931333974004,-0.00286318897269666,-0.000445900805061683,-0.00421690847724676,-0.0109359361231327,-0.0122710941359401
"8",0.00481716869398952,0.00281174434348941,-0.00194524426478893,0.000812861602753401,0.000402269419282675,0.00147971289698035,-0.0051035862416029,0.00490404944866896,-0.00313747418113053,-0.00328922714106739
"9",-0.00133609573822469,-0.000986804254353046,0.0051037990488112,0.000966521329246461,1.56016976688989e-05,0.00196619424968958,-0.00326814502477646,-0.00367475114762783,0.00799369160085917,0.00688977027311921
"10",0.00193324207793921,0.00738973217085004,-0.00191223050933331,-0.000423524499638006,-0.00385104538872838,0.00622734520584345,0.00658962223678827,0.00141703500412405,0.00326343975029886,-0.0056782765313983
"11",-0.00347313331440091,0.00193218200001866,0.00404617236927152,0.00302965403534472,-0.000517594104167074,-0.000102541212982032,6.21173312538303e-05,-0.00572634348645806,0.00879241991788149,0.000225036783376709
"12",-0.00305861281231046,0.00199876981787384,0.00500685814768076,0.00405184458941221,-0.00245501124300063,-0.000401868514018133,-0.00314766354858875,0.00210115569643676,0.00180285214446485,0.0102021656930447
"13",-0.000608294736593962,0.00535512855276465,-0.00670106010511518,-0.002284498186782,0.000621565734036267,0.000354196730768308,-0.0027233543805778,-0.00085359945660457,0.00239391764625907,-0.00554484920576215
"14",-0.00398266315460205,-0.00383325363509357,0.00768010644242167,0.0017691875109449,0.00514494301751256,-0.00105947896372527,0.000623669882770628,0.00376797816716135,-0.00997892487794161,-0.00915196817368269
"15",-0.00494868215173483,0.00572121050208807,0.00361436372622848,0.00609005708247423,0.00456371204927564,-0.00114607030991465,0.00206403899937868,0.000645390886347741,0.00890093948692083,-0.00225791707634926
"16",-0.00445906305685639,0.00257784244604409,0.00777820078656077,0.00131953426171094,0.00259996275417507,0.000228039833018556,0.00443497393280268,-0.00350031885318458,0.00151479407213628,0.00375207280740142
"17",0.00504205422475934,0.00155469554010779,0.0085757914930582,0.00526942079886794,-0.00123609171714634,-0.00378856994211674,0.00550198229029775,0.0011099613038823,-0.00197227695025504,-0.00114216806832701
"18",0.00249341572634876,0.00498213665559888,-0.000281515705864877,-0.000977226532995701,0.0016918343026191,-0.00249903369694948,0.00367306917905807,0.00337501708418131,-0.00716204941272736,0.000211327220313251
"19",0.00892912782728672,-0.00338829285465181,0.000233454251429066,0.00322989653795958,0.00887629669159651,-0.00233528204262257,0.00149966101162136,-0.00574240367859602,0.00240472634322941,0.00478147203102708
"20",-0.000672995520289987,0.00461220275610685,0.00239480542950332,0.00339406495913863,9.56595467869192e-05,0.00601321551948786,0.00397613411769271,0.0062892297282815,-0.00308894878253341,-0.00813426729291677
"21",-0.00293148960918188,0.00176217535044998,-0.00213215802796185,0.00295507605187595,-0.00169482384808362,0.00423323176801205,0.00152554956730455,-0.00492929201573133,0.0010726583423093,-0.00417598756030202
