"","WMT","JNJ","CVX","PG","CSCO","GS","NKE","MRK","VZ","KO"
"1",0.0149930147454143,0.00797136966139078,0.0207721218466759,0.0101186893880367,-0.0113013088703156,0.0128101343289018,0.00591728510335088,-0.00150435243267566,-0.00238631782121956,-0.00165443425066769
"2",0.00255083246156573,-0.00626678252592683,-0.0022667518351227,-0.0028052672278136,-0.000924121530260891,0.0145573262125254,-0.00191678421106189,-0.0031973288860172,0.0115589564666152,-0.00656953919678926
"3",0.00781515520066023,-0.00206393166445196,0.00175631197635084,0.0101092103868723,0.00562179880216718,-0.00470396783202887,0.00156341632828116,0.00189516635145992,0.00312355230562389,-0.00362095818854868
"4",-0.0112763354554772,-0.0057487147860229,0.00750726461410522,-0.00350252236239612,0.00329002155922353,-0.00357633712701499,-0.00847805012017488,0.00805424898862839,0.000777331704739481,0.00441443873569369
"5",-0.0110279340296984,0.000565967988222837,-0.0027653556317091,0.00305520533584058,-0.00402191793546081,0.00162437243852764,-0.00622090697288513,-0.00166899967007339,-0.00390835851430893,0.00405636616051197
"6",0.00705033214762807,0.0150858638808131,-0.00245681079104543,-0.0010090033756569,-0.00721892481669784,-0.00863160006701946,-0.000132517059682868,0.0069785132072866,0.00471377372741699,0.00647274265065789
"7",-0.0117207989096642,-0.000497777655255049,0.00582516752183437,0.00157508940901607,0.000744856719393283,0.00614839652553201,0.0024277598131448,0.00270582688972354,-0.00187942094635218,0.00521463481709361
"8",0.00175573630258441,0.00184278702363372,-0.00637210626155138,-0.000476885528769344,0.000896613928489387,0.00153462553862482,-0.00698959454894066,-0.000889106013346463,0.00933585409075022,0.0004240867565386
"9",0.000847425544634461,-0.00317076407372952,0.00466928165405989,0.00156132341362536,-0.00545301055535674,-0.00997907854616642,-0.00177072593942285,0.000152140404679812,0.00793130323290825,-2.05004580493551e-05
"10",0.00814168527722359,-0.00234965654090047,0.00723611284047365,0.00421697646379471,-0.00249347486533225,-0.00846543069928885,0.00164112739730626,0.00257982779294252,-0.00457305926829576,-0.00608173431828618
"11",-0.000701653189025819,-0.00196019583381712,-0.0071428338997066,0.000680278870277107,-0.018173897638917,-0.00865142792463303,-0.00285589671693742,-0.000758037436753511,0.00437535997480154,-0.00423808023333549
"12",-0.0154397282749414,-5.80207779421471e-05,-0.0150906629860401,-4.14664755226113e-05,0.0107755325734615,-0.00270762224681675,-0.00223296857438982,-0.00353219732642174,-0.00383296166546643,0.000526978576090187
"13",0.00524178985506296,-0.000545531627722085,0.00313401105813682,-0.00272459001280367,0.00406744098290801,0.00522065116092563,-0.000337246659910306,0.00519189517945051,-0.00373141234740615,0.00178123498335481
"14",0.00100989826023579,0.00477913348004222,-0.00419443938881159,0.00240191328339279,-0.00400773854926229,-0.00185616337694228,-0.00432347506284714,-0.00435298262163997,-0.00645546382293105,0.00124705117195845
"15",-0.00338553101755679,-0.00202060537412763,0.00291666109114885,0.000476250250358135,-0.00441752327606082,0.00463282689452171,-0.00768233789131045,-0.00351457227952778,-0.00274060503579676,-0.00059335510013625
"16",-0.000525090901646763,0.00937226973474026,-0.0120581043884158,0.00493881618604064,-0.00733457505702972,-0.0104969507083297,0.00414087390527129,0.00950155314058065,0.000671282759867609,-0.000780668982770294
"17",-0.00151649280451238,-0.00274936854839325,-0.00780894374474883,-0.00228089210577309,0.00379488035105169,-0.00971897691488266,0.00166136433836073,-0.0061540650203824,0.00112956238444895,-0.00455987919121981
"18",-0.00613902695477009,0.000192091669305228,-0.0121312476694584,0.000157329195644706,-0.00651701120659709,-0.00597428670153022,0.00807326752692461,-0.00773078948259354,-0.00284008425660431,-0.0102346856147051
"19",0.00255794706754386,-0.00261386693455279,0.000458218128187582,-0.00203473167493939,-0.00790579710155725,-0.00584011524915695,0.00321095925755799,-0.00085407734150067,-0.00108177296351641,-0.00341586349532008
"20",0.00262678042054176,0.00482774712145329,0.0146719953045249,-0.00078717595897615,-0.00134225562214851,0.00118823035154492,0.00490848906338215,-0.00427043158560991,-0.0017525355797261,0.00602891016751528
"21",-0.00443031312897801,0.000709889514837414,0.00697959633544087,0.00110140559263527,-0.00354160484857857,0.00320701557211578,0.000667144428007305,-0.00684339180588722,0.00180581619497389,0.00303029688075185
