"","JNJ","UNH","CSCO","PG","CVX","VZ","NKE","GS","KO","MRK"
"1",0.00317112193442881,0.0030169659294188,-0.00313461082987487,0.000749464670661837,-0.00475819362327456,0.00910287722945213,-0.000970670895185322,0.0102036278694868,0.00605287263169885,-0.00492441700771451
"2",8.49769858177751e-05,-0.00117783667519689,-0.00516118621453643,-0.00244353292509913,-0.00314508588053286,-0.0199700929224491,0.000772397965192795,-0.00524867512285709,0.00624341843649745,0.00100853061303496
"3",0.00630304682999849,0.0125308576971292,-0.00640293955802917,0.000432888948125765,-0.00094316405011341,-0.00703232269734144,0.000447043479653075,0.000680686091072857,0.0020547891035676,0.0045005576685071
"4",0.000733115652110428,0.00185960007365793,-0.00679595302790403,-0.00277148722670972,-0.0141998762264848,0.000393412628909573,0.0061485581099987,0.000302724161883816,0.00202088011428714,0.00132671894971281
"5",0.00260534533299506,-0.00328493560664356,0.00240807863883674,0.00712710386142135,0.000216188593185507,-0.00126477424055338,-0.004508710000664,0.00849074777215719,-0.0067701512016356,0.0034469070378691
"6",0.0033679788466543,0.00190298177767545,-0.0124532151967287,-0.011817954480648,0.00460777245461941,-7.63865173212253e-05,0.00101627339608967,0.0124846016988158,0.00398795120418072,-0.003414107253775
"7",0.00492147589102387,-0.0021997953299433,-0.00422425149008632,-0.00111954379826784,-0.0207776427268982,-0.00475333351641893,0.00620716111734509,0.012444687075913,-0.00415456714108586,-0.00367329106666148
"8",-0.000556958315428346,-0.00308250240050256,-0.00704892491921782,-0.00207275501452386,-0.010431969538331,0.00715613877400756,0.00705922255292535,0.0120762130245566,-0.00404607830569148,-0.00495378114283085
"9",0.000692865927703679,0.000357987213646993,-0.000238235952565446,0.00726303970441222,-0.0066928043961525,0.00475112162530422,0.00675741629675031,-0.00349395675584674,0.00646278355270624,0.00542347738519311
"10",-0.00181084719952196,0.0021440873388201,0.000419655407313257,-0.00147568876855075,0.0114842858165503,0.0088663911446929,-0.000695640046615154,0.0042527187615633,0.00501733180135489,0.00635207630693913
"11",0.000991961918771267,-0.00261838384903967,-0.00791860092431307,-0.00222862581722438,0.00435591163113713,-0.00164405861869454,0.00162962183821946,0.00686015980318189,0.00298709608614445,0.00318516790866852
"12",-0.00109447923023254,0.00654184212908149,-0.0163017958402634,-0.00273050344549119,-0.00422001956030726,-0.00417579244822264,-0.0025864471681416,0.00766786653548479,0.00600390369072556,-0.00197960715740919
"13",-0.000970887253060937,-0.00308782164938748,0.00786953419446945,-0.00170655723195523,0.00455018691718578,0.000963320140726864,-0.00324027752503753,0.00184132426511496,0.000258449115790427,0.00229321396909654
"14",0.00380115630105138,-0.0024649987462908,0.00657337810844183,-0.00702676130458713,0.0020471946336329,0.00518091535195708,0.00235558114945889,0.00076375954085961,0.00662603368982673,-0.00153259234502912
"15",-0.00687880348414183,0.00139112863689661,-0.00425657304003835,-0.00191211933270097,-0.016740757972002,0.00555511703714728,-0.00100095977541059,0.018011849373579,-0.00707760220393538,-0.00162531423848122
"16",0.00973145570605993,-0.000764237949624658,0.0115091083571315,0.00769651820883155,0.00790035631507635,0.000586300855502486,0.00298644881695509,0.00938464142382145,-0.00196065800264478,0.00056854693684727
"17",-0.00586785608902574,-0.00181273475755006,-0.000240942754317075,-0.00230460916645825,-0.00529595743864775,-0.00131842726841569,0.00538600794970989,0.0139722842723131,0.00280903349630535,0.00574035895988345
"18",0.00550812063738704,0.000837762956507504,0.0129313282668591,-0.00181339727714658,0.00404294487088919,-0.000108795902633574,0.00232761004008353,0.00363049423322082,-0.00193481100723147,-0.0011285413056612
"19",0.0010878675384447,-0.000764237949624658,0.00214771856553853,-0.00197820947505534,0.0036727434489876,0.000803382252342999,0.00233947020024061,0.00324125005863607,0.00662123085930943,-0.000697183888405561
"20",0.00153986760415137,-0.00287362188100815,-0.00494325207546353,0.00807126704603434,-0.000993705587461591,0.00150756945367903,-0.00466441735625267,-0.00198999349959195,-0.00239140912890434,0.00104649702552706
"21",0.00511351972818375,0.00418147165328264,-0.00770827382802963,-0.00506195053458214,-0.00525961397215724,1.62950618687319e-05,0.00442019151523709,0.0114078354090452,0.00881567876785994,-0.000817936146631837
