"","CSCO","XOM","PG","WMT","PFE","CVX","VZ","MRK","MCD","KO"
"1",-0.00525776809081435,-0.00930029898881912,-0.000680356053635478,0.000916353485081345,-0.014193776063621,-0.000256277649896219,0.00306893908418715,-0.0066756377927959,-0.0017294172430411,0.00193689856678247
"2",0.00244563305750489,0.00258550164289773,0.00258625228889287,-0.000628103967756033,0.0162503495812416,0.0390129908919334,-0.00480506615713239,0.00111632223706692,-0.000201028466108255,0.00795349851250648
"3",0.00836144667118788,0.00462358584627509,-0.00232291105203331,0.00173333240672946,0.00922434031963348,-0.000115419854409993,0.00326564791612327,-0.0069804610684514,0.00842368230223656,-0.00343594769947231
"4",-0.0246934574097395,0.00595772871747613,0.00375141482800245,-0.000817727530375123,0.0106702828779817,0.00573413027450442,1.89452148333658e-05,-0.00786393973976374,-0.000557450519409031,0.00209818314760923
"5",0.00154075282625854,-0.00276302872225642,-0.00102022883947939,-0.00244492804631591,0.00840577483177185,0.00981340929865837,-0.0004281458677724,-0.00995970889925957,-0.00636870274320245,0.00211576279252768
"6",-0.0140227042138577,-0.00254490063525736,-0.00432888977229595,-0.000346437358530238,-0.000743354263249785,-0.0434558466076851,0.00139426591340452,-0.00968259107321501,-0.00801575463265181,0.0062071904540062
"7",0.0116099929437041,0.00874731503427029,0.00153336673974991,-0.00373515207320452,0.00531745469197631,0.024285102263093,-0.000851114513352513,-0.00561786955222487,0.00204257573932409,-0.00130988343153149
"8",-0.00659600086510181,0.00575380912050605,-0.0065615838393569,-0.000444226578110829,-0.00366809405386448,-0.00219372077845037,0.00683910539373755,-0.0012221101205796,0.00274395849555731,0.000735232490114868
"9",0.00258012325502932,-0.00142481760121882,-0.00162818178068846,0.00118237745482475,0.000902216299436986,0.00247833947651088,0.00039275671588257,0.00666462862864137,0.00324217509478331,0.000398766249418259
"10",0.00108709314372391,0.0102225886657834,-0.00994062051177025,-0.00255596125498414,0.00051546934992075,-0.0152416685596108,0.00120437506120652,-0.00534539297223091,-0.00376822846010327,-0.000354236079147086
"11",-0.00705881975591183,0.0140246851369739,0.00119498814456165,-0.00713455211371183,0.00284604821354151,0.0293478891253471,-0.00320913479663432,0.00118668179493397,0.00773144839331508,-0.00113832450006157
"12",0.000507135060615838,-0.00569253228604794,-0.00444722454994917,-0.00377500709146261,0.0020582468714565,-0.0125264637172222,0.00248287455178797,0.00116650352720171,-0.00155146769247949,-0.00208207406103611
"13",-0.00723457336425781,-0.0029119320679456,-0.00186955567914993,-0.00425799936056137,-0.0107324477285147,0.0013253838988021,-0.000348607631167397,-0.00124633626546711,-0.0108478544279933,0.00244320300407708
"14",0.00900910794734955,0.00850607920438051,0.00907774362713099,0.00586277153342962,-0.00734981242567301,0.0103249261155725,0.00476183649152517,-0.00172789965290576,-0.000794302730355412,0.00267416751012206
"15",-0.00540530541911721,-0.000715975242201239,0.00467461813241243,0.00162916537374258,0.00290823844261467,0.00485249795019627,0.0008259920286946,-0.00969716720283031,0.0075238854624331,0.00709115248173475
"16",0.00381413218565285,0.00548673141747713,-0.000719110597856343,-0.000495846150442958,-0.000566478876862675,0.00388309103436768,0.00134209403768182,0.00485993456095457,-0.000766311888583004,0.00291622010990977
"17",0.00899648945778608,0.00643270974978805,0.00262307841330767,-0.00192118471022695,0.00761398021131754,0.00827154796570539,-0.00270975497551262,-0.00550773413851857,-0.000377866439521313,0.0026567003224045
"18",-0.00402166973799467,-0.00663189496845007,-0.00300284917466342,0.00504862098023295,-0.00667160982266068,-0.00126677984371781,0.00103609659709036,-0.000353218405507505,0.00212338124401867,0.00360371870920062
"19",0.000961454235948622,-0.00232945731841028,-0.00108191999606788,0.000697472714819014,0.00783930253237486,0.00225319713354111,-0.00284983543679118,0.000634913565590978,0.00787636358290911,0.00196028407663107
"20",0.00725332507863641,-0.00336770992726088,0.00686364388093352,-0.00672013172879815,-0.00682017160579562,0.00126102531794459,-0.0083666043356061,-0.00289157941006124,-0.00694865547120571,0.00237059406936169
"21",-0.00271313870325685,6.0087888414273e-05,0.0056540472432971,-0.00102591782342643,0.0120235709473491,0.00212335074320436,0.00138552510179579,0.0078632989898324,-0.000487792596686631,-0.000968061445746571
