"","PFE","HD","PG","XOM","MRK","VZ","WMT","CVX","KO","CAT"
"1",-0.00356153445318341,0.00468100467696786,-0.00448047462850809,0.0135394893586636,0.00380841270089149,-0.00529780425131321,0.000448805396445096,-0.00225476804189384,0.00826142821460962,0.00727489218115807
"2",-0.00616063410416245,0.00330790667794645,-0.00334102660417557,-0.00670103868469596,-0.00781705789268017,-0.00770119624212384,0.00116586801595986,0.00175745424348861,-0.00345512223429978,-0.0134237464517355
"3",-0.00629565678536892,0.00435735238716006,0.00267758569680154,0.000819829467218369,0.00167702639009804,-0.00834041647613049,0.00795395858585835,-0.00495532806962729,0.00359828304499388,8.5694671724923e-05
"4",-0.0128993233665824,-0.00113180920016021,0.00315771088935435,0.0017003983957693,0.00229769037105143,-0.00184054637793452,0.00131220638286322,-0.00309777236543596,-0.00996705424040556,0.00200642389245331
"5",0.00668137753382325,-0.0051208483055234,0.00325699616223574,-0.00210709241218865,-0.000289417890598997,0.00629797112196684,0.002313198056072,-0.00170349911786616,0.00307672773487866,-0.0110316481441259
"6",-0.00511706992983818,-0.00471010478213429,-0.0148300984874368,0.00767744798213243,0.000325798406265676,-0.00293933157809079,0.0083416448906064,-0.00966788455843925,-0.001991615165025,-0.0037542600184679
"7",0.00365248043090105,0.00660651782527566,0.000557951745577157,-0.0010986850829795,-0.000696404837071896,0.0110022136941552,0.00332820834591985,0.00638859579339623,0.00263191154226661,-0.015843577682972
"8",0.00249874498695135,-0.00358835654333234,-0.00011856864875881,-0.000343556777806953,0.00181268830783665,0.000423312012571841,0.00233082543127239,0.000723084551282227,-0.00312593579292297,0.00592356501147151
"9",-0.0177705325186253,0.00191561295650899,-0.00232644472271204,-0.00152135151438415,-2.33545542869251e-05,-0.00665198545902967,-0.00295928935520351,-0.00448292260989547,-0.000281256448943168,0.0173568706959486
"10",0.00456367572769523,-0.00111062009818852,0.00695682456716895,-0.00362161127850413,-0.00121091422624886,0.004845114890486,-0.000761091883759946,-0.00270680407993495,0.000363968341844156,-0.00228540040552616
"11",-0.000573868688661605,-0.00185761495959014,0.00485418969765306,0.000801414251327515,-0.00283949449658394,0.00207123998552561,0.000912725226953626,0.00197496078908443,-0.000826307863462716,0.0204848665744066
"12",0.00711888773366809,0.00577413477003574,-0.00406496413052082,-0.00270618265494704,0.000751275802031159,0.00547823728993535,-0.00317790382541716,0.000827285752166063,0.00354100903496146,-0.00269111432135105
"13",0.00423564296215773,-0.00839350931346416,0.00404227478429675,-0.00492056040093303,-0.00443515460938215,0.00452905194833875,-0.000118278447189368,0.00283928564749658,-0.000864233879838139,0.00138532591518015
"14",-0.00565605005249381,0.00235893856734037,-0.00606436422094703,0.000471695297164842,1.03239453892456e-05,0.0061543988995254,0.00519350543618202,-0.00311278272420168,0.00200278242118657,0.00445370608940721
"15",-0.0120822116732597,-0.00344165042042732,-0.000576701131649315,-0.00588447554036975,-0.0022728512994945,-0.00985692907124758,-0.000604238302912563,0.00248203589580953,-7.18574447091669e-05,-0.00168666173703969
"16",0.00531213777139783,-0.00180908897891641,0.00118742708582431,-0.00567142246291041,0.00138157838955522,-0.00162177882157266,0.0082192299887538,-0.000118437586934306,-4.15463400713634e-05,-0.000888164388015866
"17",-0.00213986937887967,0.00229632086120546,-0.00192802341189235,0.000957733427640051,-0.000617386947851628,0.00338585302233696,0.00591898802667856,-0.00236736051738262,-0.0104395505040884,-0.0140891093760729
"18",-0.00163425633218139,0.00316670630127192,0.00320508447475731,-0.000746187812183052,0.000295998790534213,-0.0106310555711389,-0.00302480906248093,-0.00462883803993464,-0.00289939134381711,-0.0100907674059272
"19",0.00594182638451457,0.0041462043300271,0.00241564330644906,-0.0050573218613863,-0.00162842695135623,0.00634475750848651,0.00681644445285201,-0.00766914943233132,-0.00117748870979995,0.0134753091260791
"20",0.000596565136220306,-0.00283824023790658,0.00405367463827133,-0.00297884200699627,-0.000535034516360611,-0.000907744164578617,-0.0016523755621165,-0.0088556194677949,7.83340365160257e-05,-0.00200083269737661
"21",0.00307981739751995,0.000941692444030195,-0.00386128574609756,-0.0033180711325258,-0.000907387875486165,0.00143285049125552,-0.00207788054831326,-0.00446236506104469,0.00476271938532591,0.0107349082827568
