"","HPQ","AIG","HD","PG","AA","CAT","MRK","BA","DIS","AXP"
"1",-0.0121959829702973,-0.0056554414331913,0.00437744567170739,0.00431600818410516,0.00700017949566245,0.00593259977176785,0.0182822179049253,0.00852946564555168,0.00203729281201959,0.0161233972758055
"2",0.00179294135887176,-0.000601801206357777,0.00798626244068146,0.000832523044664413,0.0235351528972387,0.00568212475627661,0.00955460220575333,0.00373844592832029,0.00816439185291529,0.008839450776577
"3",0.00441921036690474,0.00289222621358931,-0.00573578476905823,-0.00312195112928748,0.0181053597480059,-0.00674055516719818,0.0116544626653194,0.00749512622132897,0.00127110723406076,0.00405348092317581
"4",0.0118392976000905,-0.004075285512954,0.00557766621932387,-0.000916128337848932,0.0186734069138765,1.14003451017197e-05,0.0133012011647224,-0.0010320614092052,0.00250377901829779,-0.0053908983245492
"5",0.00452814716845751,0.00399858132004738,-0.00141501077450812,0.00100292835850269,0.000332730007357895,-0.00572731904685497,-0.00400043651461601,0.0136947175487876,0.00269195693545043,-0.00381007022224367
"6",-0.0118304677307606,-0.00511797377839684,0.00853586103767157,0.000175926994415931,0.0133550856262445,-0.00814041309058666,0.00231081410311162,0.0258165393024683,0.0096580171957612,-0.000700372038409114
"7",-0.000773471780121326,0.000149509200127795,-0.00110148650128394,-0.0027439862024039,-0.0134260756894946,-0.01009167637676,0.000855304999276996,0.00120024674106389,-0.00792353413999081,-0.00713016092777252
"8",0.0111338999122381,-0.00772448070347309,0.00641492567956448,0.00249103689566255,-0.00470328656956553,-0.00223966292105615,-0.00240976735949516,0.00387906515970826,-0.0126459077000618,-0.000879248313140124
"9",0.000535499886609614,-0.00304792798124254,0.0108363786712289,-0.00246476451866329,0.00341286160983145,0.00191744102630764,-0.00205728458240628,0.00119637977331877,0.00133881566580385,-0.00358506198972464
"10",0.000672731548547745,-0.00184697320219129,0.00789668504148722,-0.000319248909363523,0.00677727162837982,-0.00020453697652556,0.00881209969520569,-0.00111475377343595,-0.00209501897916198,-0.0147369261831045
"11",-0.00135271670296788,0.00271810521371663,0.00395539775490761,0.00698480429127812,-0.00302651152014732,0.00278655136935413,0.0168577861040831,-0.00280062854290009,-0.0190640799701214,0.000519255292601883
"12",0.00344987213611603,0.00308884354308248,-0.00336885591968894,0.00207615946419537,-5.07344520883635e-05,-5.32548729097471e-05,0.00546395825222135,0.00139407638926059,0.00360475177876651,-0.00569876655936241
"13",0.00117223954293877,0.000221704234718345,-0.00226846360601485,-0.000817219202872366,0.00809692498296499,-0.00199106731452048,-0.00179351004771888,0.00658536097034812,0.00227979547344148,-0.00381304998882115
"14",-0.00335340178571641,0.00071349972859025,0.000622133200522512,0.00169510627165437,-0.0202442388981581,0.00355024007149041,-0.00561475474387407,-0.000381671270588413,0.00190675863996148,-0.00164124823641032
"15",0.00500810751691461,-0.00375737389549613,0.00359558477066457,-0.000668594555463642,0.000743987620808184,0.00129792001098394,-0.00648239674046636,0.000942300423048437,0.00554294884204865,0.00528251007199287
"16",0.00222498225048184,0.00100292707793415,0.00250786216929555,-0.00387631496414542,-0.00189027015585452,0.00598195614293218,-0.00855678599327803,0.00883583351969719,-0.00344486488029361,-0.00258583063259721
"17",0.00267940596677363,-0.00513378903269768,0.000277278712019324,0.00128532492090017,0.00238411594182253,0.000286731810774654,-0.0128970053046942,0.00344850169494748,-0.00443865964189172,-0.000263410445768386
"18",0.00156599679030478,-0.000229533980018459,-0.00473163602873683,-0.00345759466290474,0.00590183492749929,0.00193711195606738,0.00495849410071969,0.000993159366771579,0.000871775264386088,0.00171458255499601
"19",0.000233352489885874,0.00285255024209619,-0.00242338166572154,-0.00151225412264466,-0.000626174442004412,0.00335756107233465,0.00754843698814511,0.00380757660605013,0.00528710288926959,-0.0036976917181164
"20",0.00117343349847943,-0.00222893175669014,0.00198622979223728,0.00120602746028453,0.00785031169652939,0.00207924959249794,-0.00343291088938713,0.00634170696139336,-0.000592272845096886,-0.00444274581968784
"21",0.000415701942984015,-0.000771066348534077,-7.23502671462484e-06,0.00197259499691427,0.00273561058565974,-0.00140402617398649,0.00635698391124606,-0.00210937880910933,-0.00148113688919693,-0.00209934473969042
