"","JNJ","XOM","GS","UNH","VZ","PG","PFE","CAT","CVX","IBM"
"1",-0.00926919188350439,0.0146218128502369,-0.0086420439183712,0.00571851246058941,0.00331064756028354,0.000912789488211274,-0.00364473834633827,-0.0101163601502776,0.00533352605998516,0.00666598789393902
"2",-0.000696321367286146,-0.00515895709395409,-0.00729046016931534,0.00281354621984065,0.00122602598275989,-0.00419390527531505,-0.0075553897768259,-0.00869378913193941,0.00212469324469566,0.00171078217681497
"3",-0.00136676372494549,-0.00097496755188331,-1.51283147715731e-05,0.00330951390787959,0.00386965065263212,-0.0044827894307673,-0.00839458778500557,-0.000272669654805213,0.00264208903536201,-0.000979663920588791
"4",-0.0163859389722347,0.00182330643292516,-0.00409864308312535,-0.00232922728173435,0.00442999880760908,0.00225507142022252,-0.000444256293121725,-0.00317541998811066,-0.00911854207515717,0.00153102818876505
"5",-0.00553243886679411,0.00150716828648001,0.00183931947685778,0.000146253005368635,0.00212467042729259,-0.00318554555997252,-0.00375531613826752,-0.00227396585978568,-0.0163046587258577,-0.0019190568709746
"6",0.000240122215473093,0.00408568605780602,0.00238909665495157,0.00190775527153164,0.0015572557458654,0.00154919875785708,0.00426927534863353,0.00273742503486574,-0.00069759989855811,-0.000618226476944983
"7",0.00012333485938143,0.00214917934499681,0.000116519804578274,0.00366337364539504,-0.00495906220749021,-0.0014523034915328,0.00275542261078954,-0.00336680072359741,0.012510540895164,0.00569154787808657
"8",-0.00235883332788944,0.00378987588919699,0.000435460911830887,0.00166105106472969,-0.00012351613258943,0.00115575571544468,0.00461831921711564,-0.0126222241669893,-0.00220519257709384,0.00982687715440989
"9",-0.000164258177392185,-0.000557031366042793,0.00202347594313323,0.00166333070956171,-0.00482996320351958,0.00159313890617341,-0.00730266747996211,-0.0163174513727427,0.00244849151931703,-0.00372083624824882
"10",0.0029314192943275,-0.00514988694339991,-0.00746292062103748,0.00168871134519577,-5.98225597059354e-05,-0.00433540809899569,-0.00508568808436394,-0.0261596832424402,0.00509202433750033,0.00326355081051588
"11",0.00400069402530789,0.00609030155465007,0.00281133432872593,0.00781659781932831,-0.00404754001647234,-0.00581954419612885,0.0019127557752654,-0.0146098099648952,0.00871814973652363,-0.000767167250160128
"12",-0.00512263039126992,0.00597664900124073,-0.00482326745986938,-0.00129993818700314,-0.00239862990565598,-0.00246686674654484,0.00515024922788143,0.000242010224610567,0.00143514049705118,1.49230345414253e-05
"13",-0.00181885319761932,0.00505351275205612,-0.00387988495640457,0.00330013991333544,-0.00327825103886425,-0.00453322753310204,0.00148078694473952,-0.00694878911599517,-0.000309364171698689,0.00799701642245054
"14",0.00497678993269801,0.00159711437299848,0.00114246958401054,0.00580211402848363,-0.00413111038506031,-0.00340780592523515,0.00143214780837297,0.000967361615039408,0.00118424382526428,0.0040520029142499
"15",0.0022639581002295,-0.00073043565498665,0.00402839994058013,0.00384759809821844,-0.00785587448626757,0.00974438060075045,0.00449871085584164,-0.000657205178868026,0.00569856539368629,0.00332412705756724
"16",0.000232970734941773,-0.000587361457291991,-0.000520710891578346,-0.00240289885550737,-0.00199377513490617,0.00491478061303496,0.00437280535697937,-0.00219049560837448,0.00237214239314198,0.000546741881407797
"17",-0.00473821768537164,-0.000346657237969339,0.00519689219072461,0.00105136702768505,-0.0069809933193028,-0.00330783589743078,0.00280417944304645,0.00252061057835817,0.000973547517787665,0.00117480976041406
"18",0.00464302580803633,0.000908660935238004,0.000383417936973274,-0.000597392790950835,-0.00219397456385195,0.00376210315153003,-0.00263756676577032,0.000464754382846877,0.008460215292871,-0.00613634660840034
"19",0.00679088523611426,0.00275011290796101,-0.00374661362729967,-0.00193667481653392,-0.000969259475823492,0.000615754921454936,4.10567372455262e-05,-0.00691249966621399,0.00189584342297167,-0.000834579463116825
"20",-2.73412047135935e-06,0.00203262269496918,0.00282702571712434,0.00583044067025185,-0.00381699809804559,-2.17606448416063e-08,0.00118769053369761,-0.00264867721125484,-0.00199867482297122,1.86672223208006e-05
"21",-0.00214276975020766,0.00125109299551696,0.00667377468198538,-0.000335780583554879,0.00729967374354601,-0.0122385490685701,0.00269511318765581,0.0121310232207179,0.00429467717185616,-0.000428863917477429
