"","CVX","IBM","DIS","PG","BA","KO","HD","MRK","T","GS"
"1",0.00315459934063256,-0.00161020294763148,0.00354808266274631,0.0121526308357716,-0.00574138667434454,0.00253279088065028,0.010713666677475,0.00259461882524192,0.00559236109256744,-0.000654758419841528
"2",-0.00239035999402404,-0.0152783505618572,-0.00211738469079137,-0.00289325509220362,0.0105263004079461,0.0022817156277597,0.0108357761055231,0.00223208288662136,0.00427787704393268,0.0136612905189395
"3",-0.0165829844772816,0.000627642846666276,0.00349723896943033,0.0103546306490898,0.019461402669549,-0.0118741039186716,0.00550368335098028,-0.00804035644978285,0.000944265455473214,0.000845539849251509
"4",0.00417442247271538,0.00223542144522071,-0.0112301595509052,-0.000493785308208317,0.00733585748821497,-0.00587653834372759,0.0165446102619171,0.00113595905713737,-0.00158257922157645,0.00952016655355692
"5",0.000811027479358017,0.00859064608812332,-0.00478591490536928,0.00382772856391966,0.00782591104507446,0.000567448441870511,-0.0024381005205214,-0.000639139150734991,-0.00142841844353825,0.013694285415113
"6",0.00270850514061749,-0.00715085212141275,0.00827772542834282,0.00736297480762005,0.0105293989181519,0.00761784985661507,0.0146229444071651,0.00441509671509266,-0.000467554287752137,-0.00238808849826455
"7",0.0104540614411235,-0.0130024272948503,0.000576960504986346,0.000538916036020964,0.00420600548386574,0.00512953707948327,0.00329833058640361,0.00694193318486214,0.00343173858709633,-0.00265272939577699
"8",-0.00606321170926094,0.0075779459439218,0.00209709769114852,0.00806689728051424,0.0101960003376007,0.00358711066655815,-0.0159772206097841,0.0104441959410906,0.00363048445433378,-0.0121340453624725
"9",-0.00425695814192295,0.0115825887769461,0.00119983940385282,-0.00175458297599107,-0.00284066656604409,0.00307457195594907,0.00373890972696245,0.00183823332190514,0.00322839384898543,0.002916265046224
"10",0.0078221233561635,-0.000220735295442864,-0.00123599753715098,0.0058061582967639,-0.000306542700855061,0.00437956722453237,-2.06566182896495e-05,0.00345346401445568,1.93158339243382e-05,0.00177200010512024
"11",-0.00070045655593276,-0.0073172147385776,0.00893179327249527,-0.000263226014794782,0.00108171382453293,0.00115610472857952,0.00185906840488315,0.00769685162231326,0.00401742523536086,0.00205945712514222
"12",0.0044071190059185,-0.00500902719795704,-0.00477309431880713,-0.00120956427417696,0.000716863898560405,0.000544603972230107,0.0108082434162498,-0.00158267852384597,-0.00219615688547492,-0.0051182140596211
"13",0.0058202282525599,-0.000631956907454878,0.00472783064469695,0.0013328951317817,0.00469689909368753,-0.000275409722235054,-0.00123697030358016,0.00229607638902962,0.00240617827512324,0.00112327479291707
"14",-0.000590786978136748,0.00662766816094518,-2.305951420567e-05,-2.87338825728511e-05,0.000742806703783572,0.00168172467965633,0.000663811108097434,-0.000361103273462504,0.000986443017609417,0.00302617601118982
"15",-0.00193837843835354,0.000162150798132643,-0.00289987726137042,0.00110134272836149,-6.51677983114496e-05,0.000893176125828177,-0.00159142934717238,-0.000850168813485652,0.000901932478882372,0.00459181517362595
"16",0.00113044923637062,-0.00752034038305283,-0.00784730166196823,-0.00155068654567003,0.00035796215524897,0.0026657700072974,0.00440265797078609,0.000518390093930066,-0.00111691921483725,0.00313130090944469
"17",0.00576230557635427,0.00584545405581594,-0.001589595223777,-0.0022580623626709,-0.000850907585117966,0.000735020497813821,0.00125393294729292,0.000260003173025325,-0.00179930112790316,0.0009591193520464
"18",-0.00215175515040755,0.00790394563227892,0.00795157346874475,0.00020406671683304,-0.000542245164979249,-0.00133024109527469,-0.000472110172268003,-0.00172882038168609,0.00256876111961901,0.00386857404373586
"19",-0.00197722669690847,-0.00174394366331398,0.000690753455273807,-7.00526070431806e-05,-0.00389445340260863,-0.00210334826260805,-0.000408738706028089,0.000505848962347955,0.00122817582450807,0.0115443784743547
"20",0.00293561560101807,-0.000512067752424628,0.00227929092943668,0.00450120586901903,-0.0075067444704473,0.006110530346632,0.00606882572174072,-0.00039397572982125,0.00290553132072091,-0.00225614639930427
"21",-0.00108633551280946,-0.00523334974423051,-0.00266443914733827,-0.00309594511054456,0.00636134808883071,-0.000384804967325181,0.000897338672075421,-0.00211254367604852,-0.00210525305010378,-0.000395447888877243
