"","PG","CAT","WMT","CVX","MCD","T","KO","HD","MRK","DIS"
"1",-0.00164793292060494,0.00246284832246602,-0.0090549923479557,-0.00337818916887045,0.00228403159417212,0.00426485249772668,0.00123650475870818,0.00090622273273766,0.00764821376651525,0.00357531034387648
"2",0.00505222799256444,-0.00484933471307158,0.00475305365398526,0.00085321010556072,-0.00196430063806474,0.00559175061061978,0.00989998504519463,0.00331858731806278,-0.0033350617159158,-0.00348801724612713
"3",-0.000369608926121145,-0.0128796193748713,-0.00105137645732611,0.00219056755304337,0.00231445813551545,0.000734825094696134,-0.00120805052574724,-0.00242771953344345,0.00858676433563232,0.002066386397928
"4",-0.0117097478359938,0.00270972237922251,0.00813291221857071,-0.00683468906208873,0.00422337139025331,-0.00233220960944891,0.00356407440267503,0.0060195685364306,-0.00112840486690402,-0.000275834143394604
"5",-0.000979470671154559,-0.0118806855753064,0.00433971732854843,0.00577350845560431,-0.0039370390586555,-0.00140560010913759,0.00448891008272767,0.00187996856402606,0.00418788660317659,-0.00257254601456225
"6",-0.00377565575763583,-0.00310730142518878,-0.00330476835370064,-0.00361658982001245,0.0129757504910231,0.00250831455923617,0.00135192053858191,0.00199544848874211,0.0030648447573185,-0.0035311495885253
"7",0.00312381470575929,0.00701439054682851,0.0042191669344902,-0.00250638322904706,-0.00781493168324232,0.00354528706520796,0.00119800446555018,0.00045374856563285,-0.00284390803426504,-0.010127367451787
"8",-0.00106206967029721,-0.0161898918449879,-0.00014489954628516,-0.00084406160749495,-0.00193658925127238,0.00540647376328707,0.00213522044941783,-0.000735180161427706,-0.00047856112360023,0.00531855272129178
"9",0.00186713284347206,0.00467410776764154,0.000838873966131359,0.00490605784580112,0.00663805659860373,0.00061745586572215,-0.000252453290158883,0.00548946717754006,-0.00137404690030962,-0.000392660353099927
"10",-0.000587494636420161,-0.00813371688127518,-0.000767169462051243,0.00664150342345238,0.00399993220344186,0.00220918469130993,-0.000637936929706484,0.00642470037564635,-0.000693548237904906,0.00450099166482687
"11",-0.00308767962269485,-0.0240036435425282,0.000689054781105369,-0.00371004804037511,0.00290759420022368,0.00561313144862652,0.00408375822007656,0.00121276709251106,-0.0021417080424726,0.00610376521945
"12",0.00921133160591125,-0.0148908235132694,0.00814580731093884,-0.00448312424123287,-0.00441399170085788,-0.000207107746973634,0.00431016646325588,0.00580402184277773,-0.000692770699970424,0.00454331887885928
"13",-0.00105553236790001,-0.00807102210819721,0.000766622601076961,-0.00330142141319811,-0.000712182780262083,0.00676814699545503,-0.00176212575752288,0.00402557570487261,-0.0027106567285955,-0.00011578115663724
"14",-0.00410066219046712,-0.00357863144017756,0.00081165973097086,0.00127569772303104,-0.00199746107682586,-0.000656808260828257,0.00480389269068837,0.00435789348557591,0.00348233454860747,-0.00560047989711165
"15",-0.00202521891333163,-0.00608048681169748,0.00141131784766912,-0.000231426805839874,0.00267551885917783,-0.00025567677221261,0.00530331768095493,0.00582170765846968,0.00354265072382987,0.00239043892361224
"16",0.00118169188499451,-0.015132806263864,-0.00187245034612715,0.00250674830749631,-0.000178573944140226,0.000748374557588249,0.00234594149515033,0.0040084864012897,0.0067855822853744,0.00356102851219475
"17",-0.0017965022707358,-0.000159135131980292,0.00334971118718386,0.00366431870497763,0.00360150635242462,0.00488479295745492,0.00499706761911511,-0.000684585655108094,0.00421951431781054,-0.00169199670199305
"18",-0.00167020142544061,0.000224967967369594,-0.000340553990099579,-0.00123348017223179,0.00411982741206884,-0.0030594386626035,0.00314925820566714,0.00347641669213772,0.00325579405762255,0.00138168537523597
"19",0.00254383403807878,-0.00381290563382208,0.00198803003877401,-0.00714595569297671,-0.00424322905018926,0.00293735577724874,0.00627182703465223,0.0040533565916121,0.0120901260524988,-0.00152554211672395
"20",0.00189781736116856,-0.0186093728989363,0.000538394553586841,-0.000792298524174839,0.00168416881933808,0.00329532101750374,-0.000159948715008795,0.00227533420547843,-0.00859191827476025,0.00312549853697419
"21",-0.00301719922572374,-0.0182641111314297,0.00646930607035756,-0.000657580734696239,-0.00779301393777132,-6.98696749168448e-05,0.00193415337707847,0.00156378059182316,-0.00133398151956499,0.0015078135766089
