"","HD","IBM","AIG","PG","DIS","CAT","BA","MRK","AXP","AA"
"1",0.00642311898991466,-0.0110071375966072,-0.00368274212814867,0.00347179546952248,0.0145983453840017,0.0041775512509048,0.00382127286866307,0.00177849410101771,-0.00362059101462364,-0.00111727975308895
"2",0.00221226341091096,5.52259334654082e-05,0.00485037686303258,-0.0028081105556339,-0.00585596589371562,-0.000471465464215726,-0.00304279616102576,0.00111736264079809,-0.00647623976692557,-0.000544656824786216
"3",0.00542680360376835,0.0038794067222625,-0.00397613737732172,-0.00509175518527627,0.00557189341634512,-0.00295985420234501,0.0088391900062561,0.00588912609964609,0.00721707986667752,0.00960555579513311
"4",-0.0031550289131701,0.00282220751978457,-0.00339769758284092,-0.00396893266588449,-0.00181649334263057,-0.00166532804723829,-0.00220636511221528,0.00187956960871816,-0.00327803264372051,0.00558873871341348
"5",0.00425261026248336,-0.00708138337358832,-0.0032936108764261,0.00993613991886377,-0.00438319472596049,0.00193497911095619,0.0024188777897507,-0.00485911779105663,0.00183047994505614,-0.0138047160580754
"6",-0.000574008852709085,-0.00111016654409468,-0.00236176676116884,0.00138399924617261,2.16826028918149e-05,-0.00328921456821263,-0.00440199952572584,-0.00338531099259853,0.00545843224972486,-0.00562898628413677
"7",0.000111544293758925,0.00333689339458942,-0.00339887896552682,-0.000645117892418057,0.00294391205534339,0.00567065924406052,0.00116899912245572,0.0012982792686671,-0.00843312311917543,0.00181987718679011
"8",-0.00335561065003276,-0.00938867405056953,0.00177296646870673,0.000357532233465463,-0.00169062986969948,0.00396690052002668,-0.00135650427546352,0.00198078830726445,-0.0103168124333024,0.0105532091110945
"9",-0.00824767630547285,0.000520575034897774,0.000750955252442509,-0.000647669949103147,-0.00402431143447757,0.00487347738817334,-0.00250875251367688,0.00151973217725754,0.00188895466271788,-0.00281148985959589
"10",-0.000372785172658041,-0.00322708138264716,-0.00117212126497179,-0.00175690290052444,0.0122049199417233,0.00430300598964095,-0.0015764330746606,-0.00685934629291296,0.00105954217724502,-0.000352721981471404
"11",-0.00197417382150888,-0.00128290243446827,0.00142694800160825,-0.00284731248393655,0.009452223777771,-0.00661948742344975,0.000584733730647713,0.00272371992468834,-0.00569093646481633,-0.004141247831285
"12",0.00425818841904402,-0.0069982479326427,-0.00125648675020784,-0.00050575885688886,0.00109829311259091,-0.00111685146111995,-0.000341647188179195,0.00919948983937502,-0.00398893468081951,-0.00318770948797464
"13",-0.00788429751992226,0.00155569659546018,0.00251242006197572,-0.00138361542485654,-0.00531430775299668,-0.0122258625924587,0.00155355874449015,-0.00342739000916481,0.00243871659040451,-0.00593589385971427
"14",0.00218499358743429,0.00645571341738105,-0.00230875937268138,-0.00498085748404264,0.00624696211889386,-0.00407210597768426,-0.0024610529653728,-0.0122318556532264,0.000539553991984576,-0.0051415953785181
"15",-0.00576809840276837,-0.00837472826242447,-0.00110156449954957,0.00121486210264266,0.00269597722217441,0.00270820246078074,0.00330862542614341,-0.00185083178803325,-0.00245320703834295,0.00138687074650079
"16",0.00318974303081632,0.000458584137959406,0.00112598424311727,0.00144132866989821,-7.18421943020076e-05,-0.00741042057052255,0.0049686711281538,0.000622002175077796,0.00539664691314101,0.0177138056606054
"17",-0.009822485037148,0.000438729301095009,0.00123251194600016,0.000415086949942634,0.00210005138069391,-0.00406514294445515,0.00684625888243318,-0.00548230530694127,-0.000635231495834887,-0.00194252596702427
"18",-0.00100202939938754,-0.00461922958493233,0.00413727527484298,0.00264367018826306,-0.00285292789340019,0.00167621346190572,-0.0040983259677887,-0.011561393737793,-0.00795810017734766,-0.00252138776704669
"19",0.000606203102506697,-0.00548122962936759,0.00361459143459797,0.00500799715518951,-0.00676513928920031,0.00192994065582752,4.77975299872924e-06,0.00614827638491988,0.0035278566647321,-0.00115633883979172
"20",0.00125360919628292,-0.00340223498642445,0.00215070089325309,-0.00150852836668491,-0.000403775251470506,-0.00202388036996126,0.00438953517004848,0.00683569675311446,-9.78188545559533e-05,0.00214828294701874
"21",-6.01420579187106e-05,0.0044025918468833,-0.00269995513372123,-0.00155134533997625,-0.000534565129783005,-0.00510910898447037,0.000583209272008389,-0.00272465450689197,-0.000210276251891628,-0.000337535748258233
