"","HD","JNJ","WMT","PG","CSCO","VZ","KO","MRK","NKE","GS"
"1",0.00163082801736891,-0.000748261751141399,-0.0116784106940031,0.00576460501179099,-0.000258957355981693,0.00946836639195681,-0.00657215295359492,-0.00351648684591055,-0.0177313536405563,-0.012090964242816
"2",-0.0016437373124063,0.00105868082027882,-0.00178067723754793,-0.00117663445416838,0.0118645494803786,0.000340922124451026,0.0070090121589601,0.00249425694346428,0.00368930655531585,0.00822187121957541
"3",-0.0342883206903934,-0.00772329512983561,0.00118060666136444,0.00668751681223512,-0.0110663380473852,-0.00356149370782077,0.00894308835268021,0.0133230742067099,0.00563608761876822,-0.0014488990418613
"4",-0.00138638378120959,-0.00428137741982937,0.00185202818829566,-0.000127154591609724,0.0103245498612523,0.00527847651392221,0.0141173908486962,0.0114991497248411,-0.0216551125049591,-0.00477817188948393
"5",-0.00771537842229009,-0.00377026060596108,-0.00211120885796845,0.00794301647692919,0.0148427980020642,0.00640972936525941,-0.00250785937532783,0.00196909997612238,-0.0157724227756262,0.0100279944017529
"6",-0.00445291679352522,0.00494757108390331,0.000339297257596627,0.00068766123149544,0.00063805899117142,0.00139299302827567,-0.000671591493301094,0.0101551981642842,-0.000249266973696649,-0.0221499931067228
"7",-0.001928273239173,-0.0012901994632557,-0.00907735340297222,0.0079971207305789,0.000820672663394362,0.00511868204921484,-0.0024043396115303,0.00499209947884083,-0.000514501298312098,-0.00795056391507387
"8",-0.0123659214004874,-0.000143240060424432,0.00380399008281529,-0.00342452479526401,0.00294184987433255,-0.00139947724528611,0.0020325263030827,-0.000700686417985708,0.0147441634908319,-0.00159076519776136
"9",0.00633951975032687,-0.0044051087461412,-0.000811000587418675,0.00424211798235774,-0.0103293200954795,-0.00847665593028069,0.000655505515169352,0.00103552045766264,-0.00306675094179809,-0.00239782454445958
"10",0.00627738330513239,-0.00540081737563014,0.010659895837307,-0.00254729948937893,0.00215055420994759,-0.00573528930544853,0.00771684851497412,-0.00398585479706526,-0.0164235718548298,0.00113747245632112
"11",-0.00204799440689385,-0.00826882850378752,-0.00124980555847287,-0.000685352948494256,-0.00636763405054808,-0.00590864568948746,-0.000235032755881548,0.0103029338642955,-0.00261765089817345,-0.0115979025140405
"12",-0.00955615751445293,-0.00927604548633099,-0.0036100042052567,-0.0103190056979656,-0.00745759438723326,0.00183982332237065,0.00202267640270293,0.0042850011959672,-0.00422640796750784,-0.00682351412251592
"13",-0.00201725284568965,9.93407011264935e-05,-0.000487408949993551,-0.00116791238542646,-0.00674248207360506,-0.00104402145370841,-0.00148647581227124,-0.000707313360180706,-0.00557969883084297,0.0003815213276539
"14",-0.0188388358801603,-0.00132293754722923,0.00394286448135972,-0.00196285895071924,-0.0010924608213827,-0.005562674254179,-0.00464358599856496,-0.000984559068456292,-0.00298470119014382,0.00795314554125071
"15",-0.00120743527077138,0.00731105403974652,0.00566081888973713,-0.00100252113770694,-0.00219551404006779,0.00379686243832111,0.00176444952376187,0.00613611657172441,-0.00537771405652165,0.00154311594087631
"16",0.00108841597102582,-0.0133659550920129,-0.00610875058919191,-0.000176639994606376,0.00393030047416687,-0.000811245874501765,-0.00272835395298898,0.00266059930436313,0.00511118629947305,-0.018814280629158
"17",-0.00680913962423801,-0.00354393268935382,0.0033234772272408,0.000584291177801788,0.00183164374902844,-0.000796615320723504,0.00350509537383914,-0.00103477179072797,0.00839411467313766,-0.0152164530009031
"18",-0.0105086881667376,-0.00132579042110592,-0.00412204349413514,0.00830660481005907,-0.00573587417602539,0.00294256489723921,-0.000784301140811294,0.00153909903019667,0.0114748645573854,-0.000641797319985926
"19",-0.000512895116116852,0.00420557195320725,-0.000299466657452285,-0.00879060756415129,-0.000193951389519498,0.000326012435834855,0.00046281996765174,0.00772709585726261,0.00345601490698755,0.00299732992425561
"20",-0.00119470315985382,-0.00282988441176713,0.00318166753277183,-0.0142546780407429,0.00117593409959227,-0.00390708679333329,0.000904957123566419,0.0033963571768254,-0.00379987503401935,-0.00335400039330125
"21",-0.00833459477871656,-0.00368936080485582,0.00425119558349252,-0.0165767204016447,0.00307327578775585,-0.00508445594459772,-0.000499180459883064,0.000507407006807625,-0.000749923754483461,-0.00854554399847984
