"","MRK","PG","GS","CVX","WMT","DIS","BA","HD","KO","T"
"1",0.00133054668549448,-0.000294208293780684,0.000247542484430596,0.0032693506218493,0.00590350385755301,-0.00934473797678947,0.000824147427920252,0.0109184542670846,0.000900753366295248,-0.00222198315896094
"2",0.00264862691983581,0.00183475005906075,0.00448505766689777,0.00911923684179783,0.00910700112581253,-0.000343764229910448,-0.00137863610871136,-0.00167290004901588,0.00309071131050587,0.00300717330537736
"3",0.00168291793670505,0.00596507592126727,-0.000799761328380555,-0.00141457840800285,0.00512165343388915,-0.00840282347053289,0.00226847641170025,0.00509302178397775,-0.00199990416876972,0.00304040033370256
"4",0.00466275727376342,-0.00785008724778891,-0.00294728484004736,0.00540302507579327,0.00166732410434633,0.0052719316445291,0.00366067327558994,-0.00654595484957099,0.000473098072689027,0.00142887269612402
"5",-0.000845329952426255,0.00318782567046583,-0.00385991437360644,-0.00167188642080873,0.00364502798765898,-0.00666679861024022,-0.000657403492368758,0.00679395766928792,-0.0011894692433998,-0.00156490621156991
"6",-0.000885280489455909,-0.00426741084083915,-0.00174298894125968,-0.00236171530559659,0.00531096430495381,0.0026607143227011,-0.00472846301272511,-0.00570893101394176,-0.000234877152252011,0.00205299467779696
"7",0.00127416558098048,0.00197799503803253,-0.00444919196888804,-0.00636872835457325,0.00599662959575653,0.00461637461557984,-0.00379074225202203,0.00185477733612061,0.000299732986604795,0.00134044897276908
"8",-0.0021453823428601,0.00159576185978949,0.00414607068523765,-0.00143498729448766,0.000570504053030163,0.00283902138471603,0.000637276796624064,-0.00332327699288726,0.00174707605037838,0.00513695040717721
"9",0.00111211510375142,0.00529335020110011,-0.000631660455837846,0.00287911482155323,0.00426115887239575,-0.00136087194550782,-0.0126203866675496,0.001406469498761,-0.000916379096452147,0.00390717759728432
"10",-0.0041635213419795,-0.00411424925550818,-0.00264195958152413,0.00155156047549099,0.000967480649705976,0.00489386823028326,-0.00278772437013686,-0.00567988399416208,0.000571434327866882,0.00285978685133159
"11",-0.00244164164178073,0.000766991928685457,0.00200687046162784,0.00182124541606754,0.00517731718719006,0.00277279526926577,0.0108044175431132,0.00227329297922552,0.000304184854030609,-0.00165133795235306
"12",-0.00174830283503979,-0.00218471582047641,-0.00060918543022126,0.0035215811803937,0.00370067963376641,0.00746583705767989,0.00259960046969354,-0.00589651567861438,-0.00217795185744762,0.00140058004762977
"13",0.00299744168296456,0.00491490121930838,-0.0047185723669827,0.00243090419098735,0.00282213278114796,0.00273447413928807,-0.00538787757977843,-0.00127497047651559,0.00328389811329544,-0.00103739369660616
"14",-0.00195932784117758,0.00109174358658493,0.00429097935557365,0.00119138590525836,0.00456889113411307,0.0110736843198538,0.00865005608648062,-0.0044298879802227,-0.00182586873415858,0.00251164054498076
"15",-0.000821553752757609,-0.00160469941329211,-0.00349182635545731,0.00332989124581218,0.00402288604527712,0.00787860713899136,0.00282693468034267,0.00200881902128458,0.00137584202457219,-0.00196257419884205
"16",-0.0031499327160418,-0.00335208908654749,0.0010489959968254,0.0030826001893729,0.00527454586699605,0.00522958254441619,-0.00341684464365244,-0.000313012104015797,-0.00503766071051359,-0.00124142144341022
"17",-1.92168045032304e-06,0.00378483789972961,0.00518295587971807,0.0010401668259874,0.00524388998746872,0.00645344611257315,0.000669217493850738,0.00243703136220574,0.00198530196212232,0.00173931149765849
"18",-2.52414665737888e-05,-0.00712521374225616,0.000678907264955342,0.00132641301024705,0.00217596255242825,0.00268440996296704,0.00363738741725683,-0.00438404269516468,-0.00204481021501124,0.00145878340117633
"19",0.000563236128073186,0.00348152290098369,0.00118775642476976,-0.000838072621263564,0.00373340607620776,-0.00680948700755835,-0.00879780761897564,-0.00265891291201115,0.00337890675291419,0.00112331076525152
"20",0.00118727574590594,0.00145991484168917,0.00550397951155901,0.00107565929647535,0.0054958532564342,0.00892113987356424,-0.00430450960993767,-0.0014848067658022,-0.000610281422268599,0.00339595787227154
"21",0.00162336439825594,0.000120759643323254,0.00162084668409079,0.00257664616219699,0.0029248814098537,2.73152436420787e-05,0.00733471987769008,0.0013203015550971,-0.00280263950116932,0.00113250780850649
