"","WMT","JNJ","PG","CVX","CAT","AA","AXP","KO","MRK","HD"
"1",-0.00401385826990008,-0.000196905602933839,-0.00062787055503577,0.00301008787937462,0.00146194116678089,0.00319219916127622,0.00326637295074761,0.000201095594093204,0.00636357627809048,0.00168210046831518
"2",0.00258172675967216,-0.00347899668850005,0.00980652309954166,0.00141434627585113,-0.00109505793079734,-0.00364507152698934,-0.00972436368465424,0.00509214820340276,0.010609139688313,0.00866735074669123
"3",0.00347783323377371,0.00222301529720426,-0.00402085250243545,0.00247785542160273,-0.00156191445421427,-0.0200875736773014,0.00121691729873419,-0.00162029464263469,0.0103539191186428,0.00599040929228067
"4",-0.00734737375751138,0.00147087185177952,0.00340637913905084,6.16749821347184e-05,0.0107984812930226,0.00183041451964527,0.00100634875707328,-0.00195348984561861,-0.00688001047819853,0.0103528806939721
"5",0.000797412940301001,-0.00155767751857638,0.00534666003659368,-0.00594727881252766,0.00987460091710091,0.00152619311120361,-0.00143826880957931,-0.00424197735264897,0.00582444993779063,0.0203976519405842
"6",-0.00265913782641292,0.00277509423904121,-0.00279255001805723,0.00443465961143374,0.00455678394064307,-0.012376744300127,-0.00269597978331149,-0.00165865325834602,0.008969621732831,-0.00431495532393456
"7",0.000563526526093483,0.00143797614146024,-0.00315940543077886,0.000402619771193713,0.0048651322722435,-0.00618524756282568,0.0021156535949558,-0.00216610031202435,0.000298480590572581,0.000956124742515385
"8",0.00205135485157371,-0.00150151504203677,-0.00422764895483851,-0.00209045899100602,0.016419967636466,0.0107562141492963,-0.000735403154976666,0.00176911090966314,-0.013161794282496,0.00720355985686183
"9",0.00452908547595143,-0.000228049524594098,-0.000337204284733161,0.00204527913592756,0.0193125437945127,-0.00201313570141792,-0.00710211647674441,0.000221619382500648,-0.00690725957974792,-0.0121166165918112
"10",-0.00382224936038256,0.0031075282022357,0.00291239633224905,-0.000404396327212453,-0.00456677610054612,0.00787395238876343,-0.00325902481563389,0.00218915496952832,0.00809691566973925,-0.0030462306458503
"11",0.000625919026788324,-0.000600673316512257,-0.00312944175675511,0.0012568577658385,-0.00215442152693868,0.00217221165075898,-0.00182808132376522,-0.00368295214138925,-0.0024889640044421,-0.00525203766301274
"12",-0.0042613516561687,0.000701485434547067,0.00137606915086508,0.00326721230521798,0.00659860391169786,0.0128188189119101,0.00820124987512827,0.00168561178725213,0.00198575621470809,0.00265405955724418
"13",-0.000461989897303283,0.00323553686030209,0.00185411830898374,0.00048806908307597,0.00236237421631813,0.00209989352151752,-0.00342273525893688,0.000226456031668931,-0.00763547327369452,0.00307911355048418
"14",-0.00177461432758719,0.00453410902991891,0.00280559691600502,-0.00354861188679934,0.0079206470400095,0.000894182303454727,-0.00582457380369306,0.00100617331918329,0.00468116346746683,0.000480701099149883
"15",-0.00275149056687951,-0.000898245314601809,0.000114338057755958,-0.000156365960719995,0.000318240927299485,-0.00379868154413998,0.0115699507296085,-0.00195065920706838,-0.00346786389127374,0.00624172715470195
"16",6.64021063130349e-05,0.00177983299363405,8.83941029314883e-05,-0.00203926092945039,-0.000799888162873685,-0.00318864919245243,0.00458720466122031,0.00136435427702963,0.00187767762690783,0.0149592543020844
"17",0.00238695438019931,0.00042277667671442,-0.00184059434104711,0.00499496702104807,0.0122176464647055,-0.002896832767874,-0.00873153936117887,-0.000370191235560924,-0.00184890173841268,0.00877484027296305
"18",0.0067561874166131,-0.000252741825534031,0.00398876285180449,0.00565597740933299,0.00384573615156114,0.00137873354833573,0.00284489057958126,0.00295069930143654,-0.00768711697310209,0.00819995161145926
"19",-0.00315302284434438,0.00018969047232531,-0.00376638653688133,0.0017951272893697,-0.00374441687017679,0.00343635980971158,0.00774091528728604,-0.00173700822051615,0.000489759200718254,-0.00636017695069313
"20",0.000452564912848175,0.00113294122274965,8.73299068189226e-05,-0.000685387407429516,0.0102894119918346,0.0080485986545682,0.00229568057693541,0.00339499511756003,-0.0065217912197113,-0.0106945456936955
"21",-0.00207030214369297,0.000420850148657337,-0.000315917044645175,0.00360542512498796,0.00608863262459636,-0.00312091247178614,0.00809498969465494,-0.00169869174715132,0.00282466690987349,-0.006701092235744
